"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",4514,1111,1018,37,56,0.246123172352681,2021-11-10
"2","Adams",2131,565,504,8,53,0.265133740028156,2021-11-10
"3","Allamakee",7951,2006,1903,55,48,0.252295308766193,2021-11-10
"4","Appanoose",8111,2011,1759,56,196,0.247934903217852,2021-11-10
"5","Audubon",3486,731,656,15,60,0.209695926563396,2021-11-10
"6","Benton",16727,3947,3551,59,337,0.235965803790279,2021-11-10
"7","Black Hawk",91815,21654,20301,371,982,0.235843816369874,2021-11-10
"8","Boone",17815,3815,3489,38,288,0.214145383104126,2021-11-10
"9","Bremer",15673,3855,3513,71,271,0.245964397371275,2021-11-10
"10","Buchanan",12420,2992,2792,39,161,0.240901771336554,2021-11-10
"11","Buena Vista",18609,4999,4882,48,69,0.268633456929443,2021-11-10
"12","Butler",9044,2267,2033,42,192,0.250663423264042,2021-11-10
"13","Calhoun",6692,1949,1848,19,82,0.291243275552899,2021-11-10
"14","Carroll",13830,3648,3409,55,184,0.263774403470716,2021-11-10
"15","Cass",8201,2300,1979,66,255,0.28045360321912,2021-11-10
"16","Cedar",11847,2626,2478,27,121,0.221659491854478,2021-11-10
"17","Cerro Gordo",32046,7770,6921,121,728,0.242463958060288,2021-11-10
"18","Cherokee",7462,2076,1890,46,140,0.278209595282766,2021-11-10
"19","Chickasaw",7115,1748,1589,21,138,0.245678144764582,2021-11-10
"20","Clarke",6470,1564,1387,29,148,0.241731066460587,2021-11-10
"21","Clay",10606,2933,2763,35,135,0.276541580237601,2021-11-10
"22","Clayton",9585,2379,2102,59,218,0.248200312989045,2021-11-10
"23","Clinton",30274,7572,6848,111,613,0.250115610755103,2021-11-10
"24","Crawford",10845,3506,3353,47,106,0.323282618718303,2021-11-10
"25","Dallas",70745,15011,14031,111,869,0.212184606685985,2021-11-10
"26","Davis",4646,1230,1130,25,75,0.264743865690917,2021-11-10
"27","Decatur",4566,966,823,13,130,0.211563731931669,2021-11-10
"28","Delaware",10350,2855,2529,54,272,0.275845410628019,2021-11-10
"29","Des Moines",27540,7032,6635,101,296,0.255337690631808,2021-11-10
"30","Dickinson",12625,3121,2969,55,97,0.247207920792079,2021-11-10
"31","Dubuque",71884,17859,15652,240,1967,0.248441934227366,2021-11-10
"32","Emmet",6445,1763,1627,46,90,0.273545384018619,2021-11-10
"33","Fayette",12105,2797,2563,53,181,0.231061544816192,2021-11-10
"34","Floyd",10152,2508,2219,48,241,0.247044917257683,2021-11-10
"35","Franklin",7166,1773,1623,29,121,0.247418364499023,2021-11-10
"36","Fremont",3703,944,859,12,73,0.254928436402917,2021-11-10
"37","Greene",5417,1246,1149,17,80,0.230016614362193,2021-11-10
"38","Grundy",7346,1801,1660,37,104,0.24516743806153,2021-11-10
"39","Guthrie",7605,1653,1530,36,87,0.217357001972387,2021-11-10
"40","Hamilton",9969,2559,2296,57,206,0.256695756846223,2021-11-10
"41","Hancock",7777,2096,1842,39,215,0.269512665552269,2021-11-10
"42","Hardin",11271,2805,2662,53,90,0.248868778280543,2021-11-10
"43","Harrison",8113,2302,2120,78,104,0.283742142240848,2021-11-10
"44","Henry",14539,4134,3884,53,197,0.284338675287159,2021-11-10
"45","Howard",5854,1417,1270,24,123,0.242056713358387,2021-11-10
