"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-02,"Adair",12327,980,807,32,22,10,3695,860,21,2021-05-02
"Adams",2021-05-02,"Adams",5667,349,321,4,4,0,1630,337,12,2021-05-02
"Allamakee",2021-05-02,"Allamakee",21249,1552,1442,51,41,10,6317,1498,5,2021-05-02
"Appanoose",2021-05-02,"Appanoose",17951,1453,1210,47,43,4,6161,1276,19,2021-05-02
"Audubon",2021-05-02,"Audubon",12313,518,476,9,8,1,2728,499,14,2021-05-02
"Benton",2021-05-02,"Benton",37398,2699,2431,55,44,11,13148,2540,54,2021-05-02
"Black Hawk",2021-05-02,"Black Hawk",214727,17176,15057,307,284,23,71940,15714,350,2021-05-02
"Boone",2021-05-02,"Boone",44549,2803,2503,34,31,3,14223,2614,77,2021-05-02
"Bremer",2021-05-02,"Bremer",39512,2953,2707,60,51,9,12569,2816,49,2021-05-02
"Buchanan",2021-05-02,"Buchanan",31325,2006,1827,31,26,5,9716,1900,42,2021-05-02
"Buena Vista",2021-05-02,"Buena Vista",45328,4889,4155,40,36,4,15051,4238,43,2021-05-02
"Butler",2021-05-02,"Butler",29653,1726,1577,34,30,4,7218,1633,22,2021-05-02
"Calhoun",2021-05-02,"Calhoun",18462,1399,1314,13,12,1,5401,1350,23,2021-05-02
"Carroll",2021-05-02,"Carroll",36686,3047,2719,52,43,9,11618,2837,66,2021-05-02
"Cass",2021-05-02,"Cass",20851,1456,1282,54,48,6,6505,1372,36,2021-05-02
"Cedar",2021-05-02,"Cedar",31397,1969,1784,23,21,2,9419,1880,73,2021-05-02
"Cerro Gordo",2021-05-02,"Cerro Gordo",76869,5747,5045,88,74,14,25626,5335,202,2021-05-02
"Cherokee",2021-05-02,"Cherokee",20955,1683,1510,38,30,8,6143,1582,34,2021-05-02
"Chickasaw",2021-05-02,"Chickasaw",17563,1301,1206,15,13,2,5567,1232,11,2021-05-02
"Clarke",2021-05-02,"Clarke",13454,1048,957,24,22,2,4981,990,9,2021-05-02
"Clay",2021-05-02,"Clay",30829,2250,2020,25,20,5,8648,2144,99,2021-05-02
"Clayton",2021-05-02,"Clayton",25210,1770,1584,56,47,9,7330,1682,42,2021-05-02
"Clinton",2021-05-02,"Clinton",63710,5955,5160,92,79,13,23538,5482,230,2021-05-02
"Crawford",2021-05-02,"Crawford",27911,2879,2561,40,35,5,8996,2639,38,2021-05-02
"Dallas",2021-05-02,"Dallas",128554,12381,10645,97,84,13,55603,11058,316,2021-05-02
"Davis",2021-05-02,"Davis",11160,877,770,24,23,1,3569,807,13,2021-05-02
"Decatur",2021-05-02,"Decatur",10412,610,581,9,9,0,3619,596,6,2021-05-02
"Delaware",2021-05-02,"Delaware",28674,2114,1931,39,35,4,8304,2076,106,2021-05-02
"Des Moines",2021-05-02,"Des Moines",56431,4846,4313,66,55,11,21641,4495,116,2021-05-02
"Dickinson",2021-05-02,"Dickinson",26972,2660,2286,43,37,6,10742,2470,141,2021-05-02
"Dubuque",2021-05-02,"Dubuque",191481,14559,12628,207,191,16,58486,13289,454,2021-05-02
"Emmet",2021-05-02,"Emmet",17185,1400,1208,40,38,2,5302,1324,76,2021-05-02
"Fayette",2021-05-02,"Fayette",36495,1924,1788,41,36,5,9536,1843,14,2021-05-02
"Floyd",2021-05-02,"Floyd",25835,1765,1490,42,32,10,7937,1590,58,2021-05-02
"Franklin",2021-05-02,"Franklin",19548,1256,1096,21,19,2,5445,1155,38,2021-05-02
"Fremont",2021-05-02,"Fremont",7369,654,590,9,7,2,2723,619,20,2021-05-02
"Greene",2021-05-02,"Greene",15034,821,748,10,10,0,4240,773,15,2021-05-02
"Grundy",2021-05-02,"Grundy",19420,1438,1313,32,27,5,5912,1359,14,2021-05-02
"Guthrie",2021-05-02,"Guthrie",18706,1283,1141,29,24,5,5864,1201,31,2021-05-02
"Hamilton",2021-05-02,"Hamilton",23503,1978,1724,49,45,4,7738,1789,16,2021-05-02
"Hancock",2021-05-02,"Hancock",21559,1558,1381,34,27,7,6194,1459,44,2021-05-02
"Hardin",2021-05-02,"Hardin",35095,1971,1728,42,34,8,8692,1842,72,2021-05-02
"Harrison",2021-05-02,"Harrison",21542,1924,1655,73,69,4,6610,1786,58,2021-05-02
"Henry",2021-05-02,"Henry",36357,3042,2808,37,36,1,11226,2897,52,2021-05-02
"Howard",2021-05-02,"Howard",16902,1086,1001,22,18,4,4717,1041,18,2021-05-02
"Humboldt",2021-05-02,"Humboldt",15532,1232,1153,26,23,3,4825,1186,7,2021-05-02
"Ida",2021-05-02,"Ida",12633,1012,844,34,32,2,3412,903,25,2021-05-02
"Iowa",2021-05-02,"Iowa",29881,1540,1422,24,22,2,8363,1475,29,2021-05-02
"Jackson",2021-05-02,"Jackson",25851,2334,2118,42,39,3,9392,2202,42,2021-05-02
"Jasper",2021-05-02,"Jasper",52084,4460,3986,70,65,5,18739,4121,65,2021-05-02
"Jefferson",2021-05-02,"Jefferson",20581,1430,1280,35,29,6,7849,1318,3,2021-05-02
"Johnson",2021-05-02,"Johnson",211768,15211,13563,83,77,6,82529,14352,706,2021-05-02
"Jones",2021-05-02,"Jones",26406,3080,2853,57,51,6,10267,2955,45,2021-05-02
"Keokuk",2021-05-02,"Keokuk",15804,1021,910,31,31,0,4354,953,12,2021-05-02
"Kossuth",2021-05-02,"Kossuth",26440,2265,2035,64,56,8,8154,2144,45,2021-05-02
"Lee",2021-05-02,"Lee",54020,3950,3612,55,42,13,16243,3712,45,2021-05-02
"Linn",2021-05-02,"Linn",293039,21995,19640,333,297,36,120697,20613,640,2021-05-02
"Louisa",2021-05-02,"Louisa",17397,1340,1212,49,42,7,5539,1276,15,2021-05-02
"Lucas",2021-05-02,"Lucas",9416,796,727,23,18,5,3929,766,16,2021-05-02
"Lyon",2021-05-02,"Lyon",16521,1577,1477,41,37,4,4821,1569,51,2021-05-02
"Madison",2021-05-02,"Madison",20867,1725,1495,19,15,4,7972,1573,59,2021-05-02
"Mahaska",2021-05-02,"Mahaska",30888,2391,2147,50,45,5,10699,2280,83,2021-05-02
"Marion",2021-05-02,"Marion",42546,3796,3468,75,64,11,16495,3591,48,2021-05-02
"Marshall",2021-05-02,"Marshall",82763,5173,4683,75,67,8,21949,4802,44,2021-05-02
"Mills",2021-05-02,"Mills",21416,1779,1542,21,18,3,7797,1610,47,2021-05-02
"Mitchell",2021-05-02,"Mitchell",18003,1366,1218,41,38,3,5574,1255,-4,2021-05-02
"Monona",2021-05-02,"Monona",18290,882,776,30,28,2,3872,824,18,2021-05-02
"Monroe",2021-05-02,"Monroe",9748,994,894,28,21,7,3594,950,28,2021-05-02
"Montgomery",2021-05-02,"Montgomery",14469,1103,957,37,35,2,4397,1024,30,2021-05-02
"Muscatine",2021-05-02,"Muscatine",55766,5026,4404,99,90,9,22083,4693,190,2021-05-02
"O'Brien",2021-05-02,"O'Brien",26262,2138,1878,60,55,5,6811,1986,48,2021-05-02
"Osceola",2021-05-02,"Osceola",9090,804,708,16,13,3,2585,776,52,2021-05-02
"Page",2021-05-02,"Page",21472,1981,1859,21,19,2,6451,1917,37,2021-05-02
"Palo Alto",2021-05-02,"Palo Alto",18985,1177,1059,23,22,1,4594,1118,36,2021-05-02
"Pending Investigation",2021-05-02,"Pending Investigation",10179,1028,954,0,0,0,5315,1002,48,2021-05-02
"Plymouth",2021-05-02,"Plymouth",38474,4296,3826,79,71,8,13571,3995,90,2021-05-02
"Pocahontas",2021-05-02,"Pocahontas",13185,895,815,21,21,0,3522,852,16,2021-05-02
"Polk",2021-05-02,"Polk",696655,64217,54386,617,545,72,283828,56948,1945,2021-05-02
"Pottawattamie",2021-05-02,"Pottawattamie",120659,12093,10310,165,146,19,48771,10980,505,2021-05-02
"Poweshiek",2021-05-02,"Poweshiek",44639,1614,1489,33,30,3,9087,1539,17,2021-05-02
"Ringgold",2021-05-02,"Ringgold",9824,563,515,24,18,6,2450,544,5,2021-05-02
"Sac",2021-05-02,"Sac",20287,1373,1232,19,19,0,5482,1295,44,2021-05-02
"Scott",2021-05-02,"Scott",211875,21030,18105,239,217,22,89406,19605,1261,2021-05-02
"Shelby",2021-05-02,"Shelby",17459,1359,1217,37,33,4,5657,1300,46,2021-05-02
"Sioux",2021-05-02,"Sioux",45975,5276,4915,74,70,4,16458,5102,113,2021-05-02
"Story",2021-05-02,"Story",162536,11266,10085,48,42,6,57219,10498,365,2021-05-02
"Tama",2021-05-02,"Tama",32811,2209,1982,71,67,4,8615,2085,32,2021-05-02
"Taylor",2021-05-02,"Taylor",8723,678,633,12,10,2,2565,655,10,2021-05-02
"Union",2021-05-02,"Union",17280,1355,1194,32,26,6,6689,1267,41,2021-05-02
"Van Buren",2021-05-02,"Van Buren",8514,579,534,18,15,3,2819,556,4,2021-05-02
"Wapello",2021-05-02,"Wapello",47255,4629,4107,122,118,4,18918,4267,38,2021-05-02
"Warren",2021-05-02,"Warren",77591,6192,5343,88,78,10,28749,5695,264,2021-05-02
"Washington",2021-05-02,"Washington",41603,2684,2406,50,46,4,12143,2514,58,2021-05-02
"Wayne",2021-05-02,"Wayne",7167,572,491,23,18,5,2542,530,16,2021-05-02
"Webster",2021-05-02,"Webster",68650,5384,4963,92,77,15,21663,5102,47,2021-05-02
"Winnebago",2021-05-02,"Winnebago",17643,1511,1314,31,26,5,6439,1402,57,2021-05-02
"Winneshiek",2021-05-02,"Winneshiek",40165,2041,1874,33,28,5,10571,1961,54,2021-05-02
"Woodbury",2021-05-02,"Woodbury",146999,16346,14450,228,209,19,61497,15054,376,2021-05-02
"Worth",2021-05-02,"Worth",13222,776,684,8,7,1,3939,732,40,2021-05-02
"Wright",2021-05-02,"Wright",20864,1890,1742,36,29,7,7986,1821,43,2021-05-02
"Total",2021-05-02,"Totals",4822302,395189,347966,5952,5277,675,1712155,365164,11246,2021-05-02
