"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-03-28,"Adair",11574,956,779,31,22,9,3540,836,26,2021-03-28
"Adams",2021-03-28,"Adams",5103,327,316,4,4,0,1553,319,-1,2021-03-28
"Allamakee",2021-03-28,"Allamakee",19772,1535,1362,49,39,10,6083,1483,72,2021-03-28
"Appanoose",2021-03-28,"Appanoose",16564,1415,1182,47,43,4,5878,1249,20,2021-03-28
"Audubon",2021-03-28,"Audubon",11089,499,459,9,8,1,2557,482,14,2021-03-28
"Benton",2021-03-28,"Benton",34500,2626,2321,54,44,10,12517,2468,93,2021-03-28
"Black Hawk",2021-03-28,"Black Hawk",199037,16626,14590,300,279,21,68836,15224,334,2021-03-28
"Boone",2021-03-28,"Boone",41199,2693,2389,30,28,2,13507,2504,85,2021-03-28
"Bremer",2021-03-28,"Bremer",36016,2891,2611,57,48,9,12039,2753,85,2021-03-28
"Buchanan",2021-03-28,"Buchanan",28313,1928,1727,30,26,4,9261,1832,75,2021-03-28
"Buena Vista",2021-03-28,"Buena Vista",42249,4811,4069,39,35,4,14545,4179,71,2021-03-28
"Butler",2021-03-28,"Butler",27643,1696,1543,33,29,4,6905,1609,33,2021-03-28
"Calhoun",2021-03-28,"Calhoun",17151,1370,1275,11,11,0,5208,1321,35,2021-03-28
"Carroll",2021-03-28,"Carroll",33748,2929,2614,49,42,7,11137,2731,68,2021-03-28
"Cass",2021-03-28,"Cass",19435,1397,1220,52,47,5,6222,1326,54,2021-03-28
"Cedar",2021-03-28,"Cedar",28251,1859,1677,23,21,2,8960,1778,78,2021-03-28
"Cerro Gordo",2021-03-28,"Cerro Gordo",71102,5465,4888,85,71,14,24334,5092,119,2021-03-28
"Cherokee",2021-03-28,"Cherokee",19464,1638,1401,37,29,8,5928,1536,98,2021-03-28
"Chickasaw",2021-03-28,"Chickasaw",16184,1275,1177,15,13,2,5330,1209,17,2021-03-28
"Clarke",2021-03-28,"Clarke",12490,1032,923,23,22,1,4787,970,24,2021-03-28
"Clay",2021-03-28,"Clay",27352,2101,1808,25,20,5,8176,1989,156,2021-03-28
"Clayton",2021-03-28,"Clayton",23025,1705,1553,55,46,9,6895,1621,13,2021-03-28
"Clinton",2021-03-28,"Clinton",57367,5628,4916,87,76,11,22064,5164,161,2021-03-28
"Crawford",2021-03-28,"Crawford",25819,2821,2489,36,31,5,8660,2588,63,2021-03-28
"Dallas",2021-03-28,"Dallas",118605,11896,10044,94,83,11,52913,10586,448,2021-03-28
"Davis",2021-03-28,"Davis",10203,854,733,24,23,1,3361,784,27,2021-03-28
"Decatur",2021-03-28,"Decatur",9698,595,560,9,9,0,3500,580,11,2021-03-28
"Delaware",2021-03-28,"Delaware",25180,1975,1809,39,35,4,7846,1930,82,2021-03-28
"Des Moines",2021-03-28,"Des Moines",52166,4672,4213,63,53,10,20748,4345,69,2021-03-28
"Dickinson",2021-03-28,"Dickinson",24159,2409,1980,41,35,6,10142,2237,216,2021-03-28
"Dubuque",2021-03-28,"Dubuque",173971,13870,12178,200,186,14,55809,12665,287,2021-03-28
"Emmet",2021-03-28,"Emmet",15417,1289,1101,40,38,2,4930,1215,74,2021-03-28
"Fayette",2021-03-28,"Fayette",32758,1895,1735,38,33,5,9085,1816,43,2021-03-28
"Floyd",2021-03-28,"Floyd",23527,1679,1430,41,31,10,7549,1517,46,2021-03-28
"Franklin",2021-03-28,"Franklin",18392,1208,1064,21,19,2,5165,1108,23,2021-03-28
"Fremont",2021-03-28,"Fremont",6776,613,542,10,8,2,2591,581,29,2021-03-28
"Greene",2021-03-28,"Greene",13811,800,716,10,10,0,4027,753,27,2021-03-28
