"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Johnson",2021-01-22,"Johnson",69107,12205,10724,51,47,4,1430,0.176610184207099
"Jones",2021-01-22,"Jones",8646,2729,2559,49,48,1,121,0.315637288919732
"Keokuk",2021-01-22,"Keokuk",3554,861,769,26,26,0,66,0.242262239729882
"Kossuth",2021-01-22,"Kossuth",6794,1782,1527,44,41,3,211,0.262290256108331
"Lee",2021-01-22,"Lee",13795,3215,2789,32,26,6,394,0.233055454874955
"Linn",2021-01-22,"Linn",100844,17918,16160,278,255,23,1480,0.177680377612947
"Louisa",2021-01-22,"Louisa",4762,1156,1013,30,25,5,113,0.242755144897102
"Lucas",2021-01-22,"Lucas",3282,661,528,9,8,1,124,0.201401584399756
"Lyon",2021-01-22,"Lyon",4036,1370,1218,33,30,3,119,0.339444995044599
"Madison",2021-01-22,"Madison",6510,1226,917,9,8,1,300,0.188325652841782
"Mahaska",2021-01-22,"Mahaska",9051,1963,1622,37,33,4,304,0.21688211247376
"Marion",2021-01-22,"Marion",13360,3072,2602,52,45,7,418,0.229940119760479
"Marshall",2021-01-22,"Marshall",18026,4293,3971,62,57,5,260,0.238155996893376
"Mills",2021-01-22,"Mills",6907,1381,1249,16,15,1,116,0.199942087737078
"Mitchell",2021-01-22,"Mitchell",4897,1165,986,36,35,1,143,0.237900755564631
"Monona",2021-01-22,"Monona",3261,649,529,17,16,1,103,0.19901870591843
"Monroe",2021-01-22,"Monroe",2911,814,604,19,16,3,191,0.279628993473033
"Montgomery",2021-01-22,"Montgomery",3779,874,713,24,23,1,137,0.231278115903678
"Muscatine",2021-01-22,"Muscatine",18634,3933,3421,78,71,7,434,0.211065793710422
"O'Brien",2021-01-22,"O'Brien",5858,1705,1535,54,50,4,116,0.291054967565722
"Osceola",2021-01-22,"Osceola",2141,645,604,10,8,2,31,0.301261092947221
"Page",2021-01-22,"Page",5310,1454,1350,15,14,1,89,0.273822975517891
"Palo Alto",2021-01-22,"Palo Alto",3918,917,786,11,10,1,120,0.234047983665135
"Pending Investigation",2021-01-22,"Pending Investigation",8634,1001,602,0,0,0,399,0.115936993282372
"Plymouth",2021-01-22,"Plymouth",11812,3522,3261,69,62,7,192,0.298171351168303
"Pocahontas",2021-01-22,"Pocahontas",3118,779,679,11,11,0,89,0.249839640795382
"Polk",2021-01-22,"Polk",234621,46327,40251,460,415,45,5616,0.1974546182993
"Pottawattamie",2021-01-22,"Pottawattamie",41841,9093,8021,114,100,14,958,0.217322721732272
"Poweshiek",2021-01-22,"Poweshiek",7335,1341,1153,24,22,2,164,0.182822085889571
"Ringgold",2021-01-22,"Ringgold",2067,446,348,11,10,1,87,0.215771649733914
"Sac",2021-01-22,"Sac",4684,1112,1015,15,15,0,82,0.237403928266439
"Scott",2021-01-22,"Scott",74772,15694,13804,167,157,10,1723,0.209891403199058
"Shelby",2021-01-22,"Shelby",4595,1041,905,27,27,0,109,0.226550598476605
"Sioux",2021-01-22,"Sioux",13985,4589,4233,57,55,2,299,0.328137289953522
"Story",2021-01-22,"Story",48608,8758,7877,36,31,5,845,0.180176102699144
"Tama",2021-01-22,"Tama",7341,1895,1695,59,57,2,141,0.258139218090178
"Taylor",2021-01-22,"Taylor",2226,596,532,9,7,2,55,0.26774483378257
"Union",2021-01-22,"Union",5830,1102,996,23,21,2,83,0.189022298456261
"Van Buren",2021-01-22,"Van Buren",2327,499,442,14,12,2,43,0.214439192092823
"Wapello",2021-01-22,"Wapello",14757,3478,2985,98,96,2,395,0.235684759775022
"Warren",2021-01-22,"Warren",23910,4522,3646,39,37,2,837,0.189125888749477
"Washington",2021-01-22,"Washington",10302,2216,1804,33,32,1,379,0.215103863327509
"Wayne",2021-01-22,"Wayne",1933,417,352,21,17,4,44,0.215726849456803
"Webster",2021-01-22,"Webster",19320,4708,4309,77,66,11,322,0.243685300207039
"Winnebago",2021-01-22,"Winnebago",5308,1215,1069,29,24,5,117,0.228899773926149
"Winneshiek",2021-01-22,"Winneshiek",8596,1593,1329,20,18,2,244,0.185318752908329
"Woodbury",2021-01-22,"Woodbury",52160,13066,11937,179,166,13,950,0.250498466257669
"Worth",2021-01-22,"Worth",3203,615,500,4,3,1,111,0.192007492975336
"Wright",2021-01-22,"Wright",7121,1660,1497,24,22,2,139,0.233113326779947
"Total",2021-01-22,"Totals",1439736,310578,273011,4445,4046,399,33122,0.215718715097768
