"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-06-26,"Adair",12858,996,842,32,22,10,3854,876,2,2021-06-26
"Adams",2021-06-26,"Adams",6239,356,341,4,4,0,1698,346,1,2021-06-26
"Allamakee",2021-06-26,"Allamakee",22927,1589,1471,52,42,10,6630,1529,6,2021-06-26
"Appanoose",2021-06-26,"Appanoose",19362,1470,1238,49,44,5,6480,1291,4,2021-06-26
"Audubon",2021-06-26,"Audubon",14008,553,506,11,10,1,2899,533,16,2021-06-26
"Benton",2021-06-26,"Benton",40339,2777,2520,55,44,11,13781,2607,32,2021-06-26
"Black Hawk",2021-06-26,"Black Hawk",230168,17756,15634,312,288,24,75232,16228,282,2021-06-26
"Boone",2021-06-26,"Boone",46936,2873,2651,34,31,3,14821,2685,0,2021-06-26
"Bremer",2021-06-26,"Bremer",42758,3027,2806,62,52,10,13121,2889,21,2021-06-26
"Buchanan",2021-06-26,"Buchanan",33914,2058,1890,34,27,7,10149,1943,19,2021-06-26
"Buena Vista",2021-06-26,"Buena Vista",47361,4974,4222,40,36,4,15556,4269,7,2021-06-26
"Butler",2021-06-26,"Butler",31320,1759,1621,35,31,4,7531,1665,9,2021-06-26
"Calhoun",2021-06-26,"Calhoun",19834,1444,1375,13,12,1,5638,1390,2,2021-06-26
"Carroll",2021-06-26,"Carroll",39244,3084,2820,52,43,9,12001,2871,-1,2021-06-26
"Cass",2021-06-26,"Cass",21855,1477,1341,55,49,6,6738,1391,-5,2021-06-26
"Cedar",2021-06-26,"Cedar",33935,2018,1887,23,21,2,9822,1924,14,2021-06-26
"Cerro Gordo",2021-06-26,"Cerro Gordo",84341,5993,5401,97,80,17,27054,5543,45,2021-06-26
"Cherokee",2021-06-26,"Cherokee",22347,1699,1552,38,30,8,6333,1594,4,2021-06-26
"Chickasaw",2021-06-26,"Chickasaw",18877,1320,1233,17,14,3,5853,1250,0,2021-06-26
"Clarke",2021-06-26,"Clarke",14436,1073,982,24,22,2,5250,1011,5,2021-06-26
"Clay",2021-06-26,"Clay",32882,2281,2134,27,22,5,8978,2167,6,2021-06-26
"Clayton",2021-06-26,"Clayton",27382,1798,1658,57,48,9,7723,1712,-3,2021-06-26
"Clinton",2021-06-26,"Clinton",69721,6097,5513,93,79,14,25029,5615,9,2021-06-26
"Crawford",2021-06-26,"Crawford",30019,2930,2643,41,35,6,9292,2684,0,2021-06-26
"Dallas",2021-06-26,"Dallas",137074,12639,11148,99,85,14,58136,11297,50,2021-06-26
"Davis",2021-06-26,"Davis",12065,925,823,25,23,2,3785,853,5,2021-06-26
"Decatur",2021-06-26,"Decatur",11022,633,608,9,9,0,3782,617,0,2021-06-26
"Delaware",2021-06-26,"Delaware",31347,2159,2064,43,38,5,8643,2111,4,2021-06-26
"Des Moines",2021-06-26,"Des Moines",62054,5057,4596,72,60,12,22862,4685,17,2021-06-26
"Dickinson",2021-06-26,"Dickinson",29209,2686,2450,44,38,6,11085,2493,-1,2021-06-26
"Dubuque",2021-06-26,"Dubuque",205890,14843,13245,211,195,16,60903,13521,65,2021-06-26
"Emmet",2021-06-26,"Emmet",18186,1438,1309,41,39,2,5527,1357,7,2021-06-26
"Fayette",2021-06-26,"Fayette",38620,1957,1817,43,38,5,9930,1871,11,2021-06-26
"Floyd",2021-06-26,"Floyd",27760,1820,1583,42,32,10,8349,1636,11,2021-06-26
"Franklin",2021-06-26,"Franklin",21752,1345,1197,23,21,2,5880,1235,15,2021-06-26
"Fremont",2021-06-26,"Fremont",8056,663,621,9,7,2,2848,627,-3,2021-06-26
"Greene",2021-06-26,"Greene",15827,830,770,11,10,1,4393,781,0,2021-06-26
"Grundy",2021-06-26,"Grundy",20378,1454,1337,33,27,6,6132,1375,5,2021-06-26
