"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2020-12-23,"Adair",2886,554,423,17,13,4,114,0.191961191961192
"Adams",2020-12-23,"Adams",1242,241,165,2,2,0,74,0.194041867954911
"Allamakee",2020-12-23,"Allamakee",4839,1116,748,19,15,4,349,0.230626162430254
"Appanoose",2020-12-23,"Appanoose",4692,922,769,34,34,0,119,0.196504688832055
"Audubon",2020-12-23,"Audubon",2016,362,293,7,7,0,62,0.179563492063492
"Benton",2020-12-23,"Benton",10118,1940,1638,34,30,4,268,0.191737497529156
"Black Hawk",2020-12-23,"Black Hawk",56229,12366,10673,210,197,13,1483,0.219922104252254
"Boone",2020-12-23,"Boone",10571,1773,1347,15,13,2,411,0.167723015797938
"Bremer",2020-12-23,"Bremer",9326,2199,1911,40,37,3,248,0.235792408320824
"Buchanan",2020-12-23,"Buchanan",7497,1389,1143,16,15,1,230,0.185274109643858
"Buena Vista",2020-12-23,"Buena Vista",12666,3590,2994,24,21,3,572,0.283435970314227
"Butler",2020-12-23,"Butler",5496,1211,969,17,16,1,225,0.220342066957787
"Calhoun",2020-12-23,"Calhoun",4525,1160,1037,9,9,0,114,0.256353591160221
"Carroll",2020-12-23,"Carroll",9392,2284,1935,27,21,6,322,0.243185689948893
"Cass",2020-12-23,"Cass",5030,1000,771,38,36,2,191,0.198807157057654
"Cedar",2020-12-23,"Cedar",7160,1327,1036,17,16,1,274,0.185335195530726
"Cerro Gordo",2020-12-23,"Cerro Gordo",19404,4205,3395,59,50,9,751,0.216707895279324
"Cherokee",2020-12-23,"Cherokee",4767,1178,808,19,17,2,351,0.247115586322635
"Chickasaw",2020-12-23,"Chickasaw",4254,1007,835,10,9,1,162,0.236718382698637
"Clarke",2020-12-23,"Clarke",3621,613,470,6,6,0,137,0.169290251311792
"Clay",2020-12-23,"Clay",6761,1505,1136,11,8,3,358,0.22260020706996
"Clayton",2020-12-23,"Clayton",5514,1312,1077,39,35,4,196,0.237939789626406
"Clinton",2020-12-23,"Clinton",17427,3988,3207,52,47,5,729,0.228840305273426
"Crawford",2020-12-23,"Crawford",7277,2032,1733,20,17,3,279,0.279235948880033
"Dallas",2020-12-23,"Dallas",42336,7592,6178,62,52,10,1352,0.179327286470144
"Davis",2020-12-23,"Davis",2511,608,473,18,17,1,117,0.242134607726006
"Decatur",2020-12-23,"Decatur",2636,397,320,3,3,0,74,0.150606980273141
"Delaware",2020-12-23,"Delaware",6462,1592,1397,28,27,1,167,0.246363354998452
"Des Moines",2020-12-23,"Des Moines",16989,3405,2807,32,29,3,566,0.200423803637648
"Dickinson",2020-12-23,"Dickinson",8549,1657,1352,13,11,2,292,0.193823839045502
"Dubuque",2020-12-23,"Dubuque",47111,10328,9024,135,127,8,1169,0.219226932138991
"Emmet",2020-12-23,"Emmet",4054,952,766,23,22,1,163,0.234829797730636
"Fayette",2020-12-23,"Fayette",7191,1291,1012,16,15,1,263,0.179529968015575
"Floyd",2020-12-23,"Floyd",6219,1244,995,32,24,8,217,0.200032159511175
"Franklin",2020-12-23,"Franklin",4063,859,713,18,17,1,128,0.211420132906719
"Fremont",2020-12-23,"Fremont",2162,449,370,5,3,2,74,0.207678075855689
"Greene",2020-12-23,"Greene",3441,628,514,7,7,0,107,0.182505085730892
"Grundy",2020-12-23,"Grundy",4533,1016,830,14,12,2,172,0.224134127509376
"Guthrie",2020-12-23,"Guthrie",4514,904,730,22,17,5,152,0.200265839610102
"Hamilton",2020-12-23,"Hamilton",6048,1418,1071,21,21,0,326,0.234457671957672
"Hancock",2020-12-23,"Hancock",4750,1133,837,24,19,5,272,0.238526315789474
"Hardin",2020-12-23,"Hardin",6694,1406,1126,24,22,2,256,0.210038840752913
"Harrison",2020-12-23,"Harrison",5260,1365,1041,52,49,3,272,0.259505703422053
"Henry",2020-12-23,"Henry",9015,2423,1914,22,22,0,487,0.268774265113699
"Howard",2020-12-23,"Howard",3454,672,522,15,11,4,135,0.194557035321367
"Humboldt",2020-12-23,"Humboldt",3855,924,750,18,15,3,156,0.239688715953307
"Ida",2020-12-23,"Ida",2604,674,463,21,20,1,190,0.258832565284178
"Iowa",2020-12-23,"Iowa",6491,1111,896,19,19,0,196,0.171160067786165
"Jackson",2020-12-23,"Jackson",7157,1733,1483,29,28,1,221,0.242140561687858
