"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","positivity","date"
"Adair","Adair","944","27","17","0","0.0286016949152542",2020-08-07
"Adams","Adams","422","16","10","0","0.037914691943128",2020-08-07
"Allamakee","Allamakee","2047","155","137","4","0.0757205666829507",2020-08-07
"Appanoose","Appanoose","1450","49","36","3","0.0337931034482759",2020-08-07
"Audubon","Audubon","710","28","15","1","0.0394366197183099",2020-08-07
"Benton","Benton","3390","146","101","1","0.0430678466076696",2020-08-07
"Black Hawk","Black Hawk","24378","3088","2456","63","0.126671589137747",2020-08-07
"Boone","Boone","3963","246","170","2","0.0620741862225587",2020-08-07
"Bremer","Bremer","3488","206","108","7","0.0590596330275229",2020-08-07
"Buchanan","Buchanan","2897","124","63","1","0.0428028995512599",2020-08-07
"Buena Vista","Buena Vista","7895","1792","1731","12","0.226979100696643",2020-08-07
"Butler","Butler","2236","119","103","2","0.0532200357781753",2020-08-07
"Calhoun","Calhoun","1555","83","73","2","0.0533762057877814",2020-08-07
"Carroll","Carroll","3334","185","163","1","0.0554889022195561",2020-08-07
"Cass","Cass","1530","51","38","1","0.0333333333333333",2020-08-07
"Cedar","Cedar","2441","129","93","1","0.0528471937730438",2020-08-07
"Cerro Gordo","Cerro Gordo","7988","596","321","17","0.0746119178768152",2020-08-07
"Cherokee","Cherokee","1685","103","89","1","0.0611275964391691",2020-08-07
"Chickasaw","Chickasaw","1634","54","47","0","0.0330477356181151",2020-08-07
"Clarke","Clarke","1504","195","138","3","0.129654255319149",2020-08-07
"Clay","Clay","2538","177","149","1","0.0697399527186761",2020-08-07
"Clayton","Clayton","2211","104","78","3","0.047037539574853",2020-08-07
"Clinton","Clinton","5803","364","137","3","0.0627261761158022",2020-08-07
"Crawford","Crawford","3642","727","679","3","0.199615595826469",2020-08-07
"Dallas","Dallas","17054","1854","1401","35","0.108713498299519",2020-08-07
"Davis","Davis","806","53","42","1","0.0657568238213399",2020-08-07
"Decatur","Decatur","608","23","15","0","0.0378289473684211",2020-08-07
"Delaware","Delaware","2359","100","82","1","0.0423908435777872",2020-08-07
"Des Moines","Des Moines","4362","154","99","2","0.0353049060064191",2020-08-07
"Dickinson","Dickinson","3869","377","294","4","0.0974411992762988",2020-08-07
"Dubuque","Dubuque","20406","1636","961","31","0.0801724982848182",2020-08-07
"Emmet","Emmet","1531","190","119","2","0.124101894186806",2020-08-07
"Fayette","Fayette","2643","82","59","0","0.0310253499810821",2020-08-07
"Floyd","Floyd","2595","145","94","2","0.0558766859344894",2020-08-07
"Franklin","Franklin","1764","235","174","9","0.133219954648526",2020-08-07
"Fremont","Fremont","696","37","12","0","0.0531609195402299",2020-08-07
"Greene","Greene","1234","39","33","0","0.0316045380875203",2020-08-07
"Grundy","Grundy","1819","76","47","1","0.0417811984606927",2020-08-07
"Guthrie","Guthrie","1746","131","97","5","0.075028636884307",2020-08-07
"Hamilton","Hamilton","2582","244","223","1","0.0945003872966692",2020-08-07
"Hancock","Hancock","1797","121","101","2","0.0673344462993879",2020-08-07
"Hardin","Hardin","2580","178","99","0","0.0689922480620155",2020-08-07
"Harrison","Harrison","1585","102","81","0","0.0643533123028391",2020-08-07
"Henry","Henry","2643","119","90","3","0.0450245932652289",2020-08-07
"Howard","Howard","1268","49","37","0","0.0386435331230284",2020-08-07
"Humboldt","Humboldt","1282","104","77","1","0.0811232449297972",2020-08-07
"Ida","Ida","888","29","23","0","0.0326576576576577",2020-08-07
"Iowa","Iowa","2652","94","62","1","0.0354449472096531",2020-08-07
"Jackson","Jackson","2647","148","65","1","0.0559123536078579",2020-08-07
"Jasper","Jasper","4796","468","358","26","0.097581317764804",2020-08-07
"Jefferson","Jefferson","1893","81","64","0","0.0427892234548336",2020-08-07
"Johnson","Johnson","24785","2036","1480","16","0.0821464595521485",2020-08-07
"Jones","Jones","2547","127","79","2","0.049862583431488",2020-08-07
"Keokuk","Keokuk","1074","33","22","1","0.0307262569832402",2020-08-07
"Kossuth","Kossuth","2007","84","49","0","0.0418535127055306",2020-08-07
"Lee","Lee","3008","108","53","3","0.0359042553191489",2020-08-07
"Linn","Linn","33650","2289","1780","87","0.0680237741456166",2020-08-07
"Louisa","Louisa","1828","380","352","14","0.207877461706783",2020-08-07
"Lucas","Lucas","818","58","32","4","0.0709046454767726",2020-08-07
"Lyon","Lyon","1059","109","93","2","0.102927289896128",2020-08-07
"Madison","Madison","2252","115","63","2","0.0510657193605684",2020-08-07
"Mahaska","Mahaska","2066","139","109","17","0.0672797676669894",2020-08-07
"Marion","Marion","3383","164","135","0","0.0484776825302985",2020-08-07
"Marshall","Marshall","8343","1427","1079","25","0.171041591753566",2020-08-07
"Mills","Mills","2719","85","48","0","0.031261493196028",2020-08-07
"Mitchell","Mitchell","1876","78","67","0","0.0415778251599147",2020-08-07
"Monona","Monona","1159","91","79","0","0.0785159620362381",2020-08-07
"Monroe","Monroe","819","69","46","7","0.0842490842490843",2020-08-07
"Montgomery","Montgomery","1327","54","33","4","0.0406932931424265",2020-08-07
"Muscatine","Muscatine","6728","840","727","48","0.124851367419738",2020-08-07
"O'Brien","O'Brien","1900","135","99","2","0.0710526315789474",2020-08-07
"Osceola","Osceola","628","79","69","0","0.125796178343949",2020-08-07
"Page","Page","1890","85","67","0","0.044973544973545",2020-08-07
"Palo Alto","Palo Alto","1440","80","54","0","0.0555555555555556",2020-08-07
"Pending Investigation","Pending Investigation","5850","3","0","0","0.000512820512820513",2020-08-07
"Plymouth","Plymouth","4047","453","345","8","0.111934766493699",2020-08-07
"Pocahontas","Pocahontas","1192","115","105","1","0.0964765100671141",2020-08-07
"Polk","Polk","86386","10076","7373","206","0.116639270252124",2020-08-07
"Pottawattamie","Pottawattamie","15095","1288","905","26","0.0853262669758198",2020-08-07
"Poweshiek","Poweshiek","2056","154","109","8","0.0749027237354086",2020-08-07
"Ringgold","Ringgold","720","21","20","1","0.0291666666666667",2020-08-07
"Sac","Sac","1699","82","69","0","0.0482636845203061",2020-08-07
"Scott","Scott","24400","1658","1112","14","0.0679508196721312",2020-08-07
"Shelby","Shelby","1616","179","141","1","0.110767326732673",2020-08-07
"Sioux","Sioux","4187","614","505","3","0.146644375447815",2020-08-07
"Story","Story","15533","1145","868","14","0.07371402819803",2020-08-07
"Tama","Tama","3224","546","457","29","0.169354838709677",2020-08-07
"Taylor","Taylor","877","96","88","0","0.109464082098062",2020-08-07
"Union","Union","2129","75","38","1","0.0352278064819164",2020-08-07
"Van Buren","Van Buren","725","35","21","1","0.0482758620689655",2020-08-07
"Wapello","Wapello","5779","872","772","33","0.15089115763973",2020-08-07
"Warren","Warren","7938","547","335","1","0.0689090450995213",2020-08-07
"Washington","Washington","3111","293","268","10","0.0941819350691096",2020-08-07
"Wayne","Wayne","478","19","12","1","0.0397489539748954",2020-08-07
"Webster","Webster","6807","773","486","7","0.113559571029822",2020-08-07
"Winnebago","Winnebago","1558","77","45","0","0.0494223363286264",2020-08-07
"Winneshiek","Winneshiek","2289","91","60","1","0.0397553516819572",2020-08-07
"Woodbury","Woodbury","21367","3694","3310","51","0.172883418355408",2020-08-07
"Worth","Worth","1119","65","27","0","0.0580875781948168",2020-08-07
"Wright","Wright","3244","459","401","1","0.141491985203453",2020-08-07
"Total","Totals","510522","47728","36248","912",NA,2020-08-07
