"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2231","276","99","3","174","0.123711340206186",2020-11-08
"Adams","Adams","919","101","59","1","41","0.109902067464635",2020-11-08
"Allamakee","Allamakee","3621","492","287","9","196","0.135874067937034",2020-11-08
"Appanoose","Appanoose","3507","392","186","3","203","0.111776447105788",2020-11-08
"Audubon","Audubon","1582","228","115","1","112","0.144121365360303",2020-11-08
"Benton","Benton","7692","953","407","6","540","0.123894955798232",2020-11-08
"Black Hawk","Black Hawk","44704","7528","4824","108","2596","0.168396564065855",2020-11-08
"Boone","Boone","8116","910","611","10","289","0.112124199112863",2020-11-08
"Bremer","Bremer","6998","1053","566","11","476","0.150471563303801",2020-11-08
"Buchanan","Buchanan","5843","688","348","5","335","0.117747732329283",2020-11-08
"Buena Vista","Buena Vista","10772","2512","2134","13","365","0.233197177868548",2020-11-08
"Butler","Butler","4298","554","405","3","146","0.128897161470451",2020-11-08
"Calhoun","Calhoun","3635","643","311","5","327","0.176891334250344",2020-11-08
"Carroll","Carroll","7638","1461","910","14","537","0.191280439905734",2020-11-08
"Cass","Cass","3938","575","364","10","201","0.146013204672423",2020-11-08
"Cedar","Cedar","5422","648","300","9","339","0.119513094798967",2020-11-08
"Cerro Gordo","Cerro Gordo","14705","2012","1158","30","824","0.136824209452567",2020-11-08
"Cherokee","Cherokee","3631","524","332","3","189","0.144312861470669",2020-11-08
"Chickasaw","Chickasaw","3231","461","396","1","64","0.142680284741566",2020-11-08
"Clarke","Clarke","2925","395","287","3","105","0.135042735042735",2020-11-08
"Clay","Clay","5039","706","427","4","275","0.140107164119865",2020-11-08
"Clayton","Clayton","4300","671","370","4","297","0.156046511627907",2020-11-08
"Clinton","Clinton","12951","1943","1262","30","651","0.150027024940159",2020-11-08
"Crawford","Crawford","6307","1496","1221","15","260","0.237196765498652",2020-11-08
"Dallas","Dallas","32800","4339","3074","51","1214","0.132286585365854",2020-11-08
"Davis","Davis","1795","259","141","4","114","0.144289693593315",2020-11-08
"Decatur","Decatur","2093","218","102","0","116","0.104156712852365",2020-11-08
"Delaware","Delaware","5146","1020","577","16","427","0.198212203653323",2020-11-08
"Des Moines","Des Moines","13178","1970","1014","13","943","0.149491576870542",2020-11-08
"Dickinson","Dickinson","6678","944","626","9","309","0.1413596885295",2020-11-08
"Dubuque","Dubuque","38758","6737","4189","69","2479","0.173822178646989",2020-11-08
"Emmet","Emmet","3017","511","348","21","142","0.169373549883991",2020-11-08
"Fayette","Fayette","5388","564","290","6","268","0.10467706013363",2020-11-08
"Floyd","Floyd","4785","567","454","11","102","0.118495297805643",2020-11-08
"Franklin","Franklin","3082","466","365","19","82","0.151200519143413",2020-11-08
"Fremont","Fremont","1668","253","166","2","85","0.151678657074341",2020-11-08
"Greene","Greene","2678","279","153","0","126","0.104182225541449",2020-11-08
"Grundy","Grundy","3525","472","252","6","214","0.133900709219858",2020-11-08
"Guthrie","Guthrie","3486","502","324","15","163","0.144004589787722",2020-11-08
"Hamilton","Hamilton","4594","578","472","6","100","0.125816282107096",2020-11-08
"Hancock","Hancock","3474","529","294","6","229","0.152274035693725",2020-11-08
"Hardin","Hardin","5041","672","369","8","295","0.13330688355485",2020-11-08
"Harrison","Harrison","4041","813","485","21","307","0.201187824795843",2020-11-08
"Henry","Henry","6774","1311","914","6","391","0.193534100974314",2020-11-08
"Howard","Howard","2598","325","209","9","107","0.12509622786759",2020-11-08
"Humboldt","Humboldt","3063","462","281","3","178","0.150832517140059",2020-11-08
"Ida","Ida","1982","309","164","3","142","0.15590312815338",2020-11-08
"Iowa","Iowa","5142","589","312","11","266","0.114546868922598",2020-11-08
"Jackson","Jackson","5587","987","455","5","527","0.176660103812422",2020-11-08
"Jasper","Jasper","10666","1524","935","34","555","0.14288393024564",2020-11-08
"Jefferson","Jefferson","3979","350","171","1","178","0.0879617994470973",2020-11-08
"Johnson","Johnson","49766","6915","5430","33","1452","0.138950287344774",2020-11-08
"Jones","Jones","6223","1330","354","4","972","0.213723284589426",2020-11-08
"Keokuk","Keokuk","2384","299","132","1","166","0.125419463087248",2020-11-08
"Kossuth","Kossuth","4671","609","378","1","230","0.130378933847142",2020-11-08
"Lee","Lee","9379","1311","764","14","533","0.139780360379571",2020-11-08
"Linn","Linn","70825","8542","4559","140","3843","0.120607130250618",2020-11-08
"Louisa","Louisa","3437","618","448","15","155","0.179807972068665",2020-11-08
"Lucas","Lucas","2180","246","161","6","79","0.112844036697248",2020-11-08
"Lyon","Lyon","2683","642","469","8","165","0.239284383153187",2020-11-08
"Madison","Madison","4482","453","313","4","136","0.101070950468541",2020-11-08
"Mahaska","Mahaska","6473","905","515","25","365","0.139811524795304",2020-11-08
"Marion","Marion","9082","1346","999","13","334","0.148205241136314",2020-11-08
"Marshall","Marshall","13753","2565","1836","37","692","0.186504762597252",2020-11-08
"Mills","Mills","4892","597","285","3","309","0.122035977105478",2020-11-08
"Mitchell","Mitchell","3489","421","211","2","208","0.120664946976211",2020-11-08
"Monona","Monona","2408","294","210","2","82","0.122093023255814",2020-11-08
"Monroe","Monroe","1887","313","183","12","118","0.165871754107048",2020-11-08
"Montgomery","Montgomery","2548","265","200","7","58","0.104003139717425",2020-11-08
"Muscatine","Muscatine","12735","1832","1178","60","594","0.143855516293679",2020-11-08
"O'Brien","O'Brien","4207","945","509","18","418","0.224625623960067",2020-11-08
"Osceola","Osceola","1494","351","222","0","129","0.234939759036145",2020-11-08
"Page","Page","3847","670","408","1","261","0.174161684429426",2020-11-08
"Palo Alto","Palo Alto","2811","406","263","2","141","0.144432586268232",2020-11-08
"Pending Investigation","Pending Investigation","6618","302","0","0","302","0.0456331217890601",2020-11-08
"Plymouth","Plymouth","8808","2080","1357","34","689","0.236148955495005",2020-11-08
"Pocahontas","Pocahontas","2319","347","190","2","155","0.149633462699439",2020-11-08
"Polk","Polk","167350","23136","16942","297","5897","0.138249178368688",2020-11-08
"Pottawattamie","Pottawattamie","28931","4044","2818","49","1177","0.139780857903287",2020-11-08
"Poweshiek","Poweshiek","5175","627","455","11","161","0.121159420289855",2020-11-08
"Ringgold","Ringgold","1537","124","88","2","34","0.0806766428106701",2020-11-08
"Sac","Sac","3513","526","330","5","191","0.149729575861087",2020-11-08
"Scott","Scott","50946","6371","3689","51","2631","0.125053978722569",2020-11-08
"Shelby","Shelby","3194","509","430","2","77","0.159361302442079",2020-11-08
"Sioux","Sioux","10389","2895","2107","20","768","0.278660121282125",2020-11-08
"Story","Story","35632","4782","3703","18","1061","0.134205208801078",2020-11-08
"Tama","Tama","5607","1166","813","38","315","0.207954342785803",2020-11-08
"Taylor","Taylor","1664","315","206","2","107","0.189302884615385",2020-11-08
"Union","Union","4154","360","254","6","100","0.0866634569090034",2020-11-08
"Van Buren","Van Buren","1617","235","136","2","97","0.145330859616574",2020-11-08
"Wapello","Wapello","10263","1838","1455","64","319","0.179089934716944",2020-11-08
"Warren","Warren","16491","1662","1059","9","594","0.100782244860833",2020-11-08
"Washington","Washington","7095","851","550","12","289","0.119943622269204",2020-11-08
"Wayne","Wayne","1440","223","112","4","107","0.154861111111111",2020-11-08
"Webster","Webster","14983","2389","1550","18","821","0.159447373690182",2020-11-08
"Winnebago","Winnebago","3932","618","353","20","245","0.157171922685656",2020-11-08
"Winneshiek","Winneshiek","5819","620","433","9","178","0.106547516755456",2020-11-08
"Woodbury","Woodbury","40078","8331","6355","102","1874","0.20786965417436",2020-11-08
"Worth","Worth","2184","206","118","0","88","0.0943223443223443",2020-11-08
"Wright","Wright","5476","913","663","1","249","0.16672753834916",2020-11-08
"Total","Totals","1029894","152117","100708","1842","49567","0.147701608126662",2020-11-08
