"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Madison",2021-01-30,"Madison",6676,1288,984,10,9,1,294,0.1929298981426
"Mahaska",2021-01-30,"Mahaska",9235,2025,1730,37,33,4,258,0.219274499187872
"Marion",2021-01-30,"Marion",13704,3164,2734,54,47,7,376,0.230881494454174
"Marshall",2021-01-30,"Marshall",18588,4376,4052,64,60,4,260,0.235420701527867
"Mills",2021-01-30,"Mills",6991,1401,1284,17,16,1,100,0.20040051494779
"Mitchell",2021-01-30,"Mitchell",4953,1178,1032,37,36,1,109,0.23783565515849
"Monona",2021-01-30,"Monona",3344,721,544,18,17,1,159,0.21561004784689
"Monroe",2021-01-30,"Monroe",2974,835,681,20,17,3,134,0.280766644250168
"Montgomery",2021-01-30,"Montgomery",3935,919,751,27,26,1,141,0.233545108005083
"Muscatine",2021-01-30,"Muscatine",18983,4000,3532,81,74,7,387,0.210714850129063
"O'Brien",2021-01-30,"O'Brien",5938,1724,1552,56,52,4,116,0.290333445604581
"Osceola",2021-01-30,"Osceola",2174,653,608,11,9,2,34,0.300367985280589
"Page",2021-01-30,"Page",5423,1509,1379,15,14,1,115,0.278259266088881
"Palo Alto",2021-01-30,"Palo Alto",3976,932,824,11,10,1,97,0.234406438631791
"Pending Investigation",2021-01-30,"Pending Investigation",8821,1061,715,0,0,0,346,0.120281147262215
"Plymouth",2021-01-30,"Plymouth",11958,3553,3310,70,63,7,173,0.297123264759993
"Pocahontas",2021-01-30,"Pocahontas",3159,791,717,11,11,0,63,0.250395694840139
"Polk",2021-01-30,"Polk",239345,47745,41573,472,427,45,5700,0.199481919405043
"Pottawattamie",2021-01-30,"Pottawattamie",42508,9303,8306,115,102,13,882,0.218852921802955
"Poweshiek",2021-01-30,"Poweshiek",7763,1385,1202,24,22,2,159,0.178410408347288
"Ringgold",2021-01-30,"Ringgold",2124,466,364,11,10,1,91,0.21939736346516
"Sac",2021-01-30,"Sac",4766,1141,1035,15,15,0,91,0.239404112463282
"Scott",2021-01-30,"Scott",76227,16169,14303,177,168,9,1689,0.212116441680769
"Shelby",2021-01-30,"Shelby",4712,1099,930,27,27,0,142,0.233234295415959
"Sioux",2021-01-30,"Sioux",14172,4623,4314,61,58,3,248,0.326206604572396
"Story",2021-01-30,"Story",49454,8994,8061,39,34,5,894,0.181865976462976
"Tama",2021-01-30,"Tama",7572,1935,1728,59,57,2,148,0.25554675118859
"Taylor",2021-01-30,"Taylor",2267,610,546,11,9,2,53,0.269078076753419
"Union",2021-01-30,"Union",5933,1141,1018,24,22,2,99,0.192314174953649
"Van Buren",2021-01-30,"Van Buren",2381,512,445,16,13,3,51,0.215035699286014
"Wapello",2021-01-30,"Wapello",15221,3587,3070,98,96,2,419,0.235661257473228
"Warren",2021-01-30,"Warren",24437,4724,3842,45,42,3,837,0.193313418177354
"Washington",2021-01-30,"Washington",10511,2272,1934,33,32,1,305,0.216154504804491
"Wayne",2021-01-30,"Wayne",1965,423,368,21,17,4,34,0.215267175572519
"Webster",2021-01-30,"Webster",19608,4771,4424,77,66,11,270,0.243319053447572
"Winnebago",2021-01-30,"Winnebago",5426,1244,1085,29,24,5,130,0.229266494655363
"Winneshiek",2021-01-30,"Winneshiek",8781,1645,1377,20,18,2,248,0.187336294271723
"Woodbury",2021-01-30,"Woodbury",52926,13238,12253,183,170,13,802,0.250122812984167
"Worth",2021-01-30,"Worth",3267,628,532,4,3,1,92,0.192225283134374
"Wright",2021-01-30,"Wright",7242,1687,1528,25,23,2,134,0.232946699806683
"Total",2021-01-30,"Totals",1469900,318450,281526,4577,4174,403,32347,0.216647390978978
