"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-02-12,"Adair",3272,758,663,25,19,6,70,0.231662591687042
"Adams",2021-02-12,"Adams",1442,315,294,3,3,0,18,0.218446601941748
"Allamakee",2021-02-12,"Allamakee",5485,1367,1226,41,35,6,100,0.24922515952598
"Appanoose",2021-02-12,"Appanoose",5447,1186,1055,46,43,3,85,0.217734532770332
"Audubon",2021-02-12,"Audubon",2360,451,401,9,8,1,41,0.191101694915254
"Benton",2021-02-12,"Benton",11378,2266,2032,53,43,10,181,0.19915626647917
"Black Hawk",2021-02-12,"Black Hawk",64540,14653,13472,271,255,16,910,0.227037496126433
"Boone",2021-02-12,"Boone",12362,2355,2137,27,25,2,191,0.190503154829316
"Bremer",2021-02-12,"Bremer",11084,2602,2397,53,47,6,152,0.234752796824251
"Buchanan",2021-02-12,"Buchanan",8543,1709,1562,26,24,2,121,0.200046821959499
"Buena Vista",2021-02-12,"Buena Vista",13811,4036,3889,36,33,3,111,0.29223083049743
"Butler",2021-02-12,"Butler",6410,1561,1443,30,27,3,88,0.243525741029641
"Calhoun",2021-02-12,"Calhoun",4894,1264,1212,9,9,0,43,0.258275439313445
"Carroll",2021-02-12,"Carroll",10458,2620,2491,46,39,7,83,0.250525913176516
"Cass",2021-02-12,"Cass",5768,1226,1081,46,44,2,99,0.2125520110957
"Cedar",2021-02-12,"Cedar",8160,1623,1480,20,19,1,123,0.198897058823529
"Cerro Gordo",2021-02-12,"Cerro Gordo",21971,4916,4558,79,67,12,279,0.223749487961404
"Cherokee",2021-02-12,"Cherokee",5431,1423,1346,35,29,6,42,0.262014361995949
"Chickasaw",2021-02-12,"Chickasaw",4879,1170,1110,12,11,1,48,0.239803238368518
"Clarke",2021-02-12,"Clarke",4427,902,759,19,19,0,124,0.203749717641744
"Clay",2021-02-12,"Clay",7595,1808,1638,25,20,5,145,0.238051349572087
"Clayton",2021-02-12,"Clayton",6341,1575,1472,53,45,8,50,0.248383535719918
"Clinton",2021-02-12,"Clinton",20068,4847,4424,78,70,8,345,0.241528802072952
"Crawford",2021-02-12,"Crawford",8110,2447,2254,34,30,4,159,0.301726263871763
"Dallas",2021-02-12,"Dallas",48660,9731,8738,84,73,11,909,0.199979449239622
"Davis",2021-02-12,"Davis",2989,741,671,23,22,1,47,0.24790899966544
"Decatur",2021-02-12,"Decatur",3226,531,482,8,8,0,41,0.16460012399256
"Delaware",2021-02-12,"Delaware",7222,1832,1678,38,33,5,116,0.253669343672113
"Des Moines",2021-02-12,"Des Moines",19272,4139,3759,55,48,7,325,0.214767538397675
"Dickinson",2021-02-12,"Dickinson",9451,1956,1810,37,31,6,109,0.206962226219448
"Dubuque",2021-02-12,"Dubuque",52396,12090,11125,186,175,11,779,0.230742804794259
"Emmet",2021-02-12,"Emmet",4601,1131,1057,39,37,2,35,0.245816126928928
"Fayette",2021-02-12,"Fayette",8388,1741,1568,28,25,3,145,0.207558416785885
"Floyd",2021-02-12,"Floyd",6973,1458,1347,38,30,8,73,0.209092212820881
"Franklin",2021-02-12,"Franklin",4699,1080,993,19,18,1,68,0.229836135347946
"Fremont",2021-02-12,"Fremont",2427,540,500,9,7,2,31,0.222496909765142
"Greene",2021-02-12,"Greene",3752,716,682,9,9,0,25,0.190831556503198
"Grundy",2021-02-12,"Grundy",5291,1282,1180,30,25,5,72,0.242298242298242
"Guthrie",2021-02-12,"Guthrie",5095,1068,999,28,23,5,41,0.209617271835132
"Hamilton",2021-02-12,"Hamilton",6809,1698,1549,38,37,1,111,0.249375826112498
"Hancock",2021-02-12,"Hancock",5374,1357,1270,27,22,5,60,0.252512095273539
"Hardin",2021-02-12,"Hardin",7573,1647,1515,34,31,3,98,0.217483163871649
"Harrison",2021-02-12,"Harrison",5971,1642,1480,68,64,4,94,0.274995813096634
"Henry",2021-02-12,"Henry",10017,2750,2601,34,34,0,115,0.274533293401218
"Howard",2021-02-12,"Howard",4073,962,804,20,16,4,138,0.236189540878959
"Humboldt",2021-02-12,"Humboldt",4354,1109,1020,22,19,3,67,0.254708314193845
"Ida",2021-02-12,"Ida",2964,799,704,31,30,1,64,0.269568151147099
"Iowa",2021-02-12,"Iowa",7358,1349,1210,23,21,2,116,0.183337863549878
"Jackson",2021-02-12,"Jackson",8188,2050,1876,37,34,3,137,0.250366389838788
"Jasper",2021-02-12,"Jasper",16205,3546,3137,65,61,4,344,0.218821351434742
"Jefferson",2021-02-12,"Jefferson",7003,1260,1175,31,27,4,54,0.179922890189919
"Johnson",2021-02-12,"Johnson",71940,12781,11879,67,62,5,835,0.177661940505977
"Jones",2021-02-12,"Jones",9064,2822,2645,54,50,4,123,0.311341571050309
"Keokuk",2021-02-12,"Keokuk",3748,897,821,28,28,0,48,0.239327641408751
"Kossuth",2021-02-12,"Kossuth",7144,1915,1696,52,46,6,167,0.268057110862262
"Lee",2021-02-12,"Lee",14497,3449,3095,47,35,12,307,0.237911291991447
"Linn",2021-02-12,"Linn",105803,19027,17331,303,276,27,1393,0.179834220201696
