"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Louisa",2021-02-12,"Louisa",4941,1195,1109,41,34,7,45,0.241853875733657
"Lucas",2021-02-12,"Lucas",3445,688,635,18,15,3,35,0.199709724238026
"Lyon",2021-02-12,"Lyon",4214,1421,1315,40,36,4,66,0.337209302325581
"Madison",2021-02-12,"Madison",6913,1353,1179,16,12,4,158,0.195718212064227
"Mahaska",2021-02-12,"Mahaska",9481,2106,1867,44,39,5,195,0.222128467461238
"Marion",2021-02-12,"Marion",14158,3292,2988,66,58,8,238,0.232518717332957
"Marshall",2021-02-12,"Marshall",19187,4516,4194,69,63,6,253,0.235367696878095
"Mills",2021-02-12,"Mills",7121,1452,1342,20,17,3,90,0.203903946074989
"Mitchell",2021-02-12,"Mitchell",5014,1184,1124,39,38,1,21,0.236138811328281
"Monona",2021-02-12,"Monona",3428,747,643,22,21,1,82,0.217911318553092
"Monroe",2021-02-12,"Monroe",3066,865,787,27,21,6,51,0.282126549249837
"Montgomery",2021-02-12,"Montgomery",4062,952,817,35,33,2,100,0.234367306745446
"Muscatine",2021-02-12,"Muscatine",19402,4081,3767,87,78,9,227,0.210339140294815
"O'Brien",2021-02-12,"O'Brien",6093,1762,1630,58,54,4,74,0.289184309863778
"Osceola",2021-02-12,"Osceola",2215,658,626,13,11,2,19,0.29706546275395
"Page",2021-02-12,"Page",5525,1557,1441,17,16,1,99,0.281809954751131
"Palo Alto",2021-02-12,"Palo Alto",4081,972,887,19,17,2,66,0.2381769174222
"Pending Investigation",2021-02-12,"Pending Investigation",8828,1132,882,0,0,0,250,0.128228364295424
"Plymouth",2021-02-12,"Plymouth",12203,3606,3422,75,67,8,109,0.29550110628534
"Pocahontas",2021-02-12,"Pocahontas",3213,804,757,18,18,0,29,0.250233426704015
"Polk",2021-02-12,"Polk",246877,49697,44880,520,464,56,4297,0.201302672991004
"Pottawattamie",2021-02-12,"Pottawattamie",43412,9552,8818,138,123,15,596,0.220031327743481
"Poweshiek",2021-02-12,"Poweshiek",8070,1447,1302,29,27,2,116,0.179306071871128
"Ringgold",2021-02-12,"Ringgold",2192,490,434,16,15,1,40,0.223540145985401
"Sac",2021-02-12,"Sac",4872,1155,1092,17,17,0,46,0.237068965517241
"Scott",2021-02-12,"Scott",78027,16669,15221,194,182,12,1254,0.213631178950876
"Shelby",2021-02-12,"Shelby",4852,1122,987,32,29,3,103,0.231244847485573
"Sioux",2021-02-12,"Sioux",14511,4685,4482,66,63,3,137,0.322858521121907
"Story",2021-02-12,"Story",50606,9235,8573,43,38,5,619,0.182488242500889
"Tama",2021-02-12,"Tama",7754,1972,1802,63,61,2,107,0.254320350786691
"Taylor",2021-02-12,"Taylor",2334,626,588,11,9,2,27,0.268209083119109
"Union",2021-02-12,"Union",6058,1166,1060,31,26,5,75,0.192472763288214
"Van Buren",2021-02-12,"Van Buren",2467,528,482,17,14,3,29,0.214025131738954
"Wapello",2021-02-12,"Wapello",16063,3786,3352,103,101,2,331,0.235696943285812
"Warren",2021-02-12,"Warren",25183,4925,4315,67,63,4,543,0.195568439026327
"Washington",2021-02-12,"Washington",10772,2331,2122,40,38,2,169,0.216394355737096
"Wayne",2021-02-12,"Wayne",2009,437,394,21,17,4,22,0.217521154803385
"Webster",2021-02-12,"Webster",19942,4839,4604,83,70,13,152,0.242653695717581
"Winnebago",2021-02-12,"Winnebago",5541,1265,1154,30,25,5,81,0.22829814112976
"Winneshiek",2021-02-12,"Winneshiek",9126,1746,1510,26,22,4,210,0.191321499013807
"Woodbury",2021-02-12,"Woodbury",54139,13450,12784,203,189,14,463,0.248434585049595
"Worth",2021-02-12,"Worth",3351,646,595,4,3,1,47,0.192778275141749
"Wright",2021-02-12,"Wright",7360,1703,1607,30,25,5,66,0.231385869565217
"Total",2021-02-12,"Totals",1508871,327991,300363,5196,4690,506,22432,0.217375110264562
