"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1478","66","42","1","23","0.0446549391069012",2020-09-21
"Adams","Adams","590","28","23","0","5","0.0474576271186441",2020-09-21
"Allamakee","Allamakee","2762","245","164","5","76","0.0887038377986966",2020-09-21
"Appanoose","Appanoose","2443","123","103","3","17","0.0503479328694228",2020-09-21
"Audubon","Audubon","1037","64","35","1","28","0.0617164898746384",2020-09-21
"Benton","Benton","4899","287","180","1","106","0.058583384364156",2020-09-21
"Black Hawk","Black Hawk","33346","4352","3450","86","816","0.130510406045703",2020-09-21
"Boone","Boone","5883","467","316","7","144","0.0793812680605133",2020-09-21
"Bremer","Bremer","4957","462","258","7","197","0.0932015331853944",2020-09-21
"Buchanan","Buchanan","4153","242","163","1","78","0.0582711293041175",2020-09-21
"Buena Vista","Buena Vista","9018","1948","1804","12","132","0.216012419605234",2020-09-21
"Butler","Butler","3147","260","234","2","24","0.082618366698443",2020-09-21
"Calhoun","Calhoun","2345","170","120","2","48","0.0724946695095949",2020-09-21
"Carroll","Carroll","5351","634","302","5","327","0.118482526630536",2020-09-21
"Cass","Cass","2416","134","114","2","18","0.0554635761589404",2020-09-21
"Cedar","Cedar","3603","221","146","1","74","0.0613377740771579",2020-09-21
"Cerro Gordo","Cerro Gordo","10914","996","710","21","265","0.091258933479934",2020-09-21
"Cherokee","Cherokee","2452","195","133","2","60","0.0795269168026101",2020-09-21
"Chickasaw","Chickasaw","2465","221","178","0","43","0.0896551724137931",2020-09-21
"Clarke","Clarke","2180","255","216","3","36","0.11697247706422",2020-09-21
"Clay","Clay","3519","293","228","3","62","0.0832622904234157",2020-09-21
"Clayton","Clayton","3084","232","202","3","27","0.0752269779507134",2020-09-21
"Clinton","Clinton","9270","1070","687","18","365","0.115426105717368",2020-09-21
"Crawford","Crawford","4816","1001","792","4","205","0.207848837209302",2020-09-21
"Dallas","Dallas","24529","2691","2090","38","563","0.109706877573484",2020-09-21
"Davis","Davis","1211","114","74","4","36","0.0941370767960363",2020-09-21
"Decatur","Decatur","1402","59","37","0","22","0.0420827389443652",2020-09-21
"Delaware","Delaware","3653","335","280","3","52","0.0917054475773337",2020-09-21
"Des Moines","Des Moines","8391","741","459","7","275","0.0883089023954237",2020-09-21
"Dickinson","Dickinson","4972","485","397","6","82","0.0975462590506838",2020-09-21
"Dubuque","Dubuque","28009","2802","1886","40","876","0.100039273090792",2020-09-21
"Emmet","Emmet","2072","252","204","10","38","0.121621621621622",2020-09-21
"Fayette","Fayette","3809","192","124","1","67","0.050406930953006",2020-09-21
"Floyd","Floyd","3706","299","237","3","59","0.0806799784133837",2020-09-21
"Franklin","Franklin","2427","336","281","17","38","0.138442521631644",2020-09-21
"Fremont","Fremont","1050","87","54","0","33","0.0828571428571429",2020-09-21
"Greene","Greene","1822","88","48","0","40","0.0482985729967069",2020-09-21
"Grundy","Grundy","2658","205","113","2","90","0.0771256583897667",2020-09-21
"Guthrie","Guthrie","2545","223","157","5","61","0.08762278978389",2020-09-21
"Hamilton","Hamilton","3498","315","255","3","57","0.0900514579759863",2020-09-21
"Hancock","Hancock","2463","173","154","2","17","0.0702395452699959",2020-09-21
"Hardin","Hardin","3485","278","212","1","65","0.0797704447632712",2020-09-21
