"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2020-12-30,"Adair",2935,592,453,17,13,4,122,0.201703577512777
"Adams",2020-12-30,"Adams",1270,256,184,2,2,0,70,0.201574803149606
"Allamakee",2020-12-30,"Allamakee",4918,1171,866,21,17,4,284,0.238104920699471
"Appanoose",2020-12-30,"Appanoose",4786,958,824,35,35,0,99,0.200167154199749
"Audubon",2020-12-30,"Audubon",2048,368,305,7,7,0,56,0.1796875
"Benton",2020-12-30,"Benton",10289,1973,1736,37,33,4,200,0.191758188356497
"Black Hawk",2020-12-30,"Black Hawk",57087,12680,11173,218,205,13,1289,0.222117119484296
"Boone",2020-12-30,"Boone",10830,1874,1456,15,13,2,403,0.173037857802401
"Bremer",2020-12-30,"Bremer",9462,2247,2028,44,40,4,175,0.237476220672162
"Buchanan",2020-12-30,"Buchanan",7615,1436,1217,16,15,1,203,0.188575180564675
"Buena Vista",2020-12-30,"Buena Vista",12788,3665,3141,25,22,3,499,0.286596809508915
"Butler",2020-12-30,"Butler",5595,1258,1068,21,19,2,169,0.224843610366399
"Calhoun",2020-12-30,"Calhoun",4564,1172,1087,9,9,0,76,0.256792287467134
"Carroll",2020-12-30,"Carroll",9539,2355,2014,27,21,6,314,0.246881224447007
"Cass",2020-12-30,"Cass",5099,1021,819,38,36,2,164,0.200235340262797
"Cedar",2020-12-30,"Cedar",7285,1371,1126,18,17,1,227,0.188194921070693
"Cerro Gordo",2020-12-30,"Cerro Gordo",19724,4308,3691,61,51,10,556,0.218414114784019
"Cherokee",2020-12-30,"Cherokee",4872,1224,952,20,18,2,252,0.251231527093596
"Chickasaw",2020-12-30,"Chickasaw",4327,1028,909,11,10,1,108,0.237577998613358
"Clarke",2020-12-30,"Clarke",3765,675,502,6,6,0,167,0.179282868525896
"Clay",2020-12-30,"Clay",6855,1531,1239,12,9,3,280,0.223340627279358
"Clayton",2020-12-30,"Clayton",5626,1366,1153,42,37,5,171,0.242801279772485
"Clinton",2020-12-30,"Clinton",17744,4101,3438,54,48,6,609,0.231120378719567
"Crawford",2020-12-30,"Crawford",7361,2107,1816,22,19,3,269,0.286238282842005
"Dallas",2020-12-30,"Dallas",43205,7833,6569,65,55,10,1199,0.181298460826293
"Davis",2020-12-30,"Davis",2586,636,513,18,17,1,105,0.245939675174014
"Decatur",2020-12-30,"Decatur",2752,422,338,3,3,0,81,0.153343023255814
"Delaware",2020-12-30,"Delaware",6562,1627,1459,29,28,1,139,0.247942700396221
"Des Moines",2020-12-30,"Des Moines",17198,3463,2998,34,31,3,431,0.201360623328294
"Dickinson",2020-12-30,"Dickinson",8629,1678,1446,15,13,2,217,0.194460540039402
"Dubuque",2020-12-30,"Dubuque",47750,10555,9397,135,127,8,1023,0.221047120418848
"Emmet",2020-12-30,"Emmet",4120,994,809,24,23,1,161,0.24126213592233
"Fayette",2020-12-30,"Fayette",7311,1382,1099,17,16,1,266,0.189030228422924
"Floyd",2020-12-30,"Floyd",6309,1271,1095,33,25,8,143,0.201458234268505
"Franklin",2020-12-30,"Franklin",4146,890,751,17,16,1,122,0.214664737095996
"Fremont",2020-12-30,"Fremont",2191,461,390,5,3,2,66,0.210406207211319
"Greene",2020-12-30,"Greene",3484,644,541,7,7,0,96,0.184845005740528
"Grundy",2020-12-30,"Grundy",4638,1073,883,16,13,3,174,0.23134971970677
"Guthrie",2020-12-30,"Guthrie",4625,942,777,22,17,5,143,0.203675675675676
"Hamilton",2020-12-30,"Hamilton",6153,1465,1195,22,22,0,248,0.238095238095238
"Hancock",2020-12-30,"Hancock",4830,1164,908,24,19,5,232,0.240993788819876
"Hardin",2020-12-30,"Hardin",6812,1444,1219,25,23,2,200,0.211978860833823
"Harrison",2020-12-30,"Harrison",5353,1412,1107,52,49,3,253,0.263777321128339
"Henry",2020-12-30,"Henry",9119,2456,2058,26,26,0,372,0.269327777168549
"Howard",2020-12-30,"Howard",3524,709,569,16,12,4,124,0.201191827468785
"Humboldt",2020-12-30,"Humboldt",3933,973,810,18,15,3,145,0.247393846936181
"Ida",2020-12-30,"Ida",2638,688,535,26,25,1,127,0.260803639120546
