"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Iowa",2020-12-30,"Iowa",6579,1131,988,21,20,1,122,0.171910624715002
"Jackson",2020-12-30,"Jackson",7270,1763,1550,29,28,1,184,0.242503438789546
"Jasper",2020-12-30,"Jasper",14409,2841,2286,53,51,2,502,0.19716843639392
"Jefferson",2020-12-30,"Jefferson",6054,1004,746,20,19,1,238,0.165840766435415
"Johnson",2020-12-30,"Johnson",64692,11019,9745,47,43,4,1227,0.170330179929512
"Jones",2020-12-30,"Jones",8170,2571,2372,47,46,1,152,0.31468788249694
"Keokuk",2020-12-30,"Keokuk",3317,784,649,23,23,0,112,0.236358154959301
"Kossuth",2020-12-30,"Kossuth",6344,1539,1203,29,28,1,307,0.242591424968474
"Lee",2020-12-30,"Lee",12864,2831,2287,24,20,4,520,0.220071517412935
"Linn",2020-12-30,"Linn",94955,16484,14606,243,227,16,1635,0.173598020114791
"Louisa",2020-12-30,"Louisa",4457,1056,885,24,20,4,147,0.236930670854835
"Lucas",2020-12-30,"Lucas",3026,563,337,7,7,0,219,0.186054196959683
"Lyon",2020-12-30,"Lyon",3751,1241,1057,25,23,2,159,0.330845107971208
"Madison",2020-12-30,"Madison",5895,952,747,8,7,1,197,0.161492790500424
"Mahaska",2020-12-30,"Mahaska",8404,1713,1299,33,30,3,381,0.203831508805331
"Marion",2020-12-30,"Marion",12411,2675,2100,47,41,6,528,0.215534606397551
"Marshall",2020-12-30,"Marshall",16832,3993,3560,54,51,3,379,0.237226711026616
"Mills",2020-12-30,"Mills",6531,1260,1108,14,13,1,138,0.192926045016077
"Mitchell",2020-12-30,"Mitchell",4576,1023,832,29,29,0,162,0.223557692307692
"Monona",2020-12-30,"Monona",3051,541,460,15,14,1,66,0.177318911832186
"Monroe",2020-12-30,"Monroe",2635,639,454,16,15,1,169,0.242504743833017
"Montgomery",2020-12-30,"Montgomery",3460,739,507,15,14,1,217,0.213583815028902
"Muscatine",2020-12-30,"Muscatine",17354,3528,3007,75,68,7,446,0.203296070070301
"O'Brien",2020-12-30,"O'Brien",5537,1582,1364,53,49,4,165,0.285714285714286
"Osceola",2020-12-30,"Osceola",2013,609,546,7,6,1,56,0.302533532041729
"Page",2020-12-30,"Page",5046,1346,1232,13,13,0,101,0.266745937376139
"Palo Alto",2020-12-30,"Palo Alto",3715,804,677,8,8,0,119,0.216419919246299
"Pending Investigation",2020-12-30,"Pending Investigation",9783,659,396,0,0,0,263,0.0673617499744455
"Plymouth",2020-12-30,"Plymouth",11229,3328,2865,51,45,6,412,0.296375456407516
"Pocahontas",2020-12-30,"Pocahontas",2977,711,589,11,11,0,111,0.238831037957676
"Polk",2020-12-30,"Polk",219173,40949,34591,407,371,36,5951,0.186834144716731
"Pottawattamie",2020-12-30,"Pottawattamie",39285,8142,6789,93,84,9,1260,0.20725467735777
"Poweshiek",2020-12-30,"Poweshiek",6848,1191,1023,24,22,2,144,0.173919392523364
"Ringgold",2020-12-30,"Ringgold",1937,356,248,7,6,1,101,0.183789364997419
"Sac",2020-12-30,"Sac",4426,1031,895,14,14,0,122,0.232941708088568
"Scott",2020-12-30,"Scott",69815,13983,11743,147,139,8,2093,0.20028647138867
"Shelby",2020-12-30,"Shelby",4250,934,783,24,24,0,127,0.219764705882353
"Sioux",2020-12-30,"Sioux",13207,4310,3848,43,42,1,419,0.326342091315212
"Story",2020-12-30,"Story",45631,7942,7029,29,25,4,884,0.174048344327321
"Tama",2020-12-30,"Tama",6928,1748,1524,55,53,2,169,0.252309468822171
"Taylor",2020-12-30,"Taylor",2111,534,476,9,7,2,49,0.252960682141165
"Union",2020-12-30,"Union",5504,1012,827,18,18,0,167,0.183866279069767
"Van Buren",2020-12-30,"Van Buren",2200,451,389,11,10,1,51,0.205
"Wapello",2020-12-30,"Wapello",13575,3102,2576,90,88,2,436,0.228508287292818
"Warren",2020-12-30,"Warren",22203,3728,2945,33,31,2,750,0.167905238030897
"Washington",2020-12-30,"Washington",9613,1864,1488,28,27,1,348,0.193904088213877
"Wayne",2020-12-30,"Wayne",1807,369,302,21,17,4,46,0.20420586607637
"Webster",2020-12-30,"Webster",18498,4416,3723,61,55,6,632,0.238728511190399
"Winnebago",2020-12-30,"Winnebago",4999,1098,939,28,23,5,131,0.219643928785757
"Winneshiek",2020-12-30,"Winneshiek",7932,1368,1031,18,16,2,319,0.172465960665658
"Woodbury",2020-12-30,"Woodbury",49580,12181,10679,164,152,12,1338,0.245683743444937
"Worth",2020-12-30,"Worth",2973,515,390,3,2,1,122,0.1732256979482
"Wright",2020-12-30,"Wright",6792,1521,1302,17,15,2,202,0.223939929328622
"Total",2020-12-30,"Totals",1350876,278593,236657,3812,3497,315,38124,0.206231363944581
