"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-26,"Adair",12614,991,830,32,22,10,3781,871,9,2021-05-26
"Adams",2021-05-26,"Adams",5959,352,336,4,4,0,1669,341,1,2021-05-26
"Allamakee",2021-05-26,"Allamakee",22385,1578,1448,51,41,10,6483,1521,22,2021-05-26
"Appanoose",2021-05-26,"Appanoose",18734,1460,1227,49,44,5,6340,1284,8,2021-05-26
"Audubon",2021-05-26,"Audubon",12970,537,488,10,9,1,2804,515,17,2021-05-26
"Benton",2021-05-26,"Benton",39090,2732,2476,55,44,11,13467,2572,41,2021-05-26
"Black Hawk",2021-05-26,"Black Hawk",223251,17374,15382,309,286,23,73544,15892,201,2021-05-26
"Boone",2021-05-26,"Boone",45901,2856,2581,34,31,3,14580,2669,54,2021-05-26
"Bremer",2021-05-26,"Bremer",41290,2995,2750,60,51,9,12858,2862,52,2021-05-26
"Buchanan",2021-05-26,"Buchanan",32754,2027,1863,33,27,6,9935,1917,21,2021-05-26
"Buena Vista",2021-05-26,"Buena Vista",46274,4905,4199,40,36,4,15283,4254,15,2021-05-26
"Butler",2021-05-26,"Butler",30585,1750,1589,35,31,4,7392,1656,32,2021-05-26
"Calhoun",2021-05-26,"Calhoun",19281,1438,1333,13,12,1,5552,1387,41,2021-05-26
"Carroll",2021-05-26,"Carroll",38236,3078,2783,52,43,9,11835,2867,32,2021-05-26
"Cass",2021-05-26,"Cass",21440,1471,1320,54,48,6,6647,1388,14,2021-05-26
"Cedar",2021-05-26,"Cedar",32790,2003,1851,23,21,2,9635,1912,38,2021-05-26
"Cerro Gordo",2021-05-26,"Cerro Gordo",80427,5899,5229,89,74,15,26344,5471,153,2021-05-26
"Cherokee",2021-05-26,"Cherokee",21555,1691,1542,38,30,8,6239,1591,11,2021-05-26
"Chickasaw",2021-05-26,"Chickasaw",18365,1312,1218,16,14,2,5728,1244,10,2021-05-26
"Clarke",2021-05-26,"Clarke",14036,1062,966,24,22,2,5136,1004,14,2021-05-26
"Clay",2021-05-26,"Clay",32005,2267,2116,26,21,5,8846,2159,17,2021-05-26
"Clayton",2021-05-26,"Clayton",26438,1791,1635,56,47,9,7516,1702,11,2021-05-26
"Clinton",2021-05-26,"Clinton",67007,6064,5382,93,79,14,24317,5588,113,2021-05-26
"Crawford",2021-05-26,"Crawford",29271,2918,2595,40,35,5,9161,2672,37,2021-05-26
"Dallas",2021-05-26,"Dallas",133487,12580,10946,98,85,13,57080,11238,194,2021-05-26
"Davis",2021-05-26,"Davis",11747,915,781,24,23,1,3694,842,37,2021-05-26
"Decatur",2021-05-26,"Decatur",10774,627,592,9,9,0,3719,611,10,2021-05-26
"Delaware",2021-05-26,"Delaware",30544,2151,2028,41,37,4,8489,2108,39,2021-05-26
"Des Moines",2021-05-26,"Des Moines",59022,4998,4425,66,55,11,22314,4631,140,2021-05-26
"Dickinson",2021-05-26,"Dickinson",28196,2680,2422,44,38,6,10916,2488,22,2021-05-26
"Dubuque",2021-05-26,"Dubuque",201078,14738,13060,209,193,16,59763,13426,157,2021-05-26
"Emmet",2021-05-26,"Emmet",17772,1428,1275,40,38,2,5422,1348,33,2021-05-26
"Fayette",2021-05-26,"Fayette",37855,1937,1807,41,36,5,9738,1853,5,2021-05-26
"Floyd",2021-05-26,"Floyd",26807,1797,1546,42,32,10,8140,1617,29,2021-05-26
"Franklin",2021-05-26,"Franklin",20742,1327,1126,21,19,2,5686,1222,75,2021-05-26
"Fremont",2021-05-26,"Fremont",7591,660,614,9,7,2,2769,625,2,2021-05-26
"Greene",2021-05-26,"Greene",15523,827,761,10,10,0,4329,778,7,2021-05-26
"Grundy",2021-05-26,"Grundy",19989,1446,1326,33,27,6,6044,1366,7,2021-05-26
"Guthrie",2021-05-26,"Guthrie",19469,1306,1178,31,25,6,6045,1223,14,2021-05-26
"Hamilton",2021-05-26,"Hamilton",24144,1996,1746,50,45,5,7898,1805,9,2021-05-26
"Hancock",2021-05-26,"Hancock",22553,1596,1421,34,27,7,6417,1496,41,2021-05-26
"Hardin",2021-05-26,"Hardin",36936,1999,1793,44,34,10,8925,1865,28,2021-05-26
"Harrison",2021-05-26,"Harrison",22096,1932,1710,73,69,4,6713,1797,14,2021-05-26
"Henry",2021-05-26,"Henry",37754,3084,2853,37,36,1,11527,2934,44,2021-05-26
"Howard",2021-05-26,"Howard",17452,1094,1020,22,18,4,4808,1047,5,2021-05-26
"Humboldt",2021-05-26,"Humboldt",15944,1243,1159,26,23,3,4910,1194,9,2021-05-26
"Ida",2021-05-26,"Ida",12989,1020,864,35,32,3,3490,908,9,2021-05-26
"Iowa",2021-05-26,"Iowa",30850,1560,1455,24,22,2,8555,1494,15,2021-05-26
"Jackson",2021-05-26,"Jackson",26986,2379,2162,42,39,3,9664,2240,36,2021-05-26
"Jasper",2021-05-26,"Jasper",54295,4550,4077,72,67,5,19253,4201,52,2021-05-26
"Jefferson",2021-05-26,"Jefferson",21584,1449,1296,35,29,6,8178,1330,-1,2021-05-26
"Johnson",2021-05-26,"Johnson",220400,15419,14203,84,77,7,84854,14544,257,2021-05-26
"Jones",2021-05-26,"Jones",27882,3126,2896,57,51,6,10588,3001,48,2021-05-26
"Keokuk",2021-05-26,"Keokuk",16294,1030,923,31,31,0,4473,961,7,2021-05-26
"Kossuth",2021-05-26,"Kossuth",27236,2277,2088,65,56,9,8284,2157,4,2021-05-26
"Lee",2021-05-26,"Lee",56307,4029,3665,55,42,13,16698,3784,64,2021-05-26
"Linn",2021-05-26,"Linn",305701,22407,20237,337,301,36,124075,21012,438,2021-05-26
"Louisa",2021-05-26,"Louisa",18084,1353,1231,49,42,7,5680,1288,8,2021-05-26
"Lucas",2021-05-26,"Lucas",9860,805,744,23,18,5,4053,777,10,2021-05-26
"Lyon",2021-05-26,"Lyon",17197,1592,1529,41,37,4,4960,1586,16,2021-05-26
"Madison",2021-05-26,"Madison",21952,1781,1560,19,15,4,8232,1637,58,2021-05-26
"Mahaska",2021-05-26,"Mahaska",32756,2426,2209,51,46,5,11017,2314,54,2021-05-26
"Marion",2021-05-26,"Marion",44255,3849,3525,76,65,11,16920,3640,39,2021-05-26
"Marshall",2021-05-26,"Marshall",85523,5223,4727,76,68,8,22534,4851,48,2021-05-26
"Mills",2021-05-26,"Mills",21914,1796,1587,23,20,3,7908,1628,18,2021-05-26
"Mitchell",2021-05-26,"Mitchell",18630,1377,1225,42,39,3,5665,1265,-2,2021-05-26
"Monona",2021-05-26,"Monona",18691,885,797,31,29,2,3945,827,-1,2021-05-26
"Monroe",2021-05-26,"Monroe",10124,1001,921,29,22,7,3692,956,6,2021-05-26
"Montgomery",2021-05-26,"Montgomery",14830,1112,987,38,36,2,4465,1034,9,2021-05-26
"Muscatine",2021-05-26,"Muscatine",58597,5187,4614,103,94,9,22731,4846,129,2021-05-26
"O'Brien",2021-05-26,"O'Brien",27047,2151,1929,61,56,5,6931,2000,10,2021-05-26
"Osceola",2021-05-26,"Osceola",9489,815,761,16,13,3,2664,789,12,2021-05-26
"Page",2021-05-26,"Page",22386,2001,1894,22,20,2,6607,1934,18,2021-05-26
"Palo Alto",2021-05-26,"Palo Alto",19566,1192,1093,23,22,1,4694,1135,19,2021-05-26
"Pending Investigation",2021-05-26,"Pending Investigation",8169,991,930,0,0,0,4323,966,36,2021-05-26
"Plymouth",2021-05-26,"Plymouth",39871,4323,3913,80,72,8,13797,4020,27,2021-05-26
"Pocahontas",2021-05-26,"Pocahontas",13950,901,834,22,22,0,3578,858,2,2021-05-26
"Polk",2021-05-26,"Polk",727065,65291,56240,632,555,77,291455,57928,1056,2021-05-26
"Pottawattamie",2021-05-26,"Pottawattamie",124615,12294,10805,170,148,22,49685,11171,196,2021-05-26
"Poweshiek",2021-05-26,"Poweshiek",47247,1640,1512,35,32,3,9291,1560,13,2021-05-26
"Ringgold",2021-05-26,"Ringgold",10423,579,535,24,18,6,2499,559,0,2021-05-26
"Sac",2021-05-26,"Sac",21448,1389,1276,19,19,0,5602,1305,10,2021-05-26
"Scott",2021-05-26,"Scott",223752,21617,19320,243,219,24,92221,20179,616,2021-05-26
"Shelby",2021-05-26,"Shelby",18030,1372,1263,37,33,4,5762,1312,12,2021-05-26
"Sioux",2021-05-26,"Sioux",47656,5336,5028,74,71,3,16832,5155,53,2021-05-26
"Story",2021-05-26,"Story",167785,11435,10402,48,42,6,58521,10672,222,2021-05-26
"Tama",2021-05-26,"Tama",33690,2235,2011,71,67,4,8819,2107,25,2021-05-26
"Taylor",2021-05-26,"Taylor",9150,687,645,12,10,2,2643,663,6,2021-05-26
"Union",2021-05-26,"Union",18011,1370,1219,34,26,8,6859,1288,35,2021-05-26
"Van Buren",2021-05-26,"Van Buren",8860,584,541,18,15,3,2885,561,2,2021-05-26
"Wapello",2021-05-26,"Wapello",49160,4686,4143,122,118,4,19411,4322,57,2021-05-26
"Warren",2021-05-26,"Warren",81318,6299,5598,90,80,10,29559,5803,115,2021-05-26
"Washington",2021-05-26,"Washington",43373,2725,2467,51,47,4,12472,2552,34,2021-05-26
"Wayne",2021-05-26,"Wayne",7541,584,504,23,18,5,2638,543,16,2021-05-26
"Webster",2021-05-26,"Webster",71132,5418,5005,94,79,15,22039,5131,32,2021-05-26
"Winnebago",2021-05-26,"Winnebago",18456,1538,1366,31,26,5,6623,1429,32,2021-05-26
