"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Grundy",2021-04-09,"Grundy",18586,1422,1296,32,27,5,5744,1344,16,2021-04-09
"Guthrie",2021-04-09,"Guthrie",17532,1244,1084,28,23,5,5640,1165,53,2021-04-09
"Hamilton",2021-04-09,"Hamilton",22528,1951,1700,49,45,4,7505,1766,17,2021-04-09
"Hancock",2021-04-09,"Hancock",20119,1519,1353,34,27,7,5973,1423,36,2021-04-09
"Hardin",2021-04-09,"Hardin",32950,1902,1680,42,34,8,8383,1776,54,2021-04-09
"Harrison",2021-04-09,"Harrison",20354,1867,1611,73,69,4,6397,1736,52,2021-04-09
"Henry",2021-04-09,"Henry",34775,2997,2771,37,36,1,10918,2850,42,2021-04-09
"Howard",2021-04-09,"Howard",16213,1069,986,22,18,4,4592,1024,16,2021-04-09
"Humboldt",2021-04-09,"Humboldt",14882,1224,1120,26,23,3,4721,1177,31,2021-04-09
"Ida",2021-04-09,"Ida",11933,989,811,33,31,2,3324,880,36,2021-04-09
"Iowa",2021-04-09,"Iowa",28458,1508,1394,24,22,2,8089,1445,27,2021-04-09
"Jackson",2021-04-09,"Jackson",24598,2295,2071,42,39,3,9095,2166,53,2021-04-09
"Jasper",2021-04-09,"Jasper",49334,4389,3869,70,65,5,18166,4055,116,2021-04-09
"Jefferson",2021-04-09,"Jefferson",19672,1416,1266,35,29,6,7649,1305,4,2021-04-09
"Johnson",2021-04-09,"Johnson",200525,14602,13147,80,75,5,79546,13774,547,2021-04-09
"Jones",2021-04-09,"Jones",24797,3028,2810,55,51,4,9902,2915,50,2021-04-09
"Keokuk",2021-04-09,"Keokuk",14979,1010,900,30,30,0,4220,940,10,2021-04-09
"Kossuth",2021-04-09,"Kossuth",25002,2223,1947,61,54,7,7900,2104,96,2021-04-09
"Lee",2021-04-09,"Lee",51757,3891,3581,55,42,13,15835,3661,25,2021-04-09
"Linn",2021-04-09,"Linn",275839,21395,19239,328,293,35,116376,20061,494,2021-04-09
"Louisa",2021-04-09,"Louisa",16572,1322,1190,48,41,7,5390,1258,20,2021-04-09
"Lucas",2021-04-09,"Lucas",8938,776,710,22,18,4,3797,748,16,2021-04-09
"Lyon",2021-04-09,"Lyon",15026,1532,1434,41,37,4,4592,1527,52,2021-04-09
"Madison",2021-04-09,"Madison",19610,1654,1454,19,15,4,7693,1517,44,2021-04-09
"Mahaska",2021-04-09,"Mahaska",29549,2329,2117,49,44,5,10367,2218,52,2021-04-09
"Marion",2021-04-09,"Marion",40284,3730,3397,75,64,11,15973,3528,56,2021-04-09
"Marshall",2021-04-09,"Marshall",79044,5116,4612,74,66,8,21304,4758,72,2021-04-09
"Mills",2021-04-09,"Mills",20664,1730,1492,20,17,3,7631,1568,56,2021-04-09
"Mitchell",2021-04-09,"Mitchell",17147,1361,1194,41,38,3,5458,1252,17,2021-04-09
"Monona",2021-04-09,"Monona",17511,859,750,30,28,2,3762,804,24,2021-04-09
"Monroe",2021-04-09,"Monroe",9336,968,878,28,21,7,3467,926,20,2021-04-09
"Montgomery",2021-04-09,"Montgomery",13743,1069,934,37,35,2,4246,992,21,2021-04-09
"Muscatine",2021-04-09,"Muscatine",52247,4835,4210,96,87,9,21357,4510,204,2021-04-09
"O'Brien",2021-04-09,"O'Brien",24765,2094,1802,59,54,5,6652,1946,85,2021-04-09
"Osceola",2021-04-09,"Osceola",8207,758,672,16,13,3,2463,728,40,2021-04-09
"Page",2021-04-09,"Page",20488,1944,1797,20,18,2,6343,1882,65,2021-04-09
"Palo Alto",2021-04-09,"Palo Alto",17738,1145,1005,22,20,2,4474,1089,62,2021-04-09
"Pending Investigation",2021-04-09,"Pending Investigation",11290,1023,936,0,0,0,5829,1000,64,2021-04-09
"Plymouth",2021-04-09,"Plymouth",36591,4224,3650,79,71,8,13235,3922,193,2021-04-09
"Pocahontas",2021-04-09,"Pocahontas",12330,874,795,21,21,0,3428,830,14,2021-04-09
"Polk",2021-04-09,"Polk",656260,62263,52171,595,530,65,274271,55221,2455,2021-04-09
"Pottawattamie",2021-04-09,"Pottawattamie",113892,11599,9845,158,140,18,47181,10526,523,2021-04-09
"Poweshiek",2021-04-09,"Poweshiek",40827,1593,1470,33,30,3,8890,1518,15,2021-04-09
"Ringgold",2021-04-09,"Ringgold",9344,553,497,22,18,4,2376,533,14,2021-04-09
"Sac",2021-04-09,"Sac",18953,1328,1190,19,19,0,5332,1253,44,2021-04-09
"Scott",2021-04-09,"Scott",198187,19908,17185,234,214,20,85721,18522,1103,2021-04-09
"Shelby",2021-04-09,"Shelby",16243,1314,1152,35,32,3,5411,1250,63,2021-04-09
"Sioux",2021-04-09,"Sioux",42565,5185,4761,73,70,3,15975,5012,178,2021-04-09
"Story",2021-04-09,"Story",155622,10935,9680,47,41,6,55840,10203,476,2021-04-09
"Tama",2021-04-09,"Tama",31435,2185,1965,69,65,4,8397,2059,25,2021-04-09
"Taylor",2021-04-09,"Taylor",8229,672,632,12,10,2,2496,644,0,2021-04-09
"Union",2021-04-09,"Union",16403,1320,1171,32,26,6,6493,1233,30,2021-04-09
"Van Buren",2021-04-09,"Van Buren",8065,578,521,18,15,3,2734,551,12,2021-04-09
"Wapello",2021-04-09,"Wapello",45136,4591,4007,120,116,4,18345,4233,106,2021-04-09
"Warren",2021-04-09,"Warren",72426,5939,5143,86,76,10,27799,5450,221,2021-04-09
"Washington",2021-04-09,"Washington",39039,2633,2367,49,45,4,11815,2470,54,2021-04-09
"Wayne",2021-04-09,"Wayne",6484,555,465,23,18,5,2441,517,29,2021-04-09
"Webster",2021-04-09,"Webster",66174,5337,4902,90,76,14,21269,5059,67,2021-04-09
"Winnebago",2021-04-09,"Winnebago",16721,1451,1289,31,26,5,6219,1350,30,2021-04-09
"Winneshiek",2021-04-09,"Winneshiek",36967,1992,1821,33,28,5,10256,1913,59,2021-04-09
"Woodbury",2021-04-09,"Woodbury",139368,15983,13838,219,201,18,59722,14709,652,2021-04-09
"Worth",2021-04-09,"Worth",12332,734,664,8,7,1,3754,695,23,2021-04-09
"Wright",2021-04-09,"Wright",20055,1849,1721,35,28,7,7820,1779,23,2021-04-09
"Total",2021-04-09,"Totals",4560277,384583,337133,5843,5198,645,1658729,355326,12350,2021-04-09
