"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"62","Mahaska",13194,3047,2568,56,423,0.230938305290283,2021-10-06
"63","Marion",20140,4888,4212,89,587,0.242701092353525,2021-10-06
"64","Marshall",26243,6247,5430,83,734,0.238044430895858,2021-10-06
"65","Mills",8949,1940,1798,26,116,0.216783998212091,2021-10-06
"66","Mitchell",6477,1580,1354,43,183,0.243940095723329,2021-10-06
"67","Monona",4379,1051,894,35,122,0.240009134505595,2021-10-06
"68","Monroe",4380,1287,1073,34,180,0.293835616438356,2021-10-06
"69","Montgomery",5333,1361,1127,41,193,0.255203450215638,2021-10-06
"70","Muscatine",26826,6224,5474,113,637,0.232013718034742,2021-10-06
"71","O'Brien",7769,2193,2038,63,92,0.282275711159737,2021-10-06
"72","Osceola",2959,887,814,17,56,0.29976343359243,2021-10-06
"73","Page",7872,2381,2155,24,202,0.302464430894309,2021-10-06
"74","Palo Alto",5387,1393,1224,30,139,0.258585483571561,2021-10-06
"75","Pending Investigation",3257,12,4,0,8,0.00368437212158428,2021-10-06
"76","Plymouth",15212,4540,4171,87,282,0.298448593215882,2021-10-06
"77","Pocahontas",4131,1067,915,23,129,0.258290970709271,2021-10-06
"78","Polk",342874,72521,64879,709,6933,0.21150918413178,2021-10-06
"79","Pottawattamie",57078,13841,12593,192,1056,0.242492729247696,2021-10-06
"80","Poweshiek",10915,2026,1718,39,269,0.185616124599175,2021-10-06
"81","Ringgold",2811,654,593,27,34,0.232657417289221,2021-10-06
"82","Sac",6330,1535,1400,23,112,0.242496050552923,2021-10-06
"83","Scott",107586,24169,22289,270,1610,0.224648188426003,2021-10-06
"84","Shelby",6606,1692,1435,39,218,0.256130790190736,2021-10-06
"85","Sioux",18831,5568,5290,76,202,0.295682650947905,2021-10-06
"86","Story",66144,12590,11606,48,936,0.190342283502661,2021-10-06
"87","Tama",10117,2585,2250,75,260,0.255510526836019,2021-10-06
"88","Taylor",3034,770,707,12,51,0.253790375741595,2021-10-06
"89","Union",7768,1569,1361,37,171,0.201982492276004,2021-10-06
"90","Van Buren",3535,810,650,21,139,0.229137199434229,2021-10-06
"91","Wapello",23066,5649,4715,134,800,0.244905922136478,2021-10-06
"92","Warren",34317,7425,6549,96,780,0.216365066876475,2021-10-06
"93","Washington",15511,3551,2908,55,588,0.228934304686996,2021-10-06
"94","Wayne",3174,708,609,24,75,0.223062381852552,2021-10-06
"95","Webster",25450,6794,6050,106,638,0.266954813359528,2021-10-06
"96","Winnebago",7701,1825,1574,32,219,0.236982210102584,2021-10-06
"97","Winneshiek",12398,2272,2072,37,163,0.18325536376835,2021-10-06
"98","Woodbury",71508,18415,16277,241,1897,0.257523633719304,2021-10-06
"99","Worth",4736,1029,898,8,123,0.217271959459459,2021-10-06
"100","Wright",9316,2346,2088,44,214,0.251824817518248,2021-10-06
"101","Totals",2047058,461352,411045,6651,43656,0.225373194115653,2021-10-05
