"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Plymouth",2020-12-21,"Plymouth",11014,3245,2595,46,40,6,604,0.294625022698384
"Pocahontas",2020-12-21,"Pocahontas",2915,669,516,8,8,0,145,0.229502572898799
"Polk",2020-12-21,"Polk",213450,39388,31621,396,360,36,7371,0.184530334973062
"Pottawattamie",2020-12-21,"Pottawattamie",38343,7813,5934,87,79,8,1792,0.203766006833059
"Poweshiek",2020-12-21,"Poweshiek",6688,1144,934,22,21,1,188,0.171052631578947
"Ringgold",2020-12-21,"Ringgold",1889,339,195,7,6,1,137,0.179460031762837
"Sac",2020-12-21,"Sac",4343,1001,764,11,11,0,226,0.230485839281603
"Scott",2020-12-21,"Scott",68206,13517,10451,139,131,8,2927,0.198179045831745
"Shelby",2020-12-21,"Shelby",4138,899,714,23,23,0,162,0.21725471242146
"Sioux",2020-12-21,"Sioux",12956,4200,3587,41,40,1,572,0.324174127817228
"Story",2020-12-21,"Story",44663,7715,6524,26,22,4,1165,0.172738060587063
"Tama",2020-12-21,"Tama",6799,1699,1432,55,53,2,212,0.249889689660244
"Taylor",2020-12-21,"Taylor",2073,518,431,8,7,1,79,0.249879401833092
"Union",2020-12-21,"Union",5417,973,699,16,16,0,258,0.179619715709802
"Van Buren",2020-12-21,"Van Buren",2144,436,348,11,10,1,77,0.203358208955224
"Wapello",2020-12-21,"Wapello",13268,2979,2365,90,88,2,524,0.224525173349412
"Warren",2020-12-21,"Warren",21560,3510,2600,28,26,2,882,0.162801484230056
"Washington",2020-12-21,"Washington",9278,1746,1295,27,26,1,424,0.188187109290795
"Wayne",2020-12-21,"Wayne",1767,353,282,21,17,4,50,0.199773627617431
"Webster",2020-12-21,"Webster",18130,4230,3374,56,50,6,800,0.233314947600662
"Winnebago",2020-12-21,"Winnebago",4889,1074,853,28,23,5,193,0.219676825526693
"Winneshiek",2020-12-21,"Winneshiek",7725,1297,897,17,15,2,383,0.16789644012945
"Woodbury",2020-12-21,"Woodbury",48569,11848,9990,159,149,10,1699,0.243941608845148
"Worth",2020-12-21,"Worth",2867,472,340,2,2,0,130,0.164632019532613
"Wright",2020-12-21,"Wright",6657,1466,1162,14,12,2,290,0.220219318011116
"Total",2020-12-21,"Totals",1317905,267727,214722,3588,3294,294,49417,0.203145902018734
