"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-22,"Adair",12634,990,827,32,22,10,3773,869,10,2021-05-22
"Adams",2021-05-22,"Adams",5941,352,334,4,4,0,1666,341,3,2021-05-22
"Allamakee",2021-05-22,"Allamakee",22267,1578,1446,51,41,10,6457,1519,22,2021-05-22
"Appanoose",2021-05-22,"Appanoose",18659,1460,1223,49,44,5,6315,1284,12,2021-05-22
"Audubon",2021-05-22,"Audubon",12927,536,485,10,9,1,2799,514,19,2021-05-22
"Benton",2021-05-22,"Benton",38955,2729,2469,55,44,11,13424,2569,45,2021-05-22
"Black Hawk",2021-05-22,"Black Hawk",222580,17345,15347,309,286,23,73343,15857,201,2021-05-22
"Boone",2021-05-22,"Boone",45789,2852,2575,34,31,3,14551,2669,60,2021-05-22
"Bremer",2021-05-22,"Bremer",41063,2995,2744,60,51,9,12819,2860,56,2021-05-22
"Buchanan",2021-05-22,"Buchanan",32657,2025,1860,33,27,6,9915,1915,22,2021-05-22
"Buena Vista",2021-05-22,"Buena Vista",46159,4901,4192,40,36,4,15257,4250,18,2021-05-22
"Butler",2021-05-22,"Butler",30482,1745,1589,35,31,4,7378,1652,28,2021-05-22
"Calhoun",2021-05-22,"Calhoun",19199,1438,1324,13,12,1,5540,1387,50,2021-05-22
"Carroll",2021-05-22,"Carroll",38066,3078,2767,52,43,9,11803,2866,47,2021-05-22
"Cass",2021-05-22,"Cass",21406,1473,1315,54,48,6,6638,1389,20,2021-05-22
"Cedar",2021-05-22,"Cedar",32561,1999,1835,23,21,2,9612,1907,49,2021-05-22
"Cerro Gordo",2021-05-22,"Cerro Gordo",79934,5886,5190,89,74,15,26267,5450,171,2021-05-22
"Cherokee",2021-05-22,"Cherokee",21489,1691,1538,38,30,8,6223,1590,14,2021-05-22
"Chickasaw",2021-05-22,"Chickasaw",18313,1312,1217,16,14,2,5712,1243,10,2021-05-22
"Clarke",2021-05-22,"Clarke",13955,1062,965,24,22,2,5113,1003,14,2021-05-22
"Clay",2021-05-22,"Clay",31901,2266,2111,26,21,5,8830,2158,21,2021-05-22
"Clayton",2021-05-22,"Clayton",26313,1789,1629,56,47,9,7490,1700,15,2021-05-22
"Clinton",2021-05-22,"Clinton",66615,6062,5341,93,79,14,24240,5581,147,2021-05-22
"Crawford",2021-05-22,"Crawford",29161,2916,2589,40,35,5,9143,2669,40,2021-05-22
"Dallas",2021-05-22,"Dallas",133004,12564,10907,98,85,13,56906,11224,219,2021-05-22
"Davis",2021-05-22,"Davis",11698,912,779,24,23,1,3677,839,36,2021-05-22
"Decatur",2021-05-22,"Decatur",10747,625,591,9,9,0,3712,608,8,2021-05-22
"Delaware",2021-05-22,"Delaware",30406,2146,2014,41,37,4,8473,2104,49,2021-05-22
"Des Moines",2021-05-22,"Des Moines",58766,4988,4407,66,55,11,22229,4617,144,2021-05-22
"Dickinson",2021-05-22,"Dickinson",28042,2679,2412,44,38,6,10892,2485,29,2021-05-22
"Dubuque",2021-05-22,"Dubuque",200067,14704,13014,209,193,16,59624,13404,181,2021-05-22
"Emmet",2021-05-22,"Emmet",17700,1421,1270,40,38,2,5412,1345,35,2021-05-22
"Fayette",2021-05-22,"Fayette",37752,1936,1806,41,36,5,9710,1852,5,2021-05-22
"Floyd",2021-05-22,"Floyd",26716,1798,1537,42,32,10,8122,1617,38,2021-05-22
"Franklin",2021-05-22,"Franklin",20568,1325,1118,21,19,2,5664,1219,80,2021-05-22
"Fremont",2021-05-22,"Fremont",7579,660,611,9,7,2,2763,625,5,2021-05-22
"Greene",2021-05-22,"Greene",15468,825,759,10,10,0,4307,776,7,2021-05-22
"Grundy",2021-05-22,"Grundy",19890,1446,1325,33,27,6,6029,1366,8,2021-05-22
"Guthrie",2021-05-22,"Guthrie",19347,1306,1172,31,25,6,6027,1223,20,2021-05-22
"Hamilton",2021-05-22,"Hamilton",24093,1995,1744,50,45,5,7887,1803,9,2021-05-22
"Hancock",2021-05-22,"Hancock",22476,1594,1412,34,27,7,6403,1493,47,2021-05-22
"Hardin",2021-05-22,"Hardin",36745,1997,1787,44,34,10,8896,1864,33,2021-05-22
"Harrison",2021-05-22,"Harrison",22062,1930,1704,73,69,4,6700,1796,19,2021-05-22
"Henry",2021-05-22,"Henry",37627,3085,2847,37,36,1,11502,2933,49,2021-05-22
"Howard",2021-05-22,"Howard",17416,1091,1016,22,18,4,4799,1046,8,2021-05-22
"Humboldt",2021-05-22,"Humboldt",15899,1242,1159,26,23,3,4896,1194,9,2021-05-22
"Ida",2021-05-22,"Ida",12955,1019,862,35,32,3,3484,906,9,2021-05-22
"Iowa",2021-05-22,"Iowa",30765,1554,1448,24,22,2,8534,1491,19,2021-05-22
"Jackson",2021-05-22,"Jackson",26813,2371,2159,42,39,3,9636,2231,30,2021-05-22
"Jasper",2021-05-22,"Jasper",54074,4546,4066,72,66,6,19190,4200,62,2021-05-22
"Jefferson",2021-05-22,"Jefferson",21493,1446,1295,35,29,6,8146,1329,-1,2021-05-22
"Johnson",2021-05-22,"Johnson",219299,15395,14134,84,77,7,84560,14524,306,2021-05-22
"Jones",2021-05-22,"Jones",27786,3117,2891,57,51,6,10553,2994,46,2021-05-22
"Keokuk",2021-05-22,"Keokuk",16238,1029,922,31,31,0,4455,962,9,2021-05-22
"Kossuth",2021-05-22,"Kossuth",27172,2278,2083,65,56,9,8277,2156,8,2021-05-22
"Lee",2021-05-22,"Lee",56102,4015,3656,55,42,13,16651,3772,61,2021-05-22
"Linn",2021-05-22,"Linn",304340,22365,20140,336,300,36,123685,20970,494,2021-05-22
"Louisa",2021-05-22,"Louisa",18016,1350,1230,49,42,7,5664,1284,5,2021-05-22
"Lucas",2021-05-22,"Lucas",9795,805,742,23,18,5,4039,775,10,2021-05-22
"Lyon",2021-05-22,"Lyon",17150,1591,1523,41,37,4,4948,1585,21,2021-05-22
"Madison",2021-05-22,"Madison",21807,1776,1545,19,15,4,8210,1631,67,2021-05-22
"Mahaska",2021-05-22,"Mahaska",32610,2420,2209,51,46,5,10986,2308,48,2021-05-22
"Marion",2021-05-22,"Marion",43996,3843,3508,76,65,11,16880,3639,55,2021-05-22
"Marshall",2021-05-22,"Marshall",85303,5216,4714,76,68,8,22463,4845,55,2021-05-22
"Mills",2021-05-22,"Mills",21878,1795,1581,23,20,3,7893,1627,23,2021-05-22
"Mitchell",2021-05-22,"Mitchell",18590,1376,1225,42,39,3,5657,1264,-3,2021-05-22
"Monona",2021-05-22,"Monona",18659,885,794,31,29,2,3933,828,3,2021-05-22
"Monroe",2021-05-22,"Monroe",10092,999,921,29,22,7,3686,956,6,2021-05-22
"Montgomery",2021-05-22,"Montgomery",14796,1112,983,38,36,2,4453,1034,13,2021-05-22
"Muscatine",2021-05-22,"Muscatine",58400,5183,4595,103,94,9,22656,4839,141,2021-05-22
"O'Brien",2021-05-22,"O'Brien",26929,2149,1924,60,55,5,6921,1997,13,2021-05-22
"Osceola",2021-05-22,"Osceola",9451,815,760,16,13,3,2649,788,12,2021-05-22
"Page",2021-05-22,"Page",22127,1996,1889,22,20,2,6595,1929,18,2021-05-22
"Palo Alto",2021-05-22,"Palo Alto",19503,1193,1093,23,22,1,4685,1135,19,2021-05-22
"Pending Investigation",2021-05-22,"Pending Investigation",8205,987,924,0,0,0,4393,963,39,2021-05-22
"Plymouth",2021-05-22,"Plymouth",39689,4317,3912,80,72,8,13771,4014,22,2021-05-22
"Pocahontas",2021-05-22,"Pocahontas",13860,899,830,22,22,0,3567,856,4,2021-05-22
"Polk",2021-05-22,"Polk",723872,65217,56015,631,554,77,290500,57859,1213,2021-05-22
"Pottawattamie",2021-05-22,"Pottawattamie",124325,12286,10745,170,148,22,49571,11164,249,2021-05-22
"Poweshiek",2021-05-22,"Poweshiek",47143,1635,1509,35,32,3,9269,1557,13,2021-05-22
"Ringgold",2021-05-22,"Ringgold",10394,577,533,24,18,6,2491,558,1,2021-05-22
"Sac",2021-05-22,"Sac",21235,1388,1272,19,19,0,5588,1306,15,2021-05-22
"Scott",2021-05-22,"Scott",222321,21581,19164,243,219,24,91917,20145,738,2021-05-22
"Shelby",2021-05-22,"Shelby",18001,1372,1261,37,33,4,5754,1311,13,2021-05-22
"Sioux",2021-05-22,"Sioux",47529,5329,5021,74,71,3,16790,5151,56,2021-05-22
"Story",2021-05-22,"Story",167358,11423,10351,48,42,6,58416,10654,255,2021-05-22
"Tama",2021-05-22,"Tama",33614,2230,2005,71,67,4,8790,2102,26,2021-05-22
"Taylor",2021-05-22,"Taylor",9100,686,645,12,10,2,2630,662,5,2021-05-22
"Union",2021-05-22,"Union",17933,1366,1210,33,26,7,6833,1285,42,2021-05-22
"Van Buren",2021-05-22,"Van Buren",8823,586,540,18,15,3,2875,561,3,2021-05-22
"Wapello",2021-05-22,"Wapello",48856,4681,4139,122,118,4,19353,4318,57,2021-05-22
"Warren",2021-05-22,"Warren",80953,6293,5560,90,80,10,29460,5797,147,2021-05-22
"Washington",2021-05-22,"Washington",43221,2721,2460,51,47,4,12432,2550,39,2021-05-22
"Wayne",2021-05-22,"Wayne",7495,583,501,23,18,5,2627,540,16,2021-05-22
"Webster",2021-05-22,"Webster",70900,5415,5001,94,79,15,21994,5129,34,2021-05-22
"Winnebago",2021-05-22,"Winnebago",18379,1538,1354,31,26,5,6604,1429,44,2021-05-22
"Winneshiek",2021-05-22,"Winneshiek",41530,2048,1921,35,30,5,10771,1968,12,2021-05-22
"Woodbury",2021-05-22,"Woodbury",151773,16472,14799,228,209,19,62612,15171,144,2021-05-22
"Worth",2021-05-22,"Worth",13740,794,715,8,7,1,4030,752,29,2021-05-22
"Wright",2021-05-22,"Wright",21417,1922,1781,37,30,7,8145,1854,36,2021-05-22
"Total",2021-05-22,"Totals",5000899,400734,357363,6034,5336,698,1749610,370330,6933,2021-05-22
