"","date","Tested","Positive","Recovered","Deaths","Active","New.Pos","New.Test","New.Deaths","Frac.Pos"
"1","2020-07-31",3090,533,438,29,66,NA,NA,NA,NA
"2","2020-08-01",3111,534,441,29,64,1,21,0,0.0476190476190476
