"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2531","405","169","6","230","0.160015804030028",2020-11-22
"Adams","Adams","1070","151","79","1","71","0.141121495327103",2020-11-22
"Allamakee","Allamakee","4113","709","362","11","336","0.172380257719426",2020-11-22
"Appanoose","Appanoose","4082","714","232","6","476","0.174914257716805",2020-11-22
"Audubon","Audubon","1754","280","142","1","137","0.15963511972634",2020-11-22
"Benton","Benton","9008","1557","574","13","970","0.172846358792185",2020-11-22
"Black Hawk","Black Hawk","50104","10175","5537","126","4512","0.203077598594923",2020-11-22
"Boone","Boone","8990","1269","708","11","550","0.141156840934372",2020-11-22
"Bremer","Bremer","8229","1749","664","12","1073","0.212541013488881",2020-11-22
"Buchanan","Buchanan","6637","1068","447","9","612","0.160916076540606",2020-11-22
"Buena Vista","Buena Vista","11458","2893","2245","14","634","0.252487345086403",2020-11-22
"Butler","Butler","4892","891","448","3","440","0.182134096484056",2020-11-22
"Calhoun","Calhoun","4069","978","354","7","617","0.240353895305972",2020-11-22
"Carroll","Carroll","8409","1876","1127","20","729","0.223094303722202",2020-11-22
"Cass","Cass","4310","733","479","19","235","0.170069605568445",2020-11-22
"Cedar","Cedar","6251","981","452","13","516","0.156934890417533",2020-11-22
"Cerro Gordo","Cerro Gordo","17011","3221","1344","41","1836","0.189348068896596",2020-11-22
"Cherokee","Cherokee","4032","743","398","4","341","0.184275793650794",2020-11-22
"Chickasaw","Chickasaw","3784","781","582","3","196","0.206395348837209",2020-11-22
"Clarke","Clarke","3154","454","341","4","109","0.143944197844008",2020-11-22
"Clay","Clay","5740","1041","525","4","512","0.181358885017422",2020-11-22
"Clayton","Clayton","4841","999","436","4","559","0.206362321834332",2020-11-22
"Clinton","Clinton","15035","3000","1458","37","1505","0.199534419687396",2020-11-22
"Crawford","Crawford","6670","1674","1345","15","314","0.250974512743628",2020-11-22
"Dallas","Dallas","36880","5876","3395","55","2426","0.159327548806941",2020-11-22
"Davis","Davis","2133","420","176","4","240","0.19690576652602",2020-11-22
"Decatur","Decatur","2300","295","151","0","144","0.128260869565217",2020-11-22
"Delaware","Delaware","5757","1342","771","21","550","0.233107521278444",2020-11-22
"Des Moines","Des Moines","14821","2653","1381","16","1256","0.179002766345051",2020-11-22
"Dickinson","Dickinson","7408","1259","728","10","521","0.169951403887689",2020-11-22
"Dubuque","Dubuque","42651","8621","5143","90","3388","0.202128906707932",2020-11-22
