"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Poweshiek",2020-12-10,"Poweshiek",6430,1070,777,20,19,1,273,0.166407465007776
"Ringgold",2020-12-10,"Ringgold",1796,289,131,4,4,0,154,0.160913140311804
"Sac",2020-12-10,"Sac",4199,945,610,9,9,0,326,0.225053584186711
"Scott",2020-12-10,"Scott",64890,12468,7781,108,102,6,4579,0.192140545538604
"Shelby",2020-12-10,"Shelby",3957,837,582,16,16,0,239,0.211523881728582
"Sioux",2020-12-10,"Sioux",12352,3960,3097,38,37,1,825,0.32059585492228
"Story",2020-12-10,"Story",42983,7239,5205,19,18,1,2015,0.168415420049787
"Tama",2020-12-10,"Tama",6519,1598,1244,55,53,2,299,0.245129621107532
"Taylor",2020-12-10,"Taylor",1986,483,352,8,7,1,123,0.243202416918429
"Union",2020-12-10,"Union",5213,917,484,9,9,0,424,0.175906387876463
"Van Buren",2020-12-10,"Van Buren",2049,410,283,11,10,1,116,0.200097608589556
"Wapello",2020-12-10,"Wapello",12545,2783,1977,85,83,2,721,0.221841371064169
"Warren",2020-12-10,"Warren",20582,3139,1984,21,19,2,1134,0.152511903605092
"Washington",2020-12-10,"Washington",8789,1573,977,22,21,1,574,0.178973717146433
"Wayne",2020-12-10,"Wayne",1686,320,247,21,17,4,52,0.189798339264531
"Webster",2020-12-10,"Webster",17505,3925,2741,44,38,6,1140,0.224221650956869
"Winnebago",2020-12-10,"Winnebago",4703,1001,677,26,22,4,298,0.212842866255582
"Winneshiek",2020-12-10,"Winneshiek",7262,1156,696,14,12,2,446,0.159184797576425
"Woodbury",2020-12-10,"Woodbury",46547,11134,8875,132,123,9,2127,0.239199089092745
"Worth",2020-12-10,"Worth",2720,413,241,1,1,0,171,0.151838235294118
"Wright",2020-12-10,"Wright",6393,1368,978,9,7,2,381,0.213984045049273
"Total",2020-12-10,"Totals",1261912,248782,173437,3017,2764,253,72328,0.197146869195316
