"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2020-12-10,"Adair",2738,491,311,15,12,3,165,0.179327976625274
"Adams",2020-12-10,"Adams",1164,198,127,2,2,0,69,0.170103092783505
"Allamakee",2020-12-10,"Allamakee",4525,964,568,16,14,2,380,0.213038674033149
"Appanoose",2020-12-10,"Appanoose",4457,854,539,31,31,0,284,0.191608705407225
"Audubon",2020-12-10,"Audubon",1889,318,239,6,6,0,73,0.168343038644786
"Benton",2020-12-10,"Benton",9703,1819,1216,27,24,3,576,0.187467793465938
"Black Hawk",2020-12-10,"Black Hawk",53929,11582,8624,169,157,12,2789,0.214763856181275
"Boone",2020-12-10,"Boone",9923,1559,1021,14,12,2,524,0.157109745036783
"Bremer",2020-12-10,"Bremer",8921,2088,1367,27,24,3,694,0.234054478197511
"Buchanan",2020-12-10,"Buchanan",7182,1293,827,15,14,1,451,0.180033416875522
"Buena Vista",2020-12-10,"Buena Vista",12139,3266,2641,17,15,2,608,0.269050168877173
"Butler",2020-12-10,"Butler",5260,1124,714,8,7,1,402,0.213688212927757
"Calhoun",2020-12-10,"Calhoun",4362,1121,756,8,7,1,357,0.256992205410362
"Carroll",2020-12-10,"Carroll",8994,2102,1595,22,16,6,485,0.233711363130976
"Cass",2020-12-10,"Cass",4754,894,606,35,33,2,253,0.18805216659655
"Cedar",2020-12-10,"Cedar",6808,1208,766,14,13,1,428,0.17743830787309
"Cerro Gordo",2020-12-10,"Cerro Gordo",18459,3901,2438,47,41,6,1416,0.211333224985102
"Cherokee",2020-12-10,"Cherokee",4471,1039,601,10,10,0,428,0.23238649071796
"Chickasaw",2020-12-10,"Chickasaw",4085,942,750,8,7,1,184,0.230599755201958
"Clarke",2020-12-10,"Clarke",3399,534,408,6,6,0,120,0.157105030891439
"Clay",2020-12-10,"Clay",6322,1335,830,9,6,3,496,0.211167352103765
"Clayton",2020-12-10,"Clayton",5258,1221,792,22,18,4,407,0.232217573221757
"Clinton",2020-12-10,"Clinton",16433,3629,2376,46,42,4,1207,0.220836122436561
"Crawford",2020-12-10,"Crawford",7043,1887,1562,15,13,2,310,0.267925599886412
"Dallas",2020-12-10,"Dallas",40055,6911,4915,59,49,10,1937,0.172537760579204
"Davis",2020-12-10,"Davis",2329,513,332,12,11,1,169,0.22026620867325
"Decatur",2020-12-10,"Decatur",2502,361,252,1,1,0,108,0.144284572342126
"Delaware",2020-12-10,"Delaware",6209,1518,1140,26,25,1,352,0.24448381381865
"Des Moines",2020-12-10,"Des Moines",16190,3165,2196,24,21,3,945,0.195491043854231
"Dickinson",2020-12-10,"Dickinson",8123,1532,1038,11,9,2,483,0.188600270835898
"Dubuque",2020-12-10,"Dubuque",45431,9762,7463,119,113,6,2180,0.214875305408201
"Emmet",2020-12-10,"Emmet",3794,847,575,23,22,1,249,0.223247232472325
"Fayette",2020-12-10,"Fayette",6811,1147,722,13,12,1,412,0.168404052268389
"Floyd",2020-12-10,"Floyd",5953,1169,685,22,16,6,462,0.196371577355955
"Franklin",2020-12-10,"Franklin",3864,791,523,17,16,1,251,0.204710144927536
"Fremont",2020-12-10,"Fremont",2035,408,289,5,3,2,114,0.2004914004914
"Greene",2020-12-10,"Greene",3249,569,363,3,3,0,203,0.17513080947984
"Grundy",2020-12-10,"Grundy",4322,910,597,11,10,1,302,0.210550670985655
"Guthrie",2020-12-10,"Guthrie",4313,822,571,22,17,5,229,0.190586598655228
"Hamilton",2020-12-10,"Hamilton",5726,1257,687,17,17,0,553,0.219524973803702
"Hancock",2020-12-10,"Hancock",4451,972,613,19,18,1,340,0.218377892608403
"Hardin",2020-12-10,"Hardin",6353,1275,803,20,18,2,452,0.200692586179758
"Harrison",2020-12-10,"Harrison",4886,1179,851,47,44,3,281,0.241301678264429
"Henry",2020-12-10,"Henry",8326,2112,1460,17,17,0,635,0.2536632236368
"Howard",2020-12-10,"Howard",3242,603,365,15,11,4,223,0.185996298581123
"Humboldt",2020-12-10,"Humboldt",3680,839,525,10,8,2,304,0.227989130434783
"Ida",2020-12-10,"Ida",2421,585,359,15,14,1,211,0.241635687732342
"Iowa",2020-12-10,"Iowa",6219,1036,688,18,18,0,330,0.166586267888728
"Jackson",2020-12-10,"Jackson",6781,1579,1189,21,20,1,369,0.232856510839109
"Jasper",2020-12-10,"Jasper",13117,2411,1683,48,46,2,680,0.183807273004498
"Jefferson",2020-12-10,"Jefferson",5548,806,452,9,8,1,345,0.145277577505407
"Johnson",2020-12-10,"Johnson",60743,10126,7653,39,36,3,2434,0.166702336071646
"Jones",2020-12-10,"Jones",7809,2423,1810,27,27,0,586,0.310283006787041
"Keokuk",2020-12-10,"Keokuk",3075,692,398,13,13,0,281,0.225040650406504
"Kossuth",2020-12-10,"Kossuth",5873,1326,694,21,20,1,611,0.225778988591861
"Lee",2020-12-10,"Lee",11843,2412,1514,16,13,3,882,0.203664612007093
"Linn",2020-12-10,"Linn",89313,15203,10373,207,195,12,4623,0.170221580285065
"Louisa",2020-12-10,"Louisa",4227,930,673,21,18,3,236,0.220014194464159
"Lucas",2020-12-10,"Lucas",2667,375,269,6,6,0,100,0.140607424071991
"Lyon",2020-12-10,"Lyon",3493,1119,736,21,19,2,362,0.320354995705697
"Madison",2020-12-10,"Madison",5477,791,517,6,5,1,268,0.144422128902684
"Mahaska",2020-12-10,"Mahaska",7666,1398,987,31,29,2,380,0.182363683798591
"Marion",2020-12-10,"Marion",11307,2222,1536,26,21,5,660,0.196515432917662
"Marshall",2020-12-10,"Marshall",15911,3691,2841,49,46,3,801,0.231977876940481
"Mills",2020-12-10,"Mills",6150,1140,765,8,8,0,367,0.185365853658537
"Mitchell",2020-12-10,"Mitchell",4258,878,519,19,19,0,340,0.206200093940817
"Monona",2020-12-10,"Monona",2863,478,321,9,8,1,148,0.166957736639888
"Monroe",2020-12-10,"Monroe",2287,478,337,14,14,0,127,0.209007433318758
"Montgomery",2020-12-10,"Montgomery",3150,567,322,12,11,1,233,0.18
"Muscatine",2020-12-10,"Muscatine",16192,3224,2081,62,56,6,1081,0.199110671936759
"O'Brien",2020-12-10,"O'Brien",5137,1422,1030,42,38,4,350,0.276815261825968
"Osceola",2020-12-10,"Osceola",1909,570,401,3,3,0,166,0.298585646935568
"Page",2020-12-10,"Page",4733,1239,951,7,7,0,281,0.261778998521023
"Palo Alto",2020-12-10,"Palo Alto",3520,713,457,2,2,0,254,0.202556818181818
"Pending Investigation",2020-12-10,"Pending Investigation",8834,753,199,0,0,0,554,0.0852388498981209
"Plymouth",2020-12-10,"Plymouth",10526,3028,2243,39,34,5,746,0.287668630058902
"Pocahontas",2020-12-10,"Pocahontas",2810,620,403,3,3,0,214,0.220640569395018
"Polk",2020-12-10,"Polk",204373,36367,25839,360,325,35,10168,0.177944248995709
"Pottawattamie",2020-12-10,"Pottawattamie",36512,7121,4619,69,64,5,2433,0.195031770376862
