"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2588","425","201","8","216","0.164219474497682",2020-11-26
"Adams","Adams","1092","162","84","2","76","0.148351648351648",2020-11-26
"Allamakee","Allamakee","4213","765","396","11","358","0.181580821267505",2020-11-26
"Appanoose","Appanoose","4192","766","261","10","495","0.182729007633588",2020-11-26
"Audubon","Audubon","1795","293","166","2","125","0.163231197771588",2020-11-26
"Benton","Benton","9263","1655","662","16","977","0.178667818201447",2020-11-26
"Black Hawk","Black Hawk","51461","10724","6030","132","4562","0.208390820232798",2020-11-26
"Boone","Boone","9290","1335","760","11","564","0.143702906350915",2020-11-26
"Bremer","Bremer","8495","1907","742","12","1153","0.224484991171277",2020-11-26
"Buchanan","Buchanan","6837","1148","502","10","636","0.167909902003803",2020-11-26
"Buena Vista","Buena Vista","11639","2987","2307","14","666","0.256637168141593",2020-11-26
"Butler","Butler","5014","964","453","6","505","0.192261667331472",2020-11-26
"Calhoun","Calhoun","4170","1040","362","7","671","0.249400479616307",2020-11-26
"Carroll","Carroll","8598","1952","1209","21","722","0.227029541753896",2020-11-26
"Cass","Cass","4465","797","497","21","279","0.178499440089586",2020-11-26
"Cedar","Cedar","6429","1047","504","13","530","0.162855809612692",2020-11-26
"Cerro Gordo","Cerro Gordo","17422","3412","1518","44","1850","0.195844334749168",2020-11-26
"Cherokee","Cherokee","4145","803","429","4","370","0.19372738238842",2020-11-26
"Chickasaw","Chickasaw","3860","823","667","4","152","0.213212435233161",2020-11-26
"Clarke","Clarke","3233","476","359","4","113","0.147231673368388",2020-11-26
"Clay","Clay","5901","1123","569","4","550","0.190306727673276",2020-11-26
"Clayton","Clayton","4952","1066","523","5","538","0.215266558966074",2020-11-26
"Clinton","Clinton","15433","3176","1561","39","1576","0.205792781701549",2020-11-26
"Crawford","Crawford","6779","1728","1376","15","337","0.254904853223189",2020-11-26
"Dallas","Dallas","38016","6218","3601","57","2560","0.16356271043771",2020-11-26
"Davis","Davis","2183","448","192","5","251","0.205222171323866",2020-11-26
"Decatur","Decatur","2366","313","169","0","144","0.13229078613694",2020-11-26
"Delaware","Delaware","5888","1398","821","21","556","0.237432065217391",2020-11-26
"Des Moines","Des Moines","15288","2815","1538","18","1259","0.184131344845631",2020-11-26
"Dickinson","Dickinson","7581","1338","804","10","524","0.176493866244559",2020-11-26
"Dubuque","Dubuque","43653","9060","5578","91","3391","0.207545873135867",2020-11-26
"Emmet","Emmet","3496","745","440","24","281","0.213100686498856",2020-11-26
"Fayette","Fayette","6433","1015","419","9","587","0.157780195865071",2020-11-26
"Floyd","Floyd","5642","1016","480","14","522","0.180077986529599",2020-11-26
"Franklin","Franklin","3658","713","398","21","294","0.194915254237288",2020-11-26
"Fremont","Fremont","1925","353","219","3","131","0.183376623376623",2020-11-26
"Greene","Greene","3094","514","201","0","313","0.166127989657401",2020-11-26
"Grundy","Grundy","4142","836","343","11","482","0.201834862385321",2020-11-26
"Guthrie","Guthrie","4066","732","410","15","307","0.180029513034924",2020-11-26
"Hamilton","Hamilton","5368","1072","505","7","560","0.199701937406855",2020-11-26
"Hancock","Hancock","4177","841","387","7","447","0.201340675125688",2020-11-26
"Hardin","Hardin","5999","1117","508","10","599","0.186197699616603",2020-11-26
"Harrison","Harrison","4568","1049","698","28","323","0.229640980735552",2020-11-26
"Henry","Henry","7825","1800","1141","7","652","0.230031948881789",2020-11-26
"Howard","Howard","3069","535","269","9","257","0.174323884001303",2020-11-26
"Humboldt","Humboldt","3495","751","374","5","372","0.214878397711016",2020-11-26
"Ida","Ida","2252","465","225","11","229","0.206483126110124",2020-11-26
"Iowa","Iowa","5934","921","433","12","476","0.15520728008089",2020-11-26
"Jackson","Jackson","6397","1419","726","12","681","0.221822729404408",2020-11-26
"Jasper","Jasper","12264","2114","1210","42","862","0.172374429223744",2020-11-26
"Jefferson","Jefferson","5210","678","265","2","411","0.130134357005758",2020-11-26
"Johnson","Johnson","57781","9352","6014","36","3302","0.161852512071442",2020-11-26
"Jones","Jones","7498","2274","530","13","1731","0.303280874899973",2020-11-26
"Keokuk","Keokuk","2864","569","181","7","381","0.198673184357542",2020-11-26
"Kossuth","Kossuth","5474","1013","498","6","509","0.185056631348191",2020-11-26
"Lee","Lee","11107","1969","1041","16","912","0.177275591969029",2020-11-26
"Linn","Linn","84547","13831","6041","164","7626","0.163589482772896",2020-11-26
"Louisa","Louisa","3985","838","537","16","285","0.210288582183187",2020-11-26
"Lucas","Lucas","2503","320","205","6","109","0.127846584099081",2020-11-26
"Lyon","Lyon","3246","1000","569","8","423","0.308071472581639",2020-11-26
"Madison","Madison","5128","672","373","4","295","0.131045241809672",2020-11-26
"Mahaska","Mahaska","7290","1248","728","27","493","0.17119341563786",2020-11-26
"Marion","Marion","10647","2011","1103","19","889","0.188879496571804",2020-11-26
"Marshall","Marshall","15352","3430","2129","44","1257","0.223423658155289",2020-11-26
"Mills","Mills","5760","1012","442","7","563","0.175694444444444",2020-11-26
"Mitchell","Mitchell","4103","770","299","4","467","0.187667560321716",2020-11-26
"Monona","Monona","2683","419","261","2","156","0.156168468132687",2020-11-26
"Monroe","Monroe","2172","437","264","12","161","0.201197053406998",2020-11-26
"Montgomery","Montgomery","2915","447","203","10","234","0.153344768439108",2020-11-26
"Muscatine","Muscatine","15162","2787","1502","68","1217","0.18381480015829",2020-11-26
"O'Brien","O'Brien","4838","1257","740","30","487","0.259818106655643",2020-11-26
"Osceola","Osceola","1794","512","313","1","198","0.285395763656633",2020-11-26
"Page","Page","4531","1112","446","4","662","0.245420436989627",2020-11-26
"Palo Alto","Palo Alto","3292","626","335","4","287","0.190157958687728",2020-11-26
"Pending Investigation","Pending Investigation","8170","622","1","0","621","0.0761321909424725",2020-11-26
"Plymouth","Plymouth","9889","2682","1754","39","889","0.2712104358378",2020-11-26
"Pocahontas","Pocahontas","2689","552","244","2","306","0.205280773521755",2020-11-26
"Polk","Polk","193835","32807","19749","327","12731","0.169252199035262",2020-11-26
"Pottawattamie","Pottawattamie","33858","6081","3457","67","2557","0.179603048024101",2020-11-26
"Poweshiek","Poweshiek","6098","976","502","13","461","0.160052476221712",2020-11-26
"Ringgold","Ringgold","1705","201","97","2","102","0.117888563049853",2020-11-26
"Sac","Sac","3999","821","411","7","403","0.205301325331333",2020-11-26
"Scott","Scott","60898","10789","5046","81","5662","0.17716509573385",2020-11-26
"Shelby","Shelby","3683","747","439","9","299","0.202823784957915",2020-11-26
"Sioux","Sioux","11731","3633","2570","25","1038","0.309692268348819",2020-11-26
"Story","Story","41144","6680","4131","20","2529","0.162356601205522",2020-11-26
"Tama","Tama","6302","1521","966","40","515","0.241351951761346",2020-11-26
"Taylor","Taylor","1880","452","258","3","191","0.240425531914894",2020-11-26
"Union","Union","4912","747","283","6","458","0.15207654723127",2020-11-26
"Van Buren","Van Buren","1924","352","194","4","154","0.182952182952183",2020-11-26
"Wapello","Wapello","11767","2496","1556","71","869","0.212118636865811",2020-11-26
"Warren","Warren","19442","2717","1341","10","1366","0.139748997016768",2020-11-26
"Washington","Washington","8334","1373","694","14","665","0.16474682025438",2020-11-26
"Wayne","Wayne","1618","294","142","6","146","0.181705809641533",2020-11-26
"Webster","Webster","16672","3493","1951","32","1510","0.209512955854127",2020-11-26
"Winnebago","Winnebago","4524","901","504","23","374","0.199160035366932",2020-11-26
"Winneshiek","Winneshiek","6774","941","543","11","387","0.13891349276646",2020-11-26
"Woodbury","Woodbury","44093","10088","7514","120","2454","0.228789150205248",2020-11-26
"Worth","Worth","2574","351","154","0","197","0.136363636363636",2020-11-26
"Wright","Wright","6087","1205","774","6","425","0.197962871693774",2020-11-26
"Total","Totals","1194529","222278","124521","2312","95445","0.186080036566714",2020-11-26
