"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-06-23,"Adair",12838,995,841,32,22,10,3844,874,1,2021-06-23
"Adams",2021-06-23,"Adams",6214,354,340,4,4,0,1696,344,0,2021-06-23
"Allamakee",2021-06-23,"Allamakee",22870,1588,1471,52,42,10,6619,1528,5,2021-06-23
"Appanoose",2021-06-23,"Appanoose",19306,1469,1237,49,44,5,6466,1290,4,2021-06-23
"Audubon",2021-06-23,"Audubon",13889,553,505,11,10,1,2894,535,19,2021-06-23
"Benton",2021-06-23,"Benton",40213,2771,2518,55,44,11,13747,2604,31,2021-06-23
"Black Hawk",2021-06-23,"Black Hawk",228875,17704,15621,312,288,24,75061,16180,247,2021-06-23
"Boone",2021-06-23,"Boone",46845,2872,2647,34,31,3,14803,2685,4,2021-06-23
"Bremer",2021-06-23,"Bremer",42517,3025,2803,61,51,10,13098,2887,23,2021-06-23
"Buchanan",2021-06-23,"Buchanan",33740,2055,1887,33,27,6,10129,1941,21,2021-06-23
"Buena Vista",2021-06-23,"Buena Vista",47248,4974,4220,40,36,4,15531,4271,11,2021-06-23
"Butler",2021-06-23,"Butler",31246,1758,1620,35,31,4,7511,1665,10,2021-06-23
"Calhoun",2021-06-23,"Calhoun",19781,1442,1376,13,12,1,5628,1389,0,2021-06-23
"Carroll",2021-06-23,"Carroll",39166,3084,2818,52,43,9,11980,2870,0,2021-06-23
"Cass",2021-06-23,"Cass",21831,1478,1342,55,49,6,6734,1392,-5,2021-06-23
"Cedar",2021-06-23,"Cedar",33849,2018,1886,23,21,2,9803,1923,14,2021-06-23
"Cerro Gordo",2021-06-23,"Cerro Gordo",83798,5984,5390,96,79,17,26991,5540,54,2021-06-23
"Cherokee",2021-06-23,"Cherokee",22300,1697,1551,38,30,8,6319,1593,4,2021-06-23
"Chickasaw",2021-06-23,"Chickasaw",18807,1321,1233,17,14,3,5839,1249,-1,2021-06-23
"Clarke",2021-06-23,"Clarke",14409,1073,981,24,22,2,5241,1011,6,2021-06-23
"Clay",2021-06-23,"Clay",32789,2282,2134,27,22,5,8971,2167,6,2021-06-23
"Clayton",2021-06-23,"Clayton",27282,1799,1657,57,48,9,7709,1710,-4,2021-06-23
"Clinton",2021-06-23,"Clinton",69556,6096,5506,93,79,14,24990,5615,16,2021-06-23
"Crawford",2021-06-23,"Crawford",29967,2930,2644,40,35,5,9287,2685,1,2021-06-23
"Dallas",2021-06-23,"Dallas",136731,12639,11139,99,85,14,58020,11294,56,2021-06-23
"Davis",2021-06-23,"Davis",12042,926,817,25,23,2,3775,852,10,2021-06-23
"Decatur",2021-06-23,"Decatur",11004,632,608,9,9,0,3780,616,-1,2021-06-23
"Delaware",2021-06-23,"Delaware",31290,2160,2064,43,38,5,8631,2111,4,2021-06-23
"Des Moines",2021-06-23,"Des Moines",61727,5046,4586,72,60,12,22808,4676,18,2021-06-23
"Dickinson",2021-06-23,"Dickinson",29162,2686,2448,44,38,6,11075,2493,1,2021-06-23
"Dubuque",2021-06-23,"Dubuque",205591,14837,13240,211,195,16,60821,13516,65,2021-06-23
"Emmet",2021-06-23,"Emmet",18159,1437,1309,41,39,2,5523,1358,8,2021-06-23
"Fayette",2021-06-23,"Fayette",38521,1955,1816,43,38,5,9911,1868,9,2021-06-23
"Floyd",2021-06-23,"Floyd",27572,1815,1578,42,32,10,8320,1635,15,2021-06-23
"Franklin",2021-06-23,"Franklin",21685,1345,1195,23,21,2,5859,1235,17,2021-06-23
"Fremont",2021-06-23,"Fremont",8038,663,621,9,7,2,2844,627,-3,2021-06-23
"Greene",2021-06-23,"Greene",15791,830,769,11,10,1,4386,780,0,2021-06-23
"Grundy",2021-06-23,"Grundy",20316,1454,1337,33,27,6,6118,1374,4,2021-06-23
"Guthrie",2021-06-23,"Guthrie",20066,1317,1198,32,26,6,6155,1233,3,2021-06-23
"Hamilton",2021-06-23,"Hamilton",24663,2011,1763,51,46,5,8077,1820,6,2021-06-23
"Hancock",2021-06-23,"Hancock",23419,1601,1462,34,27,7,6535,1503,7,2021-06-23
"Hardin",2021-06-23,"Hardin",37772,2009,1826,44,34,10,9108,1874,4,2021-06-23
"Harrison",2021-06-23,"Harrison",22470,1936,1725,73,69,4,6801,1800,2,2021-06-23
"Henry",2021-06-23,"Henry",38963,3101,2898,37,36,1,11740,2946,11,2021-06-23
"Howard",2021-06-23,"Howard",17874,1101,1023,22,18,4,4890,1050,5,2021-06-23
"Humboldt",2021-06-23,"Humboldt",16245,1245,1170,26,23,3,4982,1196,0,2021-06-23
"Ida",2021-06-23,"Ida",13229,1028,871,35,32,3,3545,915,9,2021-06-23
"Iowa",2021-06-23,"Iowa",31608,1561,1477,24,22,2,8694,1498,-3,2021-06-23
"Jackson",2021-06-23,"Jackson",28020,2388,2208,42,39,3,9851,2252,2,2021-06-23
"Jasper",2021-06-23,"Jasper",55546,4564,4134,72,67,5,19657,4211,5,2021-06-23
"Jefferson",2021-06-23,"Jefferson",22556,1459,1304,35,29,6,8419,1334,-5,2021-06-23
"Johnson",2021-06-23,"Johnson",227221,15511,14476,85,77,8,86960,14622,61,2021-06-23
"Jones",2021-06-23,"Jones",28581,3142,2947,57,51,6,10742,3010,6,2021-06-23
"Keokuk",2021-06-23,"Keokuk",16647,1038,934,32,31,1,4560,970,4,2021-06-23
"Kossuth",2021-06-23,"Kossuth",28017,2285,2101,66,57,9,8436,2161,-6,2021-06-23
"Lee",2021-06-23,"Lee",58322,4072,3751,56,43,13,17074,3824,17,2021-06-23
"Linn",2021-06-23,"Linn",314889,22656,20705,339,303,36,126518,21236,192,2021-06-23
"Louisa",2021-06-23,"Louisa",18722,1363,1245,49,42,7,5787,1297,3,2021-06-23
"Lucas",2021-06-23,"Lucas",10169,807,757,23,18,5,4150,779,-1,2021-06-23
"Lyon",2021-06-23,"Lyon",17552,1601,1548,41,37,4,5035,1589,0,2021-06-23
"Madison",2021-06-23,"Madison",22575,1789,1625,19,15,4,8415,1646,2,2021-06-23
"Mahaska",2021-06-23,"Mahaska",33603,2438,2262,51,46,5,11230,2327,14,2021-06-23
