"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-03-07,"Adair",11014,928,696,30,22,8,3425,814,88,2021-03-07
"Adams",2021-03-07,"Adams",4741,327,311,4,4,0,1503,318,3,2021-03-07
"Allamakee",2021-03-07,"Allamakee",18529,1495,1308,48,39,9,5829,1437,81,2021-03-07
"Appanoose",2021-03-07,"Appanoose",15681,1394,1127,47,43,4,5719,1232,58,2021-03-07
"Audubon",2021-03-07,"Audubon",10391,491,433,9,8,1,2481,477,35,2021-03-07
"Benton",2021-03-07,"Benton",32029,2561,2175,54,44,10,11967,2406,177,2021-03-07
"Black Hawk",2021-03-07,"Black Hawk",188000,16332,14274,293,273,20,66776,14945,378,2021-03-07
"Boone",2021-03-07,"Boone",38859,2629,2298,30,28,2,13060,2434,106,2021-03-07
"Bremer",2021-03-07,"Bremer",33201,2836,2525,55,47,8,11573,2698,118,2021-03-07
"Buchanan",2021-03-07,"Buchanan",26372,1867,1657,29,25,4,8885,1775,89,2021-03-07
"Buena Vista",2021-03-07,"Buena Vista",40297,4757,3989,37,34,3,14198,4125,99,2021-03-07
"Butler",2021-03-07,"Butler",25673,1677,1521,31,28,3,6693,1590,38,2021-03-07
"Calhoun",2021-03-07,"Calhoun",16182,1344,1247,11,11,0,5034,1294,36,2021-03-07
"Carroll",2021-03-07,"Carroll",31958,2863,2568,48,41,7,10797,2666,50,2021-03-07
"Cass",2021-03-07,"Cass",18306,1364,1161,51,46,5,6000,1290,78,2021-03-07
"Cedar",2021-03-07,"Cedar",26538,1804,1583,23,21,2,8644,1717,111,2021-03-07
"Cerro Gordo",2021-03-07,"Cerro Gordo",67845,5373,4813,83,70,13,23514,4999,103,2021-03-07
"Cherokee",2021-03-07,"Cherokee",17829,1559,1384,36,29,7,5689,1459,39,2021-03-07
"Chickasaw",2021-03-07,"Chickasaw",15433,1266,1150,15,13,2,5158,1196,31,2021-03-07
"Clarke",2021-03-07,"Clarke",11896,1009,864,20,20,0,4630,949,65,2021-03-07
"Clay",2021-03-07,"Clay",25721,1947,1764,25,20,5,7849,1843,54,2021-03-07
"Clayton",2021-03-07,"Clayton",21584,1685,1531,54,46,8,6634,1601,16,2021-03-07
"Clinton",2021-03-07,"Clinton",54117,5470,4715,84,74,10,21171,5015,216,2021-03-07
"Crawford",2021-03-07,"Crawford",24037,2765,2393,35,31,4,8403,2528,100,2021-03-07
"Dallas",2021-03-07,"Dallas",111653,11474,9503,93,82,11,50973,10201,605,2021-03-07
"Davis",2021-03-07,"Davis",9494,838,712,23,22,1,3230,764,29,2021-03-07
"Decatur",2021-03-07,"Decatur",8979,586,524,9,9,0,3399,569,36,2021-03-07
"Delaware",2021-03-07,"Delaware",23613,1902,1779,40,35,5,7492,1858,39,2021-03-07
"Des Moines",2021-03-07,"Des Moines",48518,4604,4046,61,53,8,20110,4277,170,2021-03-07
"Dickinson",2021-03-07,"Dickinson",22504,2200,1894,40,34,6,9720,2031,97,2021-03-07
"Dubuque",2021-03-07,"Dubuque",163248,13622,11798,196,183,13,54200,12435,441,2021-03-07
"Emmet",2021-03-07,"Emmet",14494,1222,1084,40,38,2,4737,1152,28,2021-03-07
"Fayette",2021-03-07,"Fayette",30552,1870,1693,35,32,3,8740,1792,64,2021-03-07
"Floyd",2021-03-07,"Floyd",22401,1638,1406,41,31,10,7313,1481,34,2021-03-07
"Franklin",2021-03-07,"Franklin",17622,1193,1054,19,18,1,4953,1091,18,2021-03-07
"Fremont",2021-03-07,"Fremont",6491,595,536,9,7,2,2507,559,14,2021-03-07
"Greene",2021-03-07,"Greene",13159,776,709,10,10,0,3897,731,12,2021-03-07
"Grundy",2021-03-07,"Grundy",16949,1397,1234,30,25,5,5487,1322,58,2021-03-07
"Guthrie",2021-03-07,"Guthrie",15688,1174,1041,28,23,5,5310,1093,24,2021-03-07
"Hamilton",2021-03-07,"Hamilton",21019,1924,1638,42,41,1,7172,1738,58,2021-03-07
