"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Humboldt",2021-01-27,"Humboldt",4240,1078,958,19,16,3,101,0.254245283018868
"Ida",2021-01-27,"Ida",2833,769,666,30,29,1,73,0.271443699258736
"Iowa",2021-01-27,"Iowa",7134,1286,1123,22,21,1,141,0.180263526773199
"Jackson",2021-01-27,"Jackson",7913,1965,1748,32,31,1,185,0.248325540250221
"Jasper",2021-01-27,"Jasper",15598,3351,2818,59,57,2,474,0.214835235286575
"Jefferson",2021-01-27,"Jefferson",6628,1226,1008,25,22,3,193,0.184972842486421
"Johnson",2021-01-27,"Johnson",69778,12355,10958,53,49,4,1344,0.17706153802058
"Jones",2021-01-27,"Jones",8734,2756,2555,50,48,2,151,0.315548431417449
"Keokuk",2021-01-27,"Keokuk",3584,865,777,26,26,0,62,0.241350446428571
"Kossuth",2021-01-27,"Kossuth",6883,1821,1525,44,41,3,252,0.26456486996949
"Lee",2021-01-27,"Lee",13946,3271,2837,32,26,6,402,0.234547540513409
"Linn",2021-01-27,"Linn",102128,18187,16331,280,256,24,1576,0.178080448065173
"Louisa",2021-01-27,"Louisa",4816,1170,1038,30,25,5,102,0.242940199335548
"Lucas",2021-01-27,"Lucas",3324,671,564,10,9,1,97,0.201865222623345
"Lyon",2021-01-27,"Lyon",4066,1382,1227,33,30,3,122,0.339891785538613
"Madison",2021-01-27,"Madison",6607,1265,958,10,9,1,297,0.191463599212956
"Mahaska",2021-01-27,"Mahaska",9150,1989,1687,37,33,4,265,0.217377049180328
"Marion",2021-01-27,"Marion",13526,3122,2679,53,46,7,390,0.230814727192075
"Marshall",2021-01-27,"Marshall",18219,4334,4028,62,58,4,244,0.237883528184862
"Mills",2021-01-27,"Mills",6941,1390,1264,17,16,1,109,0.200259328626999
"Mitchell",2021-01-27,"Mitchell",4926,1173,1014,37,36,1,122,0.238124238733252
"Monona",2021-01-27,"Monona",3291,696,535,18,17,1,143,0.211485870556062
"Monroe",2021-01-27,"Monroe",2950,828,638,20,17,3,170,0.280677966101695
"Montgomery",2021-01-27,"Montgomery",3834,901,742,24,23,1,135,0.235002608242045
"Muscatine",2021-01-27,"Muscatine",18843,3975,3494,79,72,7,402,0.210953669797803
"O'Brien",2021-01-27,"O'Brien",5910,1718,1540,55,51,4,123,0.290693739424704
"Osceola",2021-01-27,"Osceola",2162,650,603,11,9,2,36,0.300647548566142
"Page",2021-01-27,"Page",5354,1487,1361,15,14,1,111,0.277736271946208
"Palo Alto",2021-01-27,"Palo Alto",3953,926,802,11,10,1,113,0.234252466481154
"Pending Investigation",2021-01-27,"Pending Investigation",8790,1041,638,0,0,0,403,0.118430034129693
"Plymouth",2021-01-27,"Plymouth",11887,3542,3282,70,63,7,190,0.297972575082022
"Pocahontas",2021-01-27,"Pocahontas",3146,788,701,11,11,0,76,0.250476795931341
"Polk",2021-01-27,"Polk",237453,47206,41029,465,421,44,5712,0.1988014470232
"Pottawattamie",2021-01-27,"Pottawattamie",42219,9208,8174,115,102,13,919,0.218100855065255
"Poweshiek",2021-01-27,"Poweshiek",7418,1360,1189,24,22,2,147,0.183337826907522
"Ringgold",2021-01-27,"Ringgold",2109,463,355,11,10,1,97,0.219535324798483
"Sac",2021-01-27,"Sac",4729,1132,1032,15,15,0,85,0.239374074857264
"Scott",2021-01-27,"Scott",75678,16016,14126,172,163,9,1718,0.21163349982822
"Shelby",2021-01-27,"Shelby",4656,1079,913,27,27,0,139,0.231743986254296
"Sioux",2021-01-27,"Sioux",14092,4607,4274,57,55,2,276,0.326923076923077
"Story",2021-01-27,"Story",49056,8869,7984,38,33,5,847,0.180793378995434
"Tama",2021-01-27,"Tama",7446,1916,1711,59,57,2,146,0.257319366102605
"Taylor",2021-01-27,"Taylor",2251,602,543,9,7,2,50,0.26743669480231
"Union",2021-01-27,"Union",5891,1128,1005,23,21,2,100,0.191478526565948
"Van Buren",2021-01-27,"Van Buren",2352,506,442,15,13,2,49,0.215136054421769
"Wapello",2021-01-27,"Wapello",15095,3532,3043,98,96,2,391,0.233984763166611
"Warren",2021-01-27,"Warren",24220,4640,3764,39,37,2,837,0.191577208918249
"Washington",2021-01-27,"Washington",10419,2248,1867,33,32,1,348,0.215759669833957
"Wayne",2021-01-27,"Wayne",1954,420,356,21,17,4,43,0.214943705220061
"Webster",2021-01-27,"Webster",19506,4752,4383,77,66,11,292,0.243617348508151
"Winnebago",2021-01-27,"Winnebago",5368,1234,1075,29,24,5,130,0.229880774962742
"Winneshiek",2021-01-27,"Winneshiek",8676,1614,1361,20,18,2,233,0.186030428769018
"Woodbury",2021-01-27,"Woodbury",52561,13160,12113,181,168,13,866,0.250375753885961
"Worth",2021-01-27,"Worth",3240,622,519,4,3,1,99,0.191975308641975
"Wright",2021-01-27,"Wright",7176,1678,1511,24,22,2,143,0.233835005574136
"Total",2021-01-27,"Totals",1455735,315152,277831,4492,4095,397,32829,0.216489951811284
