"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-01-27,"Adair",3183,698,588,20,16,4,90,0.219289978008168
"Adams",2021-01-27,"Adams",1387,302,267,3,3,0,32,0.21773612112473
"Allamakee",2021-01-27,"Allamakee",5274,1316,1147,30,26,4,139,0.249525976488434
"Appanoose",2021-01-27,"Appanoose",5233,1133,941,40,39,1,152,0.216510605771068
"Audubon",2021-01-27,"Audubon",2243,427,361,8,8,0,58,0.190370040124833
"Benton",2021-01-27,"Benton",11012,2146,1932,50,40,10,164,0.194878314565928
"Black Hawk",2021-01-27,"Black Hawk",61369,14187,12721,243,229,14,1223,0.231175349117633
"Boone",2021-01-27,"Boone",11951,2253,1881,17,15,2,355,0.188519789138984
"Bremer",2021-01-27,"Bremer",10437,2510,2256,48,44,4,206,0.240490562422152
"Buchanan",2021-01-27,"Buchanan",8202,1629,1425,24,22,2,180,0.198610095098756
"Buena Vista",2021-01-27,"Buena Vista",13508,3977,3695,31,28,3,251,0.294418122594018
"Butler",2021-01-27,"Butler",6112,1526,1260,24,21,3,242,0.24967277486911
"Calhoun",2021-01-27,"Calhoun",4777,1240,1166,9,9,0,65,0.259577140464727
"Carroll",2021-01-27,"Carroll",10204,2589,2334,34,28,6,221,0.253724029792238
"Cass",2021-01-27,"Cass",5531,1155,998,43,41,2,114,0.208822997649611
"Cedar",2021-01-27,"Cedar",7919,1568,1372,19,18,1,177,0.19800479858568
"Cerro Gordo",2021-01-27,"Cerro Gordo",21264,4766,4289,72,61,11,405,0.224134687735139
"Cherokee",2021-01-27,"Cherokee",5316,1405,1211,27,23,4,167,0.264296463506396
"Chickasaw",2021-01-27,"Chickasaw",4704,1140,1040,12,11,1,88,0.24234693877551
"Clarke",2021-01-27,"Clarke",4173,821,672,9,9,0,140,0.1967409537503
"Clay",2021-01-27,"Clay",7336,1736,1526,21,17,4,189,0.236641221374046
"Clayton",2021-01-27,"Clayton",6133,1544,1350,49,41,8,145,0.251752812652862
"Clinton",2021-01-27,"Clinton",19272,4624,4100,68,62,6,456,0.239933582399336
"Crawford",2021-01-27,"Crawford",7866,2357,2106,24,21,3,227,0.299644037630308
"Dallas",2021-01-27,"Dallas",46839,9157,7855,72,61,11,1230,0.195499476931617
"Davis",2021-01-27,"Davis",2811,705,629,21,20,1,55,0.250800426894344
"Decatur",2021-01-27,"Decatur",3021,500,428,4,4,0,68,0.165508109897385
"Delaware",2021-01-27,"Delaware",6987,1778,1593,36,32,4,149,0.254472591956491
"Des Moines",2021-01-27,"Des Moines",18588,3962,3486,43,39,4,433,0.213148267699591
"Dickinson",2021-01-27,"Dickinson",9187,1894,1684,29,26,3,181,0.206160879503646
"Dubuque",2021-01-27,"Dubuque",50925,11683,10472,159,150,9,1052,0.229415807560137
"Emmet",2021-01-27,"Emmet",4461,1113,980,32,31,1,101,0.249495628782784
"Fayette",2021-01-27,"Fayette",8023,1668,1379,24,22,2,265,0.207902280942291
"Floyd",2021-01-27,"Floyd",6767,1421,1251,36,28,8,134,0.209989655681986
"Franklin",2021-01-27,"Franklin",4531,1040,879,18,17,1,143,0.229529905098212
"Fremont",2021-01-27,"Fremont",2374,529,464,6,4,2,59,0.222830665543387
"Greene",2021-01-27,"Greene",3671,698,645,7,7,0,46,0.190138926722964
"Grundy",2021-01-27,"Grundy",5038,1234,1088,28,23,5,118,0.244938467645891
"Guthrie",2021-01-27,"Guthrie",4957,1047,931,24,19,5,92,0.211216461569498
"Hamilton",2021-01-27,"Hamilton",6589,1629,1461,30,29,1,138,0.24723023220519
"Hancock",2021-01-27,"Hancock",5216,1332,1157,24,19,5,151,0.255368098159509
"Hardin",2021-01-27,"Hardin",7289,1588,1436,31,28,3,121,0.217862532583345
"Harrison",2021-01-27,"Harrison",5795,1591,1377,62,58,4,152,0.274547023295945
"Henry",2021-01-27,"Henry",9748,2698,2435,31,31,0,232,0.276774723020107
"Howard",2021-01-27,"Howard",3853,866,695,19,15,4,152,0.224759927329354
