"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1890","134","65","1","68","0.0708994708994709",2020-10-20
"Adams","Adams","799","67","36","0","31","0.0838548185231539",2020-10-20
"Allamakee","Allamakee","3249","327","244","8","75","0.100646352723915",2020-10-20
"Appanoose","Appanoose","3024","202","134","3","65","0.0667989417989418",2020-10-20
"Audubon","Audubon","1380","129","69","1","59","0.0934782608695652",2020-10-20
"Benton","Benton","6473","503","301","1","201","0.0777073999691024",2020-10-20
"Black Hawk","Black Hawk","39582","5195","4326","96","773","0.131246526198777",2020-10-20
"Boone","Boone","7251","678","488","8","182","0.0935043442283823",2020-10-20
"Bremer","Bremer","6089","614","469","8","137","0.100837575956643",2020-10-20
"Buchanan","Buchanan","5098","393","258","3","132","0.0770890545311887",2020-10-20
"Buena Vista","Buena Vista","10106","2200","1948","12","240","0.217692459924797",2020-10-20
"Butler","Butler","3799","344","317","2","25","0.0905501447749408",2020-10-20
"Calhoun","Calhoun","2958","265","224","4","37","0.0895875591615957",2020-10-20
"Carroll","Carroll","6715","1028","641","8","379","0.153090096798213",2020-10-20
"Cass","Cass","3390","309","224","2","83","0.0911504424778761",2020-10-20
"Cedar","Cedar","4627","385","240","5","140","0.0832072617246596",2020-10-20
"Cerro Gordo","Cerro Gordo","12846","1251","1013","23","215","0.0973843998131714",2020-10-20
"Cherokee","Cherokee","3233","366","226","2","138","0.113207547169811",2020-10-20
"Chickasaw","Chickasaw","2890","322","308","1","13","0.111418685121107",2020-10-20
"Clarke","Clarke","2637","313","250","3","60","0.11869548729617",2020-10-20
"Clay","Clay","4433","485","302","4","179","0.109406722309948",2020-10-20
"Clayton","Clayton","3674","350","293","3","54","0.095264017419706",2020-10-20
"Clinton","Clinton","11324","1356","1070","25","261","0.1197456729071",2020-10-20
"Crawford","Crawford","5873","1309","1022","12","275","0.222884386174017",2020-10-20
"Dallas","Dallas","29144","3294","2703","43","548","0.113024979412572",2020-10-20
"Davis","Davis","1530","155","118","4","33","0.101307189542484",2020-10-20
"Decatur","Decatur","1826","129","62","0","67","0.0706462212486309",2020-10-20
"Delaware","Delaware","4515","683","511","8","164","0.151273532668881",2020-10-20
"Des Moines","Des Moines","10848","1213","756","9","448","0.11181784660767",2020-10-20
"Dickinson","Dickinson","5984","684","497","7","180","0.114304812834225",2020-10-20
"Dubuque","Dubuque","34463","4687","3019","52","1616","0.136000928532049",2020-10-20
"Emmet","Emmet","2639","399","259","14","126","0.151193633952255",2020-10-20
"Fayette","Fayette","4761","341","207","2","132","0.0716236084856123",2020-10-20
"Floyd","Floyd","4318","415","372","11","32","0.0961093098656786",2020-10-20
"Franklin","Franklin","2785","373","333","18","22","0.133931777378815",2020-10-20
"Fremont","Fremont","1477","178","101","1","76","0.120514556533514",2020-10-20
"Greene","Greene","2414","173","98","0","75","0.0716652858326429",2020-10-20
"Grundy","Grundy","3153","280","218","4","58","0.0888043133523628",2020-10-20
"Guthrie","Guthrie","3089","369","232","14","123","0.119456134671415",2020-10-20
"Hamilton","Hamilton","4197","444","359","3","82","0.105789849892781",2020-10-20
"Hancock","Hancock","2955","281","225","4","52","0.095093062605753",2020-10-20
"Hardin","Hardin","4388","428","289","5","134","0.097538742023701",2020-10-20
"Harrison","Harrison","3536","577","217","8","352","0.163178733031674",2020-10-20
"Henry","Henry","5946","979","670","5","304","0.164648503195425",2020-10-20
"Howard","Howard","2363","247","177","9","61","0.104528142192129",2020-10-20
"Humboldt","Humboldt","2664","293","221","3","69","0.109984984984985",2020-10-20
"Ida","Ida","1737","177","110","2","65","0.101899827288428",2020-10-20
"Iowa","Iowa","4558","379","195","6","178","0.0831505046072839",2020-10-20
"Jackson","Jackson","4678","531","324","3","204","0.113510047028645",2020-10-20
"Jasper","Jasper","9270","1020","775","34","211","0.110032362459547",2020-10-20
"Jefferson","Jefferson","3275","190","134","1","55","0.0580152671755725",2020-10-20
"Johnson","Johnson","44514","5642","4985","30","627","0.126746641506043",2020-10-20
"Jones","Jones","4642","411","259","3","149","0.0885394226626454",2020-10-20
"Keokuk","Keokuk","1944","140","104","1","35","0.0720164609053498",2020-10-20
"Kossuth","Kossuth","4120","423","254","0","169","0.102669902912621",2020-10-20
"Lee","Lee","8066","872","610","9","253","0.108108108108108",2020-10-20
"Linn","Linn","59685","5052","3808","126","1118","0.0846443830108067",2020-10-20
"Louisa","Louisa","2987","491","411","15","65","0.164378975560763",2020-10-20
"Lucas","Lucas","1925","187","148","6","33","0.0971428571428571",2020-10-20
"Lyon","Lyon","2400","515","282","7","226","0.214583333333333",2020-10-20
"Madison","Madison","4060","343","212","2","129","0.0844827586206897",2020-10-20
"Mahaska","Mahaska","5745","614","395","22","197","0.106875543951262",2020-10-20
"Marion","Marion","7969","926","847","10","69","0.11620027606977",2020-10-20
"Marshall","Marshall","12436","1928","1736","36","156","0.155033772917337",2020-10-20
"Mills","Mills","4370","336","175","1","160","0.0768878718535469",2020-10-20
"Mitchell","Mitchell","3081","230","185","0","45","0.0746510873093152",2020-10-20
"Monona","Monona","2179","228","157","1","70","0.104635153740248",2020-10-20
"Monroe","Monroe","1687","238","144","11","83","0.141078838174274",2020-10-20
"Montgomery","Montgomery","2213","155","137","5","13","0.070040668775418",2020-10-20
"Muscatine","Muscatine","11165","1342","1033","58","251","0.120197044334975",2020-10-20
"O'Brien","O'Brien","3562","580","326","11","243","0.162829870859068",2020-10-20
"Osceola","Osceola","1294","248","150","0","98","0.191653786707883",2020-10-20
"Page","Page","3314","347","266","0","81","0.104707302353651",2020-10-20
"Palo Alto","Palo Alto","2481","289","176","1","112","0.116485288190246",2020-10-20
"Pending Investigation","Pending Investigation","4912","22","0","0","22","0.00447882736156352",2020-10-20
"Plymouth","Plymouth","7779","1539","1077","25","437","0.197840339375241",2020-10-20
"Pocahontas","Pocahontas","1993","209","153","2","54","0.104867034621174",2020-10-20
"Polk","Polk","148289","17995","15319","282","2394","0.121350875654971",2020-10-20
"Pottawattamie","Pottawattamie","25287","2961","2181","44","736","0.117095740894531",2020-10-20
"Poweshiek","Poweshiek","4541","428","307","11","110","0.0942523673199736",2020-10-20
"Ringgold","Ringgold","1351","82","60","2","20","0.0606957809030348",2020-10-20
"Sac","Sac","3122","364","238","3","123","0.116591928251121",2020-10-20
"Scott","Scott","43756","4044","2854","34","1156","0.0924216107505256",2020-10-20
"Shelby","Shelby","2781","344","304","1","39","0.123696512046027",2020-10-20
"Sioux","Sioux","9211","2297","1457","12","828","0.249375746390186",2020-10-20
"Story","Story","32620","3854","3338","17","499","0.11814837522992",2020-10-20
"Tama","Tama","5035","901","696","37","168","0.178947368421053",2020-10-20
"Taylor","Taylor","1471","221","150","2","69","0.150237933378654",2020-10-20
"Union","Union","3643","209","185","4","20","0.0573702992039528",2020-10-20
"Van Buren","Van Buren","1388","158","108","2","48","0.113832853025937",2020-10-20
"Wapello","Wapello","9259","1474","1364","62","48","0.15919645750081",2020-10-20
"Warren","Warren","14459","1151","939","6","206","0.0796043986444429",2020-10-20
"Washington","Washington","6054","611","447","11","153","0.100925008259002",2020-10-20
"Wayne","Wayne","1302","112","92","3","17","0.0860215053763441",2020-10-20
"Webster","Webster","13713","1706","1236","14","456","0.124407496536134",2020-10-20
"Winnebago","Winnebago","3443","437","277","16","144","0.126924194016846",2020-10-20
"Winneshiek","Winneshiek","5018","433","344","9","80","0.0862893583100837",2020-10-20
"Woodbury","Woodbury","36244","6827","5163","88","1576","0.188362211676415",2020-10-20
"Worth","Worth","1901","127","104","0","23","0.0668069437138348",2020-10-20
"Wright","Wright","4948","689","573","1","115","0.139248181083266",2020-10-20
"Total","Totals","905212","108176","83416","1548","23212","0.119503497523232",2020-10-20
