"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-12,"Adair",12474,985,812,32,22,10,3728,864,20,2021-05-12
"Adams",2021-05-12,"Adams",5809,350,328,4,4,0,1643,338,6,2021-05-12
"Allamakee",2021-05-12,"Allamakee",21812,1566,1442,51,41,10,6390,1511,18,2021-05-12
"Appanoose",2021-05-12,"Appanoose",18431,1456,1220,49,44,5,6234,1279,10,2021-05-12
"Audubon",2021-05-12,"Audubon",12553,528,480,10,9,1,2757,508,18,2021-05-12
"Benton",2021-05-12,"Benton",38151,2723,2446,55,44,11,13294,2559,58,2021-05-12
"Black Hawk",2021-05-12,"Black Hawk",219250,17260,15219,308,285,23,72625,15785,258,2021-05-12
"Boone",2021-05-12,"Boone",45146,2827,2544,34,31,3,14384,2635,57,2021-05-12
"Bremer",2021-05-12,"Bremer",40169,2974,2725,60,51,9,12692,2837,52,2021-05-12
"Buchanan",2021-05-12,"Buchanan",31958,2016,1851,31,26,5,9813,1908,26,2021-05-12
"Buena Vista",2021-05-12,"Buena Vista",45757,4890,4176,40,36,4,15160,4245,29,2021-05-12
"Butler",2021-05-12,"Butler",30038,1737,1586,34,30,4,7296,1646,26,2021-05-12
"Calhoun",2021-05-12,"Calhoun",18901,1433,1318,13,12,1,5502,1376,45,2021-05-12
"Carroll",2021-05-12,"Carroll",37395,3066,2738,52,43,9,11716,2854,64,2021-05-12
"Cass",2021-05-12,"Cass",21132,1463,1295,54,48,6,6573,1379,30,2021-05-12
"Cedar",2021-05-12,"Cedar",32136,1986,1804,23,21,2,9521,1894,67,2021-05-12
"Cerro Gordo",2021-05-12,"Cerro Gordo",78150,5794,5120,89,74,15,25945,5379,170,2021-05-12
"Cherokee",2021-05-12,"Cherokee",21304,1686,1527,38,30,8,6185,1587,22,2021-05-12
"Chickasaw",2021-05-12,"Chickasaw",17972,1312,1217,15,13,2,5632,1239,7,2021-05-12
"Clarke",2021-05-12,"Clarke",13744,1060,959,24,22,2,5040,999,16,2021-05-12
"Clay",2021-05-12,"Clay",31406,2262,2076,25,20,5,8755,2153,52,2021-05-12
"Clayton",2021-05-12,"Clayton",25750,1778,1618,56,47,9,7414,1694,20,2021-05-12
"Clinton",2021-05-12,"Clinton",65096,6026,5270,93,79,14,23910,5538,175,2021-05-12
"Crawford",2021-05-12,"Crawford",28607,2900,2580,40,35,5,9065,2659,39,2021-05-12
"Dallas",2021-05-12,"Dallas",130831,12500,10779,98,85,13,56230,11153,276,2021-05-12
"Davis",2021-05-12,"Davis",11444,899,775,24,23,1,3618,827,28,2021-05-12
"Decatur",2021-05-12,"Decatur",10603,624,586,9,9,0,3650,606,11,2021-05-12
"Delaware",2021-05-12,"Delaware",29565,2134,1984,40,36,4,8380,2092,68,2021-05-12
"Des Moines",2021-05-12,"Des Moines",57519,4904,4349,66,55,11,21926,4536,121,2021-05-12
"Dickinson",2021-05-12,"Dickinson",27418,2669,2368,43,37,6,10829,2478,67,2021-05-12
"Dubuque",2021-05-12,"Dubuque",195866,14644,12892,209,193,16,59055,13353,252,2021-05-12
"Emmet",2021-05-12,"Emmet",17427,1411,1240,40,38,2,5358,1340,60,2021-05-12
"Fayette",2021-05-12,"Fayette",37121,1930,1793,41,36,5,9611,1848,14,2021-05-12
"Floyd",2021-05-12,"Floyd",26332,1781,1508,42,32,10,8024,1603,53,2021-05-12
"Franklin",2021-05-12,"Franklin",20007,1296,1102,21,19,2,5541,1184,61,2021-05-12
"Fremont",2021-05-12,"Fremont",7461,661,607,9,7,2,2751,622,6,2021-05-12
"Greene",2021-05-12,"Greene",15287,823,755,10,10,0,4268,776,11,2021-05-12
"Grundy",2021-05-12,"Grundy",19683,1439,1320,33,27,6,5970,1362,9,2021-05-12
"Guthrie",2021-05-12,"Guthrie",18986,1296,1154,30,24,6,5941,1210,26,2021-05-12
"Hamilton",2021-05-12,"Hamilton",23814,1983,1736,49,45,4,7808,1793,8,2021-05-12
"Hancock",2021-05-12,"Hancock",21913,1573,1401,34,27,7,6297,1472,37,2021-05-12
"Hardin",2021-05-12,"Hardin",35738,1978,1754,43,34,9,8782,1849,52,2021-05-12
"Harrison",2021-05-12,"Harrison",21774,1930,1683,73,69,4,6654,1794,38,2021-05-12
"Henry",2021-05-12,"Henry",36990,3053,2822,37,36,1,11379,2912,53,2021-05-12
"Howard",2021-05-12,"Howard",17220,1094,1009,22,18,4,4760,1045,14,2021-05-12
"Humboldt",2021-05-12,"Humboldt",15707,1239,1154,26,23,3,4866,1188,8,2021-05-12
"Ida",2021-05-12,"Ida",12819,1012,856,34,32,2,3449,903,13,2021-05-12
"Iowa",2021-05-12,"Iowa",30280,1546,1432,24,22,2,8454,1482,26,2021-05-12
"Jackson",2021-05-12,"Jackson",26268,2343,2142,42,39,3,9502,2212,28,2021-05-12
"Jasper",2021-05-12,"Jasper",53138,4529,4041,72,66,6,18971,4185,72,2021-05-12
"Jefferson",2021-05-12,"Jefferson",20946,1439,1282,35,29,6,7915,1324,7,2021-05-12
"Johnson",2021-05-12,"Johnson",215748,15319,13863,83,77,6,83604,14458,512,2021-05-12
"Jones",2021-05-12,"Jones",27267,3106,2875,57,51,6,10434,2981,49,2021-05-12
"Keokuk",2021-05-12,"Keokuk",16055,1023,916,31,31,0,4412,955,8,2021-05-12
"Kossuth",2021-05-12,"Kossuth",26781,2271,2065,64,56,8,8215,2152,23,2021-05-12
"Lee",2021-05-12,"Lee",54971,3991,3635,55,42,13,16467,3748,58,2021-05-12
"Linn",2021-05-12,"Linn",298688,22195,19887,334,298,36,122261,20812,591,2021-05-12
"Louisa",2021-05-12,"Louisa",17735,1340,1221,49,42,7,5607,1278,8,2021-05-12
"Lucas",2021-05-12,"Lucas",9609,799,729,23,18,5,3982,771,19,2021-05-12
"Lyon",2021-05-12,"Lyon",16880,1585,1502,41,37,4,4883,1576,33,2021-05-12
"Madison",2021-05-12,"Madison",21262,1758,1516,19,15,4,8114,1616,81,2021-05-12
"Mahaska",2021-05-12,"Mahaska",32076,2405,2184,51,46,5,10856,2297,62,2021-05-12
"Marion",2021-05-12,"Marion",43286,3823,3486,75,64,11,16677,3616,55,2021-05-12
"Marshall",2021-05-12,"Marshall",84186,5194,4697,75,67,8,22180,4821,49,2021-05-12
"Mills",2021-05-12,"Mills",21663,1788,1563,22,19,3,7845,1617,32,2021-05-12
"Mitchell",2021-05-12,"Mitchell",18259,1374,1222,42,39,3,5610,1260,-4,2021-05-12
"Monona",2021-05-12,"Monona",18464,883,782,30,28,2,3900,827,15,2021-05-12
"Monroe",2021-05-12,"Monroe",9959,994,908,29,22,7,3634,950,13,2021-05-12
"Montgomery",2021-05-12,"Montgomery",14637,1109,967,38,36,2,4432,1033,28,2021-05-12
"Muscatine",2021-05-12,"Muscatine",57121,5108,4494,99,90,9,22376,4775,182,2021-05-12
"O'Brien",2021-05-12,"O'Brien",26712,2147,1900,60,55,5,6871,1994,34,2021-05-12
"Osceola",2021-05-12,"Osceola",9294,815,733,16,13,3,2621,785,36,2021-05-12
"Page",2021-05-12,"Page",21851,1993,1880,22,20,2,6554,1926,24,2021-05-12
"Palo Alto",2021-05-12,"Palo Alto",19268,1184,1078,23,22,1,4640,1124,23,2021-05-12
"Pending Investigation",2021-05-12,"Pending Investigation",9481,1003,933,0,0,0,5104,981,48,2021-05-12
"Plymouth",2021-05-12,"Plymouth",39098,4313,3893,80,72,8,13666,4006,33,2021-05-12
"Pocahontas",2021-05-12,"Pocahontas",13562,899,819,22,22,0,3544,853,12,2021-05-12
"Polk",2021-05-12,"Polk",710562,64802,55225,623,549,74,287092,57472,1624,2021-05-12
"Pottawattamie",2021-05-12,"Pottawattamie",122429,12206,10552,168,148,20,49180,11090,370,2021-05-12
"Poweshiek",2021-05-12,"Poweshiek",45822,1622,1499,33,30,3,9181,1547,15,2021-05-12
"Ringgold",2021-05-12,"Ringgold",10259,573,529,24,18,6,2470,555,2,2021-05-12
"Sac",2021-05-12,"Sac",20808,1383,1250,19,19,0,5537,1301,32,2021-05-12
"Scott",2021-05-12,"Scott",217032,21385,18732,240,217,23,90679,19946,974,2021-05-12
"Shelby",2021-05-12,"Shelby",17776,1366,1243,37,33,4,5713,1308,28,2021-05-12
"Sioux",2021-05-12,"Sioux",46931,5323,4974,74,70,4,16682,5136,88,2021-05-12
"Story",2021-05-12,"Story",165117,11361,10223,48,42,6,57731,10590,319,2021-05-12
"Tama",2021-05-12,"Tama",33228,2220,1992,71,67,4,8698,2092,29,2021-05-12
"Taylor",2021-05-12,"Taylor",8908,681,641,12,10,2,2589,657,4,2021-05-12
"Union",2021-05-12,"Union",17634,1364,1202,33,26,7,6757,1281,46,2021-05-12
"Van Buren",2021-05-12,"Van Buren",8672,582,540,18,15,3,2841,556,-2,2021-05-12
"Wapello",2021-05-12,"Wapello",48056,4658,4128,122,118,4,19138,4298,48,2021-05-12
"Warren",2021-05-12,"Warren",79250,6257,5450,88,78,10,29092,5759,221,2021-05-12
"Washington",2021-05-12,"Washington",42360,2703,2439,50,46,4,12310,2539,50,2021-05-12
"Wayne",2021-05-12,"Wayne",7331,581,494,23,18,5,2587,537,20,2021-05-12
"Webster",2021-05-12,"Webster",69901,5413,4982,93,78,15,21817,5117,42,2021-05-12
"Winnebago",2021-05-12,"Winnebago",17952,1529,1330,31,26,5,6533,1416,55,2021-05-12
"Winneshiek",2021-05-12,"Winneshiek",40908,2049,1903,34,29,5,10657,1969,32,2021-05-12
"Woodbury",2021-05-12,"Woodbury",149453,16419,14664,228,209,19,62091,15115,223,2021-05-12
"Worth",2021-05-12,"Worth",13484,787,700,8,7,1,3986,743,35,2021-05-12
"Wright",2021-05-12,"Wright",21150,1916,1768,36,29,7,8061,1843,39,2021-05-12
"Total",2021-05-12,"Totals",4914234,398407,353083,5989,5302,687,1731174,368094,9022,2021-05-12
