"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1187","43","20","1","22","0.0362257792754844",2020-08-24
"Adams","Adams","458","20","17","0","3","0.0436681222707424",2020-08-24
"Allamakee","Allamakee","2279","168","141","4","23","0.0737165423431329",2020-08-24
"Appanoose","Appanoose","1794","66","54","3","9","0.0367892976588629",2020-08-24
"Audubon","Audubon","797","35","24","1","10","0.0439146800501882",2020-08-24
"Benton","Benton","3859","182","129","1","52","0.0471624773257321",2020-08-24
"Black Hawk","Black Hawk","27547","3514","2818","70","626","0.127563800050822",2020-08-24
"Boone","Boone","4578","315","221","3","91","0.0688073394495413",2020-08-24
"Bremer","Bremer","4012","265","163","7","95","0.0660518444666002",2020-08-24
"Buchanan","Buchanan","3327","164","90","1","73","0.0492936579501052",2020-08-24
"Buena Vista","Buena Vista","8220","1815","1762","12","41","0.220802919708029",2020-08-24
"Butler","Butler","2523","163","134","2","27","0.0646056282203726",2020-08-24
"Calhoun","Calhoun","1851","101","75","2","24","0.0545650999459752",2020-08-24
"Carroll","Carroll","3962","298","179","2","117","0.0752145381120646",2020-08-24
"Cass","Cass","1939","105","90","2","13","0.0541516245487365",2020-08-24
"Cedar","Cedar","2759","146","109","1","36","0.0529177238129757",2020-08-24
"Cerro Gordo","Cerro Gordo","9113","716","530","20","166","0.0785690771425436",2020-08-24
"Cherokee","Cherokee","1914","126","107","1","18","0.0658307210031348",2020-08-24
"Chickasaw","Chickasaw","1835","86","66","0","20","0.046866485013624",2020-08-24
"Clarke","Clarke","1750","216","159","3","54","0.123428571428571",2020-08-24
"Clay","Clay","2894","229","166","2","61","0.0791292328956462",2020-08-24
"Clayton","Clayton","2553","152","104","3","45","0.0595377986682335",2020-08-24
"Clinton","Clinton","7078","661","252","6","403","0.0933879627013281",2020-08-24
"Crawford","Crawford","3983","789","696","3","90","0.198091890534773",2020-08-24
"Dallas","Dallas","19948","2116","1670","36","410","0.106075797072388",2020-08-24
"Davis","Davis","950","77","48","2","27","0.0810526315789474",2020-08-24
"Decatur","Decatur","1081","33","24","0","9","0.030527289546716",2020-08-24
"Delaware","Delaware","2784","162","127","2","33","0.0581896551724138",2020-08-24
"Des Moines","Des Moines","5798","425","128","3","294","0.0733011383235598",2020-08-24
"Dickinson","Dickinson","4244","402","353","5","44","0.0947219604147031",2020-08-24
"Dubuque","Dubuque","23023","1903","1360","35","508","0.0826564739608218",2020-08-24
"Emmet","Emmet","1701","212","163","7","42","0.124632569077014",2020-08-24
"Fayette","Fayette","3051","123","71","0","52","0.04031465093412",2020-08-24
"Floyd","Floyd","3054","184","151","3","30","0.060248853962017",2020-08-24
"Franklin","Franklin","2056","275","233","16","26","0.13375486381323",2020-08-24
"Fremont","Fremont","813","55","25","0","30","0.0676506765067651",2020-08-24
"Greene","Greene","1408","45","38","0","7","0.0319602272727273",2020-08-24
"Grundy","Grundy","2095","112","65","1","46","0.0534606205250597",2020-08-24
"Guthrie","Guthrie","2030","157","121","5","31","0.0773399014778325",2020-08-24
"Hamilton","Hamilton","2997","247","228","2","17","0.0824157490824158",2020-08-24
"Hancock","Hancock","2024","133","118","2","13","0.0657114624505929",2020-08-24
"Hardin","Hardin","2886","214","146","1","67","0.0741510741510742",2020-08-24
"Harrison","Harrison","1854","136","104","1","31","0.0733549083063646",2020-08-24
"Henry","Henry","3120","202","104","4","94","0.0647435897435897",2020-08-24
"Howard","Howard","1443","87","47","0","40","0.0602910602910603",2020-08-24
"Humboldt","Humboldt","1733","100","80","2","18","0.0577034045008656",2020-08-24
"Ida","Ida","1057","36","29","0","7","0.0340586565752129",2020-08-24
"Iowa","Iowa","2947","106","77","1","28","0.0359687818120122",2020-08-24
"Jackson","Jackson","2972","180","125","1","54","0.0605652759084791",2020-08-24
"Jasper","Jasper","5593","523","416","29","78","0.0935097443232612",2020-08-24
"Jefferson","Jefferson","2212","104","71","0","33","0.0470162748643761",2020-08-24
"Johnson","Johnson","28630","2550","1795","24","731","0.0890674118057981",2020-08-24
"Jones","Jones","2879","154","113","2","39","0.0534907954150747",2020-08-24
"Keokuk","Keokuk","1216","47","26","1","20","0.0386513157894737",2020-08-24
"Kossuth","Kossuth","2392","111","75","0","36","0.0464046822742475",2020-08-24
"Lee","Lee","4042","258","80","5","173","0.0638297872340425",2020-08-24
"Linn","Linn","38807","2746","2231","91","424","0.0707604298193625",2020-08-24
"Louisa","Louisa","2016","382","359","14","9","0.189484126984127",2020-08-24
"Lucas","Lucas","1060","80","36","4","40","0.0754716981132075",2020-08-24
"Lyon","Lyon","1236","136","120","2","14","0.110032362459547",2020-08-24
"Madison","Madison","2655","151","92","2","57","0.0568738229755179",2020-08-24
"Mahaska","Mahaska","2387","160","120","18","22","0.0670297444490993",2020-08-24
"Marion","Marion","4359","308","182","0","126","0.0706584078917183",2020-08-24
"Marshall","Marshall","9235","1567","1299","28","240","0.169680563075257",2020-08-24
