"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Mills","Mills","2981","117","72","1","44","0.0392485743039249",2020-08-24
"Mitchell","Mitchell","2094","92","75","0","17","0.0439350525310411",2020-08-24
"Monona","Monona","1291","104","88","1","15","0.080557707203718",2020-08-24
"Monroe","Monroe","960","92","58","8","26","0.0958333333333333",2020-08-24
"Montgomery","Montgomery","1495","69","56","4","9","0.0461538461538462",2020-08-24
"Muscatine","Muscatine","7561","925","748","48","129","0.122338315037693",2020-08-24
"O'Brien","O'Brien","2173","164","123","7","34","0.0754716981132075",2020-08-24
"Osceola","Osceola","713","91","76","0","15","0.127629733520337",2020-08-24
"Page","Page","2160","107","101","0","6","0.049537037037037",2020-08-24
"Palo Alto","Palo Alto","1643","105","66","0","39","0.0639074863055386",2020-08-24
"Pending Investigation","Pending Investigation","7160","2","0","0","2","0.000279329608938547",2020-08-24
"Plymouth","Plymouth","4651","614","410","15","189","0.132014620511718",2020-08-24
"Pocahontas","Pocahontas","1357","122","109","2","11","0.0899042004421518",2020-08-24
"Polk","Polk","101901","11767","8995","214","2558","0.115474823603301",2020-08-24
"Pottawattamie","Pottawattamie","17041","1517","1181","31","305","0.0890205973827827",2020-08-24
"Poweshiek","Poweshiek","2431","177","133","8","36","0.0728095433977787",2020-08-24
"Ringgold","Ringgold","813","29","23","1","5","0.035670356703567",2020-08-24
"Sac","Sac","1873","101","77","0","24","0.0539241857981847",2020-08-24
"Scott","Scott","28443","2005","1521","19","465","0.0704918609148121",2020-08-24
"Shelby","Shelby","1814","208","192","1","15","0.114663726571114",2020-08-24
"Sioux","Sioux","5166","777","561","3","213","0.150406504065041",2020-08-24
"Story","Story","22468","1569","1070","16","483","0.0698326508812533",2020-08-24
"Tama","Tama","3607","584","491","29","64","0.161907402273357",2020-08-24
"Taylor","Taylor","985","107","99","0","8","0.108629441624365",2020-08-24
"Union","Union","2405","90","62","3","25","0.0374220374220374",2020-08-24
"Van Buren","Van Buren","859","46","24","1","21","0.0535506402793946",2020-08-24
"Wapello","Wapello","6479","1010","865","43","102","0.155888254360241",2020-08-24
"Warren","Warren","9511","657","483","5","169","0.0690779097886658",2020-08-24
"Washington","Washington","3455","316","288","10","18","0.0914616497829233",2020-08-24
"Wayne","Wayne","665","33","21","2","10","0.0496240601503759",2020-08-24
"Webster","Webster","9826","695","608","8","79","0.0707307144311012",2020-08-24
"Winnebago","Winnebago","2148","144","71","2","71","0.0670391061452514",2020-08-24
"Winneshiek","Winneshiek","2857","170","87","1","82","0.0595029751487574",2020-08-24
"Woodbury","Woodbury","23638","3954","3526","54","374","0.167273034943735",2020-08-24
"Worth","Worth","1253","75","53","0","22","0.0598563447725459",2020-08-24
"Wright","Wright","3673","495","430","1","64","0.134767220255922",2020-08-24
"Total","Totals","597550","56504","43599","1037","11868","0.0945594510919588",2020-08-24
