"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"62","Mahaska",13038,2938,2504,56,378,0.225341310016874,2021-09-24
"63","Marion",19927,4768,4112,86,570,0.239273347719175,2021-09-24
"64","Marshall",25895,6078,5308,82,688,0.234717126858467,2021-09-24
"65","Mills",8854,1913,1768,25,120,0.21606053761012,2021-09-24
"66","Mitchell",6409,1537,1323,43,171,0.239819004524887,2021-09-24
"67","Monona",4344,1015,885,34,96,0.23365561694291,2021-09-24
"68","Monroe",4326,1232,1042,33,157,0.284789644012945,2021-09-24
"69","Montgomery",5256,1313,1084,40,189,0.249809741248097,2021-09-24
"70","Muscatine",26520,6117,5278,111,728,0.230656108597285,2021-09-24
"71","O'Brien",7687,2155,2016,63,76,0.28034343697151,2021-09-24
"72","Osceola",2925,865,809,17,39,0.295726495726496,2021-09-24
"73","Page",7735,2306,2117,24,165,0.298125404007757,2021-09-24
"74","Palo Alto",5332,1371,1191,29,151,0.257126781695424,2021-09-24
"75","Pending Investigation",3101,13,4,0,9,0.00419219606578523,2021-09-24
"76","Plymouth",15099,4484,4128,86,270,0.296973309490695,2021-09-24
"77","Pocahontas",4094,1042,894,23,125,0.254518808011724,2021-09-24
"78","Polk",339030,71109,63308,695,7106,0.209742500663658,2021-09-24
"79","Pottawattamie",56494,13607,12355,190,1062,0.240857436187914,2021-09-24
"80","Poweshiek",10743,1950,1687,37,226,0.181513543702876,2021-09-24
"81","Ringgold",2793,641,589,27,25,0.229502327246688,2021-09-24
"82","Sac",6280,1509,1372,23,114,0.240286624203822,2021-09-24
"83","Scott",106467,23792,21919,266,1607,0.223468304732922,2021-09-24
"84","Shelby",6536,1627,1393,39,195,0.248929008567931,2021-09-24
"85","Sioux",18704,5522,5251,76,195,0.295230966638152,2021-09-24
"86","Story",65498,12364,11462,48,854,0.188769122721304,2021-09-24
"87","Tama",10010,2547,2196,75,276,0.254445554445554,2021-09-24
"88","Taylor",2989,750,702,12,36,0.250920040147206,2021-09-24
"89","Union",7669,1538,1329,37,172,0.200547659408006,2021-09-24
"90","Van Buren",3489,776,639,21,116,0.222413298939524,2021-09-24
"91","Wapello",22712,5441,4615,130,696,0.239564987671715,2021-09-24
"92","Warren",33899,7261,6357,95,809,0.214195109000266,2021-09-24
"93","Washington",15217,3448,2813,54,581,0.22658868370901,2021-09-24
"94","Wayne",3112,677,593,23,61,0.21754498714653,2021-09-24
"95","Webster",25196,6628,5909,106,613,0.263057628194952,2021-09-24
"96","Winnebago",7592,1763,1544,31,188,0.232218124341412,2021-09-24
"97","Winneshiek",12276,2234,2050,37,147,0.18198110133594,2021-09-24
"98","Woodbury",70731,17979,16012,239,1728,0.254188403953005,2021-09-24
"99","Worth",4685,998,890,8,100,0.213020277481323,2021-09-24
"100","Wright",9200,2274,2055,41,178,0.247173913043478,2021-09-24
"101","Totals",2023941,451492,402525,6563,42404,0.223075672660418,2021-09-28
