"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",4223,989,895,34,60,0.234193701160313,2021-09-24
"2","Adams",1935,455,370,4,81,0.235142118863049,2021-09-24
"3","Allamakee",7531,1845,1613,52,180,0.244987385473377,2021-09-24
"4","Appanoose",7435,1629,1333,50,246,0.219098856758574,2021-09-24
"5","Audubon",3220,615,554,14,47,0.190993788819876,2021-09-24
"6","Benton",15597,3359,2841,56,462,0.215361928576008,2021-09-24
"7","Black Hawk",86060,19654,18185,344,1125,0.228375551940507,2021-09-24
"8","Boone",16698,3287,2894,36,357,0.196849922146365,2021-09-24
"9","Bremer",14719,3389,3074,66,249,0.230246620014947,2021-09-24
"10","Buchanan",11540,2568,2182,38,348,0.222530329289428,2021-09-24
"11","Buena Vista",17758,4824,4555,43,226,0.271652213087059,2021-09-24
"12","Butler",8401,1965,1811,37,117,0.233900726104035,2021-09-24
"13","Calhoun",6374,1782,1530,13,239,0.279573266394729,2021-09-24
"14","Carroll",13117,3324,2984,53,287,0.253411603262941,2021-09-24
"15","Cass",7469,1731,1447,56,228,0.231757932788861,2021-09-24
"16","Cedar",11010,2344,2063,25,256,0.212897366030881,2021-09-24
"17","Cerro Gordo",29836,6521,5905,106,510,0.218561469365867,2021-09-24
"18","Cherokee",7059,1874,1668,40,166,0.265476696415923,2021-09-24
"19","Chickasaw",6576,1465,1326,18,121,0.222779805352798,2021-09-24
"20","Clarke",6006,1344,1132,27,185,0.223776223776224,2021-09-24
"21","Clay",10080,2656,2251,29,376,0.263492063492063,2021-09-24
"22","Clayton",8780,2032,1792,58,182,0.231435079726651,2021-09-24
"23","Clinton",28064,6505,5857,99,549,0.231791619156214,2021-09-24
"24","Crawford",10372,3282,3042,45,195,0.316428846895488,2021-09-24
"25","Dallas",66054,13358,12193,102,1063,0.202228479728707,2021-09-24
"26","Davis",4366,1079,955,25,99,0.247136967475951,2021-09-24
"27","Decatur",4212,779,709,11,59,0.184947768281102,2021-09-24
"28","Delaware",9604,2440,2233,44,163,0.254060807996668,2021-09-24
"29","Des Moines",26160,6365,5479,87,799,0.243310397553517,2021-09-24
"30","Dickinson",12029,2859,2564,50,245,0.237675617258292,2021-09-24
"31","Dubuque",67150,15013,13948,224,841,0.223574087862993,2021-09-24
"32","Emmet",6067,1567,1374,41,152,0.258282511949893,2021-09-24
"33","Fayette",11301,2365,2043,45,277,0.209273515618087,2021-09-24
"34","Floyd",9340,2041,1746,42,253,0.218522483940043,2021-09-24
"35","Franklin",6733,1558,1398,24,136,0.231397593940294,2021-09-24
"36","Fremont",3339,785,702,11,72,0.235100329439952,2021-09-24
"37","Greene",5029,1068,869,12,187,0.212368264068403,2021-09-24
"38","Grundy",6885,1639,1466,36,137,0.238053740014524,2021-09-24
"39","Guthrie",7046,1463,1294,32,137,0.20763553789384,2021-09-24
"40","Hamilton",9196,2220,1982,53,185,0.241409308394954,2021-09-24
"41","Hancock",7310,1760,1583,37,140,0.240766073871409,2021-09-24
"42","Hardin",10592,2538,2070,47,421,0.239614803625378,2021-09-24
"43","Harrison",7624,2092,1842,76,174,0.274396642182581,2021-09-24
"44","Henry",13410,3616,3233,42,341,0.269649515287099,2021-09-24
"45","Howard",5466,1203,1081,22,100,0.220087815587267,2021-09-24
"46","Humboldt",5670,1558,1359,26,173,0.274779541446208,2021-09-24
"47","Ida",4051,1126,972,39,115,0.277956060232041,2021-09-24
"48","Iowa",9901,1920,1628,27,265,0.193919806080194,2021-09-24
"49","Jackson",11034,2596,2322,44,230,0.235272793184702,2021-09-24
"50","Jasper",22519,5459,4814,76,569,0.242417514099205,2021-09-24
"51","Jefferson",10606,1867,1534,38,295,0.176032434471054,2021-09-24
"52","Johnson",100303,17348,15747,95,1506,0.172955943491222,2021-09-24
"53","Jones",12047,3477,3131,59,287,0.28861957333776,2021-09-24
"54","Keokuk",5404,1285,1049,33,203,0.237786824574389,2021-09-24
"55","Kossuth",9550,2625,2314,71,240,0.274869109947644,2021-09-24
"56","Lee",20438,5454,4697,84,673,0.26685585673745,2021-09-24
"57","Linn",145045,27380,23657,367,3356,0.188769002723293,2021-09-24
"58","Louisa",6741,1657,1406,51,200,0.245809227117638,2021-09-24
"59","Lucas",4791,1038,837,23,178,0.21665623043206,2021-09-24
"60","Lyon",5660,1829,1647,41,141,0.323144876325088,2021-09-24
"61","Madison",9544,2044,1840,21,183,0.214165968147527,2021-09-24
