"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Mahaska",2021-03-15,"Mahaska",27517,2272,2057,47,42,5,10030,2173,69,2021-03-15
"Marion",2021-03-15,"Marion",37010,3653,3268,74,64,10,15353,3455,113,2021-03-15
"Marshall",2021-03-15,"Marshall",73373,5038,4478,74,66,8,20517,4682,130,2021-03-15
"Mills",2021-03-15,"Mills",19504,1658,1438,20,17,3,7388,1503,45,2021-03-15
"Mitchell",2021-03-15,"Mitchell",15799,1335,1156,40,38,2,5293,1223,27,2021-03-15
"Monona",2021-03-15,"Monona",16281,829,731,29,27,2,3607,775,15,2021-03-15
"Monroe",2021-03-15,"Monroe",8737,947,843,28,21,7,3326,905,34,2021-03-15
"Montgomery",2021-03-15,"Montgomery",12881,1046,924,36,34,2,4243,969,9,2021-03-15
"Muscatine",2021-03-15,"Muscatine",47908,4615,4016,93,84,9,20494,4310,201,2021-03-15
"O'Brien",2021-03-15,"O'Brien",22851,1998,1711,58,54,4,6418,1857,88,2021-03-15
"Osceola",2021-03-15,"Osceola",7374,711,649,15,13,2,2346,686,22,2021-03-15
"Page",2021-03-15,"Page",19073,1878,1755,19,18,1,6144,1817,43,2021-03-15
"Palo Alto",2021-03-15,"Palo Alto",16168,1076,959,22,20,2,4296,1027,46,2021-03-15
"Pending Investigation",2021-03-15,"Pending Investigation",12608,1022,863,0,0,0,6386,1000,137,2021-03-15
"Plymouth",2021-03-15,"Plymouth",34026,4016,3539,79,71,8,12755,3732,114,2021-03-15
"Pocahontas",2021-03-15,"Pocahontas",11785,861,788,19,19,0,3345,815,8,2021-03-15
"Polk",2021-03-15,"Polk",607187,59520,49625,574,511,63,263176,52757,2558,2021-03-15
"Pottawattamie",2021-03-15,"Pottawattamie",106276,10975,9472,149,132,17,45463,9984,363,2021-03-15
"Poweshiek",2021-03-15,"Poweshiek",36645,1566,1430,30,28,2,8435,1496,36,2021-03-15
"Ringgold",2021-03-15,"Ringgold",8866,530,476,22,18,4,2289,513,15,2021-03-15
"Sac",2021-03-15,"Sac",17669,1279,1144,18,18,0,5143,1204,42,2021-03-15
"Scott",2021-03-15,"Scott",185161,18607,16573,217,200,17,82025,17332,542,2021-03-15
"Shelby",2021-03-15,"Shelby",14777,1251,1097,34,31,3,5165,1195,64,2021-03-15
"Sioux",2021-03-15,"Sioux",38638,5007,4628,69,66,3,15298,4837,140,2021-03-15
"Story",2021-03-15,"Story",144971,10443,9240,46,40,6,54150,9751,465,2021-03-15
"Tama",2021-03-15,"Tama",29365,2159,1907,68,65,3,8137,2037,62,2021-03-15
"Taylor",2021-03-15,"Taylor",7665,666,618,12,10,2,2432,641,11,2021-03-15
"Union",2021-03-15,"Union",15426,1278,1148,31,26,5,6316,1199,20,2021-03-15
"Van Buren",2021-03-15,"Van Buren",7599,560,518,18,15,3,2636,538,2,2021-03-15
"Wapello",2021-03-15,"Wapello",42053,4464,3729,114,110,4,17617,4120,277,2021-03-15
"Warren",2021-03-15,"Warren",67086,5699,4886,79,71,8,26711,5223,258,2021-03-15
"Washington",2021-03-15,"Washington",36756,2573,2320,48,44,4,11403,2409,41,2021-03-15
"Wayne",2021-03-15,"Wayne",5539,528,417,21,17,4,2246,490,52,2021-03-15
"Webster",2021-03-15,"Webster",62298,5255,4775,88,74,14,20704,4990,127,2021-03-15
"Winnebago",2021-03-15,"Winnebago",15639,1417,1243,31,26,5,5981,1322,48,2021-03-15
"Winneshiek",2021-03-15,"Winneshiek",33413,1926,1730,30,26,4,9825,1854,94,2021-03-15
"Woodbury",2021-03-15,"Woodbury",128409,15303,13304,216,199,17,57071,14050,530,2021-03-15
"Worth",2021-03-15,"Worth",11222,707,643,8,7,1,3613,669,18,2021-03-15
"Wright",2021-03-15,"Wright",19163,1819,1684,31,26,5,7664,1754,39,2021-03-15
"Total",2021-03-15,"Totals",4245565,370731,324616,5641,5045,596,1596863,342743,12486,2021-03-15
