"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-03-15,"Adair",11213,939,748,31,22,9,3476,824,45,2021-03-15
"Adams",2021-03-15,"Adams",4869,327,315,4,4,0,1526,319,0,2021-03-15
"Allamakee",2021-03-15,"Allamakee",19024,1518,1333,48,38,10,5943,1464,83,2021-03-15
"Appanoose",2021-03-15,"Appanoose",16023,1398,1149,47,43,4,5785,1237,41,2021-03-15
"Audubon",2021-03-15,"Audubon",10716,493,445,9,8,1,2500,477,23,2021-03-15
"Benton",2021-03-15,"Benton",33078,2596,2237,54,44,10,12178,2442,151,2021-03-15
"Black Hawk",2021-03-15,"Black Hawk",192527,16453,14418,296,276,20,67650,15078,364,2021-03-15
"Boone",2021-03-15,"Boone",39790,2651,2338,30,28,2,13252,2469,101,2021-03-15
"Bremer",2021-03-15,"Bremer",34400,2864,2556,56,48,8,11773,2728,116,2021-03-15
"Buchanan",2021-03-15,"Buchanan",27156,1891,1691,30,26,4,9033,1797,76,2021-03-15
"Buena Vista",2021-03-15,"Buena Vista",40992,4774,4004,37,34,3,14339,4148,107,2021-03-15
"Butler",2021-03-15,"Butler",26432,1681,1529,32,28,4,6789,1598,37,2021-03-15
"Calhoun",2021-03-15,"Calhoun",16518,1352,1258,11,11,0,5104,1304,35,2021-03-15
"Carroll",2021-03-15,"Carroll",32580,2900,2585,49,42,7,10923,2698,64,2021-03-15
"Cass",2021-03-15,"Cass",18756,1379,1184,52,47,5,6094,1311,75,2021-03-15
"Cedar",2021-03-15,"Cedar",27299,1831,1609,23,21,2,8810,1751,119,2021-03-15
"Cerro Gordo",2021-03-15,"Cerro Gordo",69189,5409,4841,85,71,14,23908,5045,119,2021-03-15
"Cherokee",2021-03-15,"Cherokee",18397,1593,1388,37,29,8,5793,1497,72,2021-03-15
"Chickasaw",2021-03-15,"Chickasaw",15699,1269,1166,15,13,2,5223,1202,21,2021-03-15
"Clarke",2021-03-15,"Clarke",12147,1022,890,21,21,0,4695,963,52,2021-03-15
"Clay",2021-03-15,"Clay",26249,1997,1791,25,20,5,7976,1894,78,2021-03-15
"Clayton",2021-03-15,"Clayton",22098,1691,1539,55,46,9,6730,1608,14,2021-03-15
"Clinton",2021-03-15,"Clinton",55308,5503,4790,87,76,11,21530,5056,179,2021-03-15
"Crawford",2021-03-15,"Crawford",24732,2795,2423,36,31,5,8526,2565,106,2021-03-15
"Dallas",2021-03-15,"Dallas",114530,11633,9727,93,82,11,51926,10363,543,2021-03-15
"Davis",2021-03-15,"Davis",9784,843,723,23,22,1,3279,772,26,2021-03-15
"Decatur",2021-03-15,"Decatur",9263,590,538,9,9,0,3439,576,29,2021-03-15
"Delaware",2021-03-15,"Delaware",24132,1920,1797,40,35,5,7617,1876,39,2021-03-15
"Des Moines",2021-03-15,"Des Moines",50302,4635,4116,61,53,8,20404,4313,136,2021-03-15
"Dickinson",2021-03-15,"Dickinson",23065,2257,1934,40,34,6,9871,2095,121,2021-03-15
"Dubuque",2021-03-15,"Dubuque",166766,13693,11944,199,186,13,54850,12505,362,2021-03-15
"Emmet",2021-03-15,"Emmet",14728,1234,1093,40,38,2,4815,1165,32,2021-03-15
"Fayette",2021-03-15,"Fayette",31206,1876,1715,36,33,3,8865,1801,50,2021-03-15
"Floyd",2021-03-15,"Floyd",22705,1654,1419,41,31,10,7415,1495,35,2021-03-15
"Franklin",2021-03-15,"Franklin",17970,1197,1058,20,19,1,5036,1100,22,2021-03-15
"Fremont",2021-03-15,"Fremont",6544,593,536,9,7,2,2533,560,15,2021-03-15
"Greene",2021-03-15,"Greene",13383,787,711,10,10,0,3953,740,19,2021-03-15
"Grundy",2021-03-15,"Grundy",17384,1401,1256,31,26,5,5568,1328,41,2021-03-15
"Guthrie",2021-03-15,"Guthrie",16178,1184,1050,28,23,5,5414,1105,27,2021-03-15
"Hamilton",2021-03-15,"Hamilton",21441,1932,1669,42,41,1,7274,1744,33,2021-03-15
"Hancock",2021-03-15,"Hancock",19038,1483,1327,33,27,6,5754,1389,29,2021-03-15
"Hardin",2021-03-15,"Hardin",30635,1841,1616,39,33,6,8053,1718,63,2021-03-15
"Harrison",2021-03-15,"Harrison",18754,1812,1577,70,66,4,6188,1685,38,2021-03-15
"Henry",2021-03-15,"Henry",32950,2940,2732,37,36,1,10567,2808,39,2021-03-15
"Howard",2021-03-15,"Howard",15213,1049,942,22,18,4,4414,1007,43,2021-03-15
"Humboldt",2021-03-15,"Humboldt",13938,1191,1087,25,22,3,4555,1144,32,2021-03-15
"Ida",2021-03-15,"Ida",10892,955,766,32,30,2,3191,849,51,2021-03-15
"Iowa",2021-03-15,"Iowa",26388,1479,1334,23,21,2,7792,1416,59,2021-03-15
"Jackson",2021-03-15,"Jackson",22950,2236,2028,39,36,3,8735,2113,46,2021-03-15
"Jasper",2021-03-15,"Jasper",45609,4245,3575,69,64,5,17458,3918,274,2021-03-15
"Jefferson",2021-03-15,"Jefferson",18331,1397,1247,34,28,6,7417,1289,8,2021-03-15
"Johnson",2021-03-15,"Johnson",187958,14016,12747,76,71,5,76324,13239,416,2021-03-15
"Jones",2021-03-15,"Jones",23061,2963,2775,55,51,4,9535,2865,35,2021-03-15
"Keokuk",2021-03-15,"Keokuk",14032,995,877,29,29,0,4023,927,21,2021-03-15
"Kossuth",2021-03-15,"Kossuth",22962,2123,1875,57,51,6,7586,2007,75,2021-03-15
"Lee",2021-03-15,"Lee",48606,3771,3430,54,41,13,15233,3549,65,2021-03-15
"Linn",2021-03-15,"Linn",259026,20852,18790,320,288,32,112049,19603,493,2021-03-15
"Louisa",2021-03-15,"Louisa",15507,1293,1156,48,41,7,5234,1232,28,2021-03-15
"Lucas",2021-03-15,"Lucas",8362,763,669,21,17,4,3655,734,44,2021-03-15
"Lyon",2021-03-15,"Lyon",13595,1480,1393,41,37,4,4419,1474,40,2021-03-15
"Madison",2021-03-15,"Madison",18467,1605,1378,18,14,4,7425,1470,74,2021-03-15
