"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Emmet",2021-05-31,"Emmet",17872,1426,1282,40,38,2,5443,1350,28,2021-05-31
"Fayette",2021-05-31,"Fayette",37979,1938,1809,42,37,5,9764,1854,3,2021-05-31
"Floyd",2021-05-31,"Floyd",26945,1803,1554,42,32,10,8160,1622,26,2021-05-31
"Franklin",2021-05-31,"Franklin",20967,1332,1134,21,19,2,5712,1225,70,2021-05-31
"Fremont",2021-05-31,"Fremont",7942,665,614,9,7,2,2821,626,3,2021-05-31
"Greene",2021-05-31,"Greene",15578,828,763,10,10,0,4343,780,7,2021-05-31
"Grundy",2021-05-31,"Grundy",20034,1444,1329,33,27,6,6053,1366,4,2021-05-31
"Guthrie",2021-05-31,"Guthrie",19552,1311,1181,32,26,6,6056,1223,10,2021-05-31
"Hamilton",2021-05-31,"Hamilton",24235,1996,1745,50,45,5,7927,1809,14,2021-05-31
"Hancock",2021-05-31,"Hancock",22760,1593,1427,34,27,7,6446,1496,35,2021-05-31
"Hardin",2021-05-31,"Hardin",37108,1999,1806,44,34,10,8964,1866,16,2021-05-31
"Harrison",2021-05-31,"Harrison",22161,1932,1717,73,69,4,6722,1798,8,2021-05-31
"Henry",2021-05-31,"Henry",38006,3079,2863,37,36,1,11560,2935,35,2021-05-31
"Howard",2021-05-31,"Howard",17532,1097,1020,22,18,4,4822,1047,5,2021-05-31
"Humboldt",2021-05-31,"Humboldt",15986,1245,1161,26,23,3,4917,1194,7,2021-05-31
"Ida",2021-05-31,"Ida",13045,1023,865,35,32,3,3505,913,13,2021-05-31
"Iowa",2021-05-31,"Iowa",30975,1559,1460,24,22,2,8580,1497,13,2021-05-31
"Jackson",2021-05-31,"Jackson",27150,2380,2165,42,39,3,9698,2244,37,2021-05-31
"Jasper",2021-05-31,"Jasper",54566,4552,4086,72,67,5,19341,4205,47,2021-05-31
"Jefferson",2021-05-31,"Jefferson",21763,1451,1297,35,29,6,8245,1333,1,2021-05-31
"Johnson",2021-05-31,"Johnson",221755,15446,14279,85,77,8,85245,14566,202,2021-05-31
"Jones",2021-05-31,"Jones",28012,3133,2907,57,51,6,10624,3006,42,2021-05-31
"Keokuk",2021-05-31,"Keokuk",16361,1030,926,31,31,0,4486,963,6,2021-05-31
"Kossuth",2021-05-31,"Kossuth",27397,2279,2091,65,56,9,8306,2159,3,2021-05-31
"Lee",2021-05-31,"Lee",56623,4037,3674,55,42,13,16760,3791,62,2021-05-31
"Linn",2021-05-31,"Linn",307468,22433,20336,338,302,36,124471,21042,368,2021-05-31
"Louisa",2021-05-31,"Louisa",18176,1355,1234,49,42,7,5694,1293,10,2021-05-31
"Lucas",2021-05-31,"Lucas",9919,807,749,23,18,5,4073,779,7,2021-05-31
"Lyon",2021-05-31,"Lyon",17272,1595,1531,41,37,4,4977,1586,14,2021-05-31
"Madison",2021-05-31,"Madison",22041,1780,1579,19,15,4,8263,1638,40,2021-05-31
"Mahaska",2021-05-31,"Mahaska",32882,2425,2231,51,46,5,11055,2318,36,2021-05-31
"Marion",2021-05-31,"Marion",44424,3854,3540,76,65,11,16972,3648,32,2021-05-31
"Marshall",2021-05-31,"Marshall",85830,5234,4737,76,68,8,22628,4858,45,2021-05-31
"Mills",2021-05-31,"Mills",22033,1796,1593,23,20,3,7925,1628,12,2021-05-31
"Mitchell",2021-05-31,"Mitchell",18771,1379,1226,42,39,3,5682,1265,-3,2021-05-31
"Monona",2021-05-31,"Monona",18754,885,801,31,29,2,3948,827,-5,2021-05-31
"Monroe",2021-05-31,"Monroe",10186,1003,921,29,22,7,3709,958,8,2021-05-31
"Montgomery",2021-05-31,"Montgomery",14898,1111,988,38,36,2,4465,1035,9,2021-05-31
"Muscatine",2021-05-31,"Muscatine",59022,5200,4646,104,95,9,22804,4857,107,2021-05-31
"O'Brien",2021-05-31,"O'Brien",27279,2151,1930,61,56,5,6947,1998,7,2021-05-31
"Osceola",2021-05-31,"Osceola",9586,815,762,16,13,3,2672,789,11,2021-05-31
"Page",2021-05-31,"Page",22493,2001,1898,22,20,2,6611,1934,14,2021-05-31
"Palo Alto",2021-05-31,"Palo Alto",19673,1193,1095,23,22,1,4702,1135,17,2021-05-31
"Pending Investigation",2021-05-31,"Pending Investigation",8265,992,937,0,0,0,4360,965,28,2021-05-31
"Plymouth",2021-05-31,"Plymouth",40018,4331,3920,80,72,8,13820,4023,23,2021-05-31
"Pocahontas",2021-05-31,"Pocahontas",14085,905,834,22,22,0,3590,858,2,2021-05-31
"Polk",2021-05-31,"Polk",731558,65363,56531,636,558,78,292494,58002,835,2021-05-31
"Pottawattamie",2021-05-31,"Pottawattamie",125105,12293,10865,171,149,22,49762,11176,140,2021-05-31
"Poweshiek",2021-05-31,"Poweshiek",47585,1642,1517,35,32,3,9324,1565,13,2021-05-31
"Ringgold",2021-05-31,"Ringgold",10470,577,538,24,18,6,2508,559,-3,2021-05-31
"Sac",2021-05-31,"Sac",21568,1391,1278,19,19,0,5617,1307,10,2021-05-31
"Scott",2021-05-31,"Scott",225666,21670,19481,244,220,24,92618,20218,493,2021-05-31
"Shelby",2021-05-31,"Shelby",18080,1373,1269,37,33,4,5771,1313,7,2021-05-31
"Sioux",2021-05-31,"Sioux",47861,5344,5043,74,71,3,16881,5160,43,2021-05-31
"Story",2021-05-31,"Story",168346,11450,10465,48,42,6,58646,10687,174,2021-05-31
"Tama",2021-05-31,"Tama",33775,2235,2014,71,67,4,8849,2109,24,2021-05-31
"Taylor",2021-05-31,"Taylor",9188,686,647,12,10,2,2648,664,5,2021-05-31
"Union",2021-05-31,"Union",18110,1374,1243,34,26,8,6877,1291,14,2021-05-31
"Van Buren",2021-05-31,"Van Buren",8913,587,542,18,15,3,2903,562,2,2021-05-31
"Wapello",2021-05-31,"Wapello",49493,4692,4156,122,118,4,19509,4326,48,2021-05-31
"Warren",2021-05-31,"Warren",81707,6311,5625,90,80,10,29669,5810,95,2021-05-31
"Washington",2021-05-31,"Washington",43674,2721,2479,51,47,4,12529,2553,23,2021-05-31
"Wayne",2021-05-31,"Wayne",7594,585,508,23,18,5,2644,543,12,2021-05-31
"Webster",2021-05-31,"Webster",71564,5430,5014,94,79,15,22091,5133,25,2021-05-31
"Winnebago",2021-05-31,"Winnebago",18624,1548,1374,31,26,5,6656,1435,30,2021-05-31
"Winneshiek",2021-05-31,"Winneshiek",41768,2051,1930,35,30,5,10820,1971,6,2021-05-31
"Woodbury",2021-05-31,"Woodbury",153006,16514,14866,229,210,19,62920,15201,106,2021-05-31
"Worth",2021-05-31,"Worth",13950,798,728,8,7,1,4064,755,19,2021-05-31
"Wright",2021-05-31,"Wright",21566,1930,1794,38,31,7,8175,1850,18,2021-05-31
"Total",2021-05-31,"Totals",5049625,401821,360285,6055,5353,702,1760456,371317,4977,2021-05-31
