"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2486","386","161","6","219","0.15526950925181",2020-11-20
"Adams","Adams","1062","150","78","1","71","0.141242937853107",2020-11-20
"Allamakee","Allamakee","4055","683","360","11","312","0.168434032059186",2020-11-20
"Appanoose","Appanoose","4015","678","231","6","441","0.168866749688667",2020-11-20
"Audubon","Audubon","1725","274","140","1","133","0.158840579710145",2020-11-20
"Benton","Benton","8828","1499","559","13","927","0.169800634345265",2020-11-20
"Black Hawk","Black Hawk","49460","9911","5431","125","4355","0.200384148807117",2020-11-20
"Boone","Boone","8838","1205","699","10","496","0.136343064041638",2020-11-20
"Bremer","Bremer","8113","1688","650","12","1026","0.208061136447677",2020-11-20
"Buchanan","Buchanan","6553","1034","434","8","592","0.157790325041966",2020-11-20
"Buena Vista","Buena Vista","11365","2846","2232","14","600","0.250417949846018",2020-11-20
"Butler","Butler","4834","865","448","3","414","0.178940835746794",2020-11-20
"Calhoun","Calhoun","4031","955","353","7","595","0.236913917142148",2020-11-20
"Carroll","Carroll","8295","1830","1097","15","718","0.220614828209765",2020-11-20
"Cass","Cass","4243","707","476","18","213","0.16662738628329",2020-11-20
"Cedar","Cedar","6128","935","435","13","487","0.152578328981723",2020-11-20
"Cerro Gordo","Cerro Gordo","16715","3071","1318","38","1715","0.183727191145678",2020-11-20
"Cherokee","Cherokee","3959","699","387","4","308","0.176559737307401",2020-11-20
"Chickasaw","Chickasaw","3708","743","535","2","206","0.200377562028047",2020-11-20
"Clarke","Clarke","3128","451","337","4","110","0.144181585677749",2020-11-20
"Clay","Clay","5605","982","517","4","461","0.175200713648528",2020-11-20
"Clayton","Clayton","4766","945","420","4","521","0.198279479647503",2020-11-20
"Clinton","Clinton","14806","2891","1439","37","1415","0.195258678913954",2020-11-20
"Crawford","Crawford","6626","1657","1335","15","307","0.250075460307878",2020-11-20
"Dallas","Dallas","36363","5709","3356","54","2299","0.157000247504331",2020-11-20
"Davis","Davis","2087","405","172","4","229","0.194058457115477",2020-11-20
"Decatur","Decatur","2275","289","147","0","142","0.127032967032967",2020-11-20
"Delaware","Delaware","5672","1305","743","21","541","0.230077574047955",2020-11-20
"Des Moines","Des Moines","14620","2580","1344","15","1221","0.176470588235294",2020-11-20
"Dickinson","Dickinson","7295","1205","718","9","478","0.165181631254284",2020-11-20
"Dubuque","Dubuque","42043","8409","5035","89","3285","0.200009514068929",2020-11-20
"Emmet","Emmet","3368","677","402","23","252","0.201009501187648",2020-11-20
"Fayette","Fayette","6110","911","362","8","541","0.149099836333879",2020-11-20
"Floyd","Floyd","5411","879","476","14","389","0.162446867492146",2020-11-20
"Franklin","Franklin","3537","659","393","19","247","0.186316087079446",2020-11-20
"Fremont","Fremont","1850","324","200","2","122","0.175135135135135",2020-11-20
"Greene","Greene","2981","465","185","0","280","0.155987923515599",2020-11-20
"Grundy","Grundy","3984","744","295","10","439","0.186746987951807",2020-11-20
"Guthrie","Guthrie","3891","668","371","15","282","0.171678231817014",2020-11-20
"Hamilton","Hamilton","5110","935","502","7","426","0.182974559686888",2020-11-20
"Hancock","Hancock","3986","758","335","7","416","0.190165579528349",2020-11-20
"Hardin","Hardin","5726","1004","463","10","531","0.175340551868669",2020-11-20
"Harrison","Harrison","4388","970","627","26","317","0.22105742935278",2020-11-20
"Henry","Henry","7554","1648","1043","7","598","0.218162562880593",2020-11-20
"Howard","Howard","2922","474","256","9","209","0.162217659137577",2020-11-20
"Humboldt","Humboldt","3367","630","324","4","302","0.187110187110187",2020-11-20
"Ida","Ida","2170","420","188","9","223","0.193548387096774",2020-11-20
"Iowa","Iowa","5724","834","382","11","441","0.145702306079665",2020-11-20
"Jackson","Jackson","6165","1300","606","8","686","0.210867802108678",2020-11-20
"Jasper","Jasper","11759","1961","1050","39","872","0.166765881452504",2020-11-20
"Jefferson","Jefferson","4972","574","230","1","343","0.115446500402253",2020-11-20
"Johnson","Johnson","55637","8751","5740","35","2976","0.157287416647195",2020-11-20
"Jones","Jones","7235","2109","429","10","1670","0.291499654457498",2020-11-20
"Keokuk","Keokuk","2715","491","154","5","332","0.180847145488029",2020-11-20
"Kossuth","Kossuth","5238","886","453","3","430","0.169148529973272",2020-11-20
"Lee","Lee","10644","1815","923","14","878","0.170518602029312",2020-11-20
"Linn","Linn","81117","12666","5269","150","7247","0.156144827841266",2020-11-20
"Louisa","Louisa","3839","771","499","16","256","0.200833550403751",2020-11-20
"Lucas","Lucas","2411","296","195","6","95","0.122770634591456",2020-11-20
"Lyon","Lyon","3090","905","530","8","367","0.292880258899676",2020-11-20
"Madison","Madison","4911","610","352","4","254","0.124210954998982",2020-11-20
"Mahaska","Mahaska","6992","1135","658","26","451","0.162328375286041",2020-11-20
"Marion","Marion","10134","1820","1031","17","772","0.179593447799487",2020-11-20
"Marshall","Marshall","14888","3184","1955","40","1189","0.213863514239656",2020-11-20
"Mills","Mills","5530","927","373","6","548","0.167631103074141",2020-11-20
"Mitchell","Mitchell","3941","679","256","4","419","0.172291296625222",2020-11-20
"Monona","Monona","2582","361","238","2","121","0.139814097598761",2020-11-20
"Monroe","Monroe","2107","397","244","12","141","0.188419553868059",2020-11-20
"Montgomery","Montgomery","2797","403","202","10","191","0.144082946013586",2020-11-20
"Muscatine","Muscatine","14530","2536","1370","63","1103","0.174535443909153",2020-11-20
"O'Brien","O'Brien","4598","1154","632","26","496","0.250978686385385",2020-11-20
"Osceola","Osceola","1719","473","280","0","193","0.275159976730657",2020-11-20
"Page","Page","4363","1044","429","3","612","0.239284895713958",2020-11-20
"Palo Alto","Palo Alto","3171","579","310","3","266","0.182592242194891",2020-11-20
"Pending Investigation","Pending Investigation","7744","550","1","0","549","0.0710227272727273",2020-11-20
"Plymouth","Plymouth","9550","2514","1614","36","864","0.263246073298429",2020-11-20
"Pocahontas","Pocahontas","2596","493","218","2","273","0.189907550077042",2020-11-20
"Polk","Polk","184939","29781","18471","317","10993","0.161031475243188",2020-11-20
"Pottawattamie","Pottawattamie","32160","5426","3269","62","2095","0.168718905472637",2020-11-20
"Poweshiek","Poweshiek","5790","870","471","12","387","0.150259067357513",2020-11-20
"Ringgold","Ringgold","1632","160","95","2","63","0.0980392156862745",2020-11-20
"Sac","Sac","3856","733","385","7","341","0.190093360995851",2020-11-20
"Scott","Scott","57809","9644","4496","68","5080","0.166825234825027",2020-11-20
"Shelby","Shelby","3558","697","436","3","258","0.195896571107364",2020-11-20
"Sioux","Sioux","11235","3405","2378","22","1005","0.303070761014686",2020-11-20
"Story","Story","38920","6048","3944","19","2085","0.155395683453237",2020-11-20
"Tama","Tama","6085","1422","877","39","506","0.233689400164339",2020-11-20
"Taylor","Taylor","1813","403","231","2","170","0.222283507997794",2020-11-20
"Union","Union","4706","644","264","6","374","0.136846578835529",2020-11-20
"Van Buren","Van Buren","1835","319","170","4","145","0.173841961852861",2020-11-20
"Wapello","Wapello","11238","2291","1492","70","729","0.203861897134721",2020-11-20
"Warren","Warren","18498","2390","1222","9","1159","0.129203157098065",2020-11-20
"Washington","Washington","8064","1227","629","12","586","0.152157738095238",2020-11-20
"Wayne","Wayne","1553","268","131","6","131","0.172569220862846",2020-11-20
"Webster","Webster","16120","3183","1796","27","1360","0.197456575682382",2020-11-20
"Winnebago","Winnebago","4366","841","459","23","359","0.192624828218049",2020-11-20
"Winneshiek","Winneshiek","6505","845","519","9","317","0.129900076863951",2020-11-20
"Woodbury","Woodbury","42908","9636","7064","110","2462","0.224573506106087",2020-11-20
"Worth","Worth","2445","315","140","0","175","0.128834355828221",2020-11-20
"Wright","Wright","5872","1104","722","5","377","0.188010899182561",2020-11-20
"Total","Totals","1144660","203023","114293","2127","86603","0.177365331190048",2020-11-20
