"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Marshall",2021-01-31,"Marshall",18619,4384,4057,65,61,4,262,0.235458402706912
"Mills",2021-01-31,"Mills",6996,1401,1288,17,16,1,96,0.200257289879931
"Mitchell",2021-01-31,"Mitchell",4958,1179,1034,38,37,1,107,0.237797498991529
"Monona",2021-01-31,"Monona",3353,724,546,18,17,1,160,0.215926036385327
"Monroe",2021-01-31,"Monroe",2978,836,687,20,17,3,129,0.280725319006044
"Montgomery",2021-01-31,"Montgomery",3943,921,754,28,27,1,139,0.233578493532843
"Muscatine",2021-01-31,"Muscatine",19027,4007,3544,81,74,7,382,0.210595469595837
"O'Brien",2021-01-31,"O'Brien",5943,1724,1559,56,52,4,109,0.290089180548544
"Osceola",2021-01-31,"Osceola",2180,653,607,12,10,2,34,0.29954128440367
"Page",2021-01-31,"Page",5436,1515,1379,16,15,1,120,0.278697571743929
"Palo Alto",2021-01-31,"Palo Alto",3985,934,826,12,11,1,96,0.234378920953576
"Pending Investigation",2021-01-31,"Pending Investigation",8842,1064,719,0,0,0,345,0.12033476589007
"Plymouth",2021-01-31,"Plymouth",11987,3564,3313,71,64,7,180,0.297322098940519
"Pocahontas",2021-01-31,"Pocahontas",3162,791,722,12,12,0,57,0.250158127767236
"Polk",2021-01-31,"Polk",239938,47918,41754,480,433,47,5684,0.199709925063975
"Pottawattamie",2021-01-31,"Pottawattamie",42601,9329,8329,120,107,13,880,0.218985469824652
"Poweshiek",2021-01-31,"Poweshiek",7782,1387,1207,24,22,2,156,0.178231817013621
"Ringgold",2021-01-31,"Ringgold",2124,466,366,11,10,1,89,0.21939736346516
"Sac",2021-01-31,"Sac",4769,1141,1037,15,15,0,89,0.239253512266723
"Scott",2021-01-31,"Scott",76410,16221,14363,178,169,9,1680,0.212288967412642
"Shelby",2021-01-31,"Shelby",4714,1100,934,28,28,0,138,0.233347475604582
"Sioux",2021-01-31,"Sioux",14209,4628,4328,61,58,3,239,0.325709057639524
"Story",2021-01-31,"Story",49545,9010,8088,39,34,5,883,0.181854879402563
"Tama",2021-01-31,"Tama",7585,1938,1730,59,57,2,149,0.255504284772577
"Taylor",2021-01-31,"Taylor",2276,611,548,11,9,2,52,0.268453427065026
"Union",2021-01-31,"Union",5947,1144,1018,25,23,2,101,0.19236589877249
"Van Buren",2021-01-31,"Van Buren",2390,513,446,16,13,3,51,0.214644351464435
"Wapello",2021-01-31,"Wapello",15241,3589,3072,98,96,2,419,0.235483236008136
"Warren",2021-01-31,"Warren",24498,4746,3870,49,46,3,827,0.193730100416361
"Washington",2021-01-31,"Washington",10517,2273,1938,33,32,1,302,0.216126271750499
"Wayne",2021-01-31,"Wayne",1970,425,370,21,17,4,34,0.215736040609137
"Webster",2021-01-31,"Webster",19617,4770,4443,78,66,12,249,0.243156445939746
"Winnebago",2021-01-31,"Winnebago",5437,1246,1090,29,24,5,127,0.229170498436638
"Winneshiek",2021-01-31,"Winneshiek",8805,1653,1377,23,20,3,253,0.187734241908007
"Woodbury",2021-01-31,"Woodbury",53002,13255,12275,186,173,13,794,0.250084902456511
"Worth",2021-01-31,"Worth",3270,628,538,4,3,1,86,0.192048929663609
"Wright",2021-01-31,"Wright",7251,1689,1533,26,23,3,130,0.232933388498138
"Total",2021-01-31,"Totals",1472772,319206,282480,4651,4236,415,32075,0.216738232394424
