"","date","Tested","Positive","Recovered","Deaths","Active","New.Pos","New.Test","New.Deaths","Frac.Pos"
"1","2020-07-31",7578,567,220,17,330,NA,NA,NA,NA
"2","2020-08-01",7656,574,221,17,336,7,78,0,0.0897435897435897
