"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-04-04,"Adair",11796,957,787,32,22,10,3576,838,19,2021-04-04
"Adams",2021-04-04,"Adams",5193,329,316,4,4,0,1569,321,1,2021-04-04
"Allamakee",2021-04-04,"Allamakee",20146,1538,1404,51,41,10,6135,1485,30,2021-04-04
"Appanoose",2021-04-04,"Appanoose",16849,1425,1187,47,43,4,5935,1257,23,2021-04-04
"Audubon",2021-04-04,"Audubon",11359,507,463,9,8,1,2605,488,16,2021-04-04
"Benton",2021-04-04,"Benton",35177,2637,2363,55,44,11,12643,2482,64,2021-04-04
"Black Hawk",2021-04-04,"Black Hawk",202193,16741,14679,306,283,23,69450,15328,343,2021-04-04
"Boone",2021-04-04,"Boone",41852,2714,2422,31,29,2,13685,2528,75,2021-04-04
"Bremer",2021-04-04,"Bremer",36855,2900,2648,59,50,9,12175,2766,59,2021-04-04
"Buchanan",2021-04-04,"Buchanan",28981,1957,1747,31,26,5,9371,1851,73,2021-04-04
"Buena Vista",2021-04-04,"Buena Vista",42822,4833,4092,40,36,4,14644,4192,60,2021-04-04
"Butler",2021-04-04,"Butler",28050,1703,1555,33,29,4,6962,1612,24,2021-04-04
"Calhoun",2021-04-04,"Calhoun",17431,1375,1286,11,11,0,5253,1326,29,2021-04-04
"Carroll",2021-04-04,"Carroll",34261,2947,2628,50,43,7,11235,2744,66,2021-04-04
"Cass",2021-04-04,"Cass",19756,1407,1247,54,48,6,6279,1332,31,2021-04-04
"Cedar",2021-04-04,"Cedar",28846,1892,1709,23,21,2,9055,1806,74,2021-04-04
"Cerro Gordo",2021-04-04,"Cerro Gordo",72121,5509,4929,85,71,14,24566,5126,112,2021-04-04
"Cherokee",2021-04-04,"Cherokee",19809,1648,1421,38,30,8,5969,1548,89,2021-04-04
"Chickasaw",2021-04-04,"Chickasaw",16522,1278,1191,15,13,2,5388,1214,8,2021-04-04
"Clarke",2021-04-04,"Clarke",12653,1037,930,23,22,1,4826,978,25,2021-04-04
"Clay",2021-04-04,"Clay",28033,2145,1823,25,20,5,8293,2039,191,2021-04-04
"Clayton",2021-04-04,"Clayton",23443,1714,1556,55,46,9,6986,1630,19,2021-04-04
"Clinton",2021-04-04,"Clinton",58848,5699,4952,89,77,12,22364,5231,190,2021-04-04
"Crawford",2021-04-04,"Crawford",26146,2837,2512,38,33,5,8724,2600,50,2021-04-04
"Dallas",2021-04-04,"Dallas",120633,12004,10163,96,84,12,53508,10713,454,2021-04-04
"Davis",2021-04-04,"Davis",10466,862,742,24,23,1,3408,788,22,2021-04-04
"Decatur",2021-04-04,"Decatur",9973,598,570,9,9,0,3510,583,4,2021-04-04
"Delaware",2021-04-04,"Delaware",25940,2009,1821,39,35,4,7932,1967,107,2021-04-04
"Des Moines",2021-04-04,"Des Moines",52959,4697,4236,64,53,11,20931,4364,64,2021-04-04
"Dickinson",2021-04-04,"Dickinson",24848,2494,2004,43,37,6,10276,2318,271,2021-04-04
"Dubuque",2021-04-04,"Dubuque",177497,14030,12246,202,188,14,56379,12810,362,2021-04-04
"Emmet",2021-04-04,"Emmet",15886,1321,1111,40,38,2,5017,1247,96,2021-04-04
"Fayette",2021-04-04,"Fayette",33445,1897,1758,41,36,5,9182,1821,22,2021-04-04
"Floyd",2021-04-04,"Floyd",24023,1695,1443,42,32,10,7624,1529,44,2021-04-04
"Franklin",2021-04-04,"Franklin",18612,1219,1073,21,19,2,5220,1116,22,2021-04-04
"Fremont",2021-04-04,"Fremont",6895,619,548,10,8,2,2615,591,33,2021-04-04
"Greene",2021-04-04,"Greene",14102,805,722,10,10,0,4071,756,24,2021-04-04
"Grundy",2021-04-04,"Grundy",18381,1416,1293,32,27,5,5708,1340,15,2021-04-04
"Guthrie",2021-04-04,"Guthrie",17266,1239,1080,28,23,5,5588,1160,52,2021-04-04
"Hamilton",2021-04-04,"Hamilton",22341,1950,1695,49,45,4,7457,1764,20,2021-04-04
"Hancock",2021-04-04,"Hancock",19943,1512,1346,34,27,7,5925,1411,31,2021-04-04
"Hardin",2021-04-04,"Hardin",32527,1890,1668,40,33,7,8325,1765,57,2021-04-04
"Harrison",2021-04-04,"Harrison",20131,1852,1604,73,69,4,6359,1720,43,2021-04-04
"Henry",2021-04-04,"Henry",34314,2985,2763,37,36,1,10861,2842,42,2021-04-04
"Howard",2021-04-04,"Howard",15992,1064,976,22,18,4,4565,1023,25,2021-04-04
"Humboldt",2021-04-04,"Humboldt",14711,1224,1114,26,23,3,4708,1177,37,2021-04-04
"Ida",2021-04-04,"Ida",11761,987,783,33,31,2,3308,878,62,2021-04-04
"Iowa",2021-04-04,"Iowa",27987,1503,1386,24,22,2,8022,1441,31,2021-04-04
"Jackson",2021-04-04,"Jackson",24277,2282,2065,42,39,3,9027,2154,47,2021-04-04
"Jasper",2021-04-04,"Jasper",48677,4373,3837,69,64,5,18058,4040,134,2021-04-04
"Jefferson",2021-04-04,"Jefferson",19364,1415,1263,35,29,6,7606,1303,5,2021-04-04
"Johnson",2021-04-04,"Johnson",197405,14456,13092,80,75,5,78829,13635,463,2021-04-04
"Jones",2021-04-04,"Jones",24410,3014,2798,55,51,4,9825,2905,52,2021-04-04
"Keokuk",2021-04-04,"Keokuk",14788,1005,899,30,30,0,4180,937,8,2021-04-04
"Kossuth",2021-04-04,"Kossuth",24554,2205,1934,60,53,7,7845,2085,91,2021-04-04
"Lee",2021-04-04,"Lee",51180,3884,3578,55,42,13,15734,3647,14,2021-04-04
"Linn",2021-04-04,"Linn",272324,21264,19167,328,293,35,115571,19951,456,2021-04-04
"Louisa",2021-04-04,"Louisa",16331,1317,1186,48,41,7,5355,1252,18,2021-04-04
"Lucas",2021-04-04,"Lucas",8823,774,702,22,18,4,3755,746,22,2021-04-04
"Lyon",2021-04-04,"Lyon",14728,1520,1420,41,37,4,4545,1515,54,2021-04-04
"Madison",2021-04-04,"Madison",19333,1646,1443,19,15,4,7631,1507,45,2021-04-04
"Mahaska",2021-04-04,"Mahaska",29023,2306,2103,49,44,5,10307,2201,49,2021-04-04
"Marion",2021-04-04,"Marion",39663,3720,3366,75,64,11,15864,3516,75,2021-04-04
"Marshall",2021-04-04,"Marshall",77824,5106,4591,74,66,8,21177,4743,78,2021-04-04
"Mills",2021-04-04,"Mills",20384,1716,1473,20,17,3,7596,1556,63,2021-04-04
"Mitchell",2021-04-04,"Mitchell",16885,1358,1179,41,38,3,5428,1248,28,2021-04-04
"Monona",2021-04-04,"Monona",17248,854,741,30,28,2,3733,800,29,2021-04-04
"Monroe",2021-04-04,"Monroe",9190,961,873,28,21,7,3439,918,17,2021-04-04
"Montgomery",2021-04-04,"Montgomery",13508,1063,933,37,35,2,4212,985,15,2021-04-04
"Muscatine",2021-04-04,"Muscatine",51171,4792,4183,96,87,9,21211,4471,192,2021-04-04
"O'Brien",2021-04-04,"O'Brien",24442,2081,1784,59,54,5,6616,1936,93,2021-04-04
"Osceola",2021-04-04,"Osceola",8016,748,669,16,13,3,2450,721,36,2021-04-04
"Page",2021-04-04,"Page",20104,1925,1791,20,18,2,6300,1862,51,2021-04-04
"Palo Alto",2021-04-04,"Palo Alto",17316,1130,996,22,20,2,4445,1078,60,2021-04-04
"Pending Investigation",2021-04-04,"Pending Investigation",11650,1045,935,0,0,0,5924,1019,84,2021-04-04
"Plymouth",2021-04-04,"Plymouth",35991,4178,3617,79,71,8,13156,3883,187,2021-04-04
"Pocahontas",2021-04-04,"Pocahontas",12219,874,792,21,21,0,3414,830,17,2021-04-04
"Polk",2021-04-04,"Polk",646419,61800,51654,590,525,65,272220,54791,2547,2021-04-04
"Pottawattamie",2021-04-04,"Pottawattamie",112245,11472,9767,156,138,18,46909,10412,489,2021-04-04
"Poweshiek",2021-04-04,"Poweshiek",40185,1588,1455,33,30,3,8849,1513,25,2021-04-04
"Ringgold",2021-04-04,"Ringgold",9191,549,492,22,18,4,2360,529,15,2021-04-04
"Sac",2021-04-04,"Sac",18716,1323,1176,19,19,0,5302,1245,50,2021-04-04
"Scott",2021-04-04,"Scott",195234,19608,17060,232,212,20,84874,18243,951,2021-04-04
"Shelby",2021-04-04,"Shelby",15910,1297,1137,35,32,3,5373,1241,69,2021-04-04
"Sioux",2021-04-04,"Sioux",41710,5143,4738,72,69,3,15877,4981,171,2021-04-04
"Story",2021-04-04,"Story",153582,10853,9598,47,41,6,55536,10131,486,2021-04-04
"Tama",2021-04-04,"Tama",30988,2179,1962,68,65,3,8343,2054,24,2021-04-04
"Taylor",2021-04-04,"Taylor",8056,668,631,12,10,2,2485,643,0,2021-04-04
"Union",2021-04-04,"Union",16235,1308,1169,32,26,6,6464,1227,26,2021-04-04
"Van Buren",2021-04-04,"Van Buren",7964,574,522,18,15,3,2717,550,10,2021-04-04
"Wapello",2021-04-04,"Wapello",44499,4582,3958,119,115,4,18202,4226,149,2021-04-04
"Warren",2021-04-04,"Warren",71389,5893,5086,85,75,10,27602,5409,238,2021-04-04
"Washington",2021-04-04,"Washington",38522,2624,2357,49,45,4,11738,2452,46,2021-04-04
"Wayne",2021-04-04,"Wayne",6345,555,451,23,18,5,2405,515,41,2021-04-04
"Webster",2021-04-04,"Webster",65566,5322,4870,90,76,14,21156,5048,88,2021-04-04
"Winnebago",2021-04-04,"Winnebago",16511,1440,1275,31,26,5,6186,1342,36,2021-04-04
"Winneshiek",2021-04-04,"Winneshiek",36217,1980,1805,33,28,5,10197,1904,66,2021-04-04
"Woodbury",2021-04-04,"Woodbury",137185,15878,13676,219,201,18,59335,14611,716,2021-04-04
"Worth",2021-04-04,"Worth",12025,722,663,8,7,1,3722,684,13,2021-04-04
"Wright",2021-04-04,"Wright",19885,1839,1716,35,28,7,7790,1771,20,2021-04-04
"Total",2021-04-04,"Totals",4495182,381810,334620,5822,5179,643,1647062,352812,12370,2021-04-04
