"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-06-21,"Adair",12814,993,841,32,22,10,3840,873,0,2021-06-21
"Adams",2021-06-21,"Adams",6206,355,339,4,4,0,1693,344,1,2021-06-21
"Allamakee",2021-06-21,"Allamakee",22815,1587,1471,52,42,10,6615,1528,5,2021-06-21
"Appanoose",2021-06-21,"Appanoose",19276,1468,1236,49,44,5,6461,1290,5,2021-06-21
"Audubon",2021-06-21,"Audubon",13835,554,505,11,10,1,2889,534,18,2021-06-21
"Benton",2021-06-21,"Benton",40140,2766,2516,55,44,11,13727,2599,28,2021-06-21
"Black Hawk",2021-06-21,"Black Hawk",228389,17662,15590,312,288,24,74967,16159,257,2021-06-21
"Boone",2021-06-21,"Boone",46758,2873,2642,34,31,3,14794,2686,10,2021-06-21
"Bremer",2021-06-21,"Bremer",42344,3022,2801,61,51,10,13088,2884,22,2021-06-21
"Buchanan",2021-06-21,"Buchanan",33682,2054,1885,33,27,6,10120,1940,22,2021-06-21
"Buena Vista",2021-06-21,"Buena Vista",47187,4972,4219,40,36,4,15523,4269,10,2021-06-21
"Butler",2021-06-21,"Butler",31182,1755,1618,35,31,4,7503,1663,10,2021-06-21
"Calhoun",2021-06-21,"Calhoun",19747,1442,1376,13,12,1,5624,1389,0,2021-06-21
"Carroll",2021-06-21,"Carroll",39087,3086,2819,52,43,9,11975,2870,-1,2021-06-21
"Cass",2021-06-21,"Cass",21811,1478,1340,55,49,6,6731,1392,-3,2021-06-21
"Cedar",2021-06-21,"Cedar",33721,2016,1885,23,21,2,9796,1924,16,2021-06-21
"Cerro Gordo",2021-06-21,"Cerro Gordo",83696,5985,5376,95,79,16,26950,5539,68,2021-06-21
"Cherokee",2021-06-21,"Cherokee",22271,1696,1551,38,30,8,6315,1593,4,2021-06-21
"Chickasaw",2021-06-21,"Chickasaw",18772,1321,1233,17,14,3,5832,1249,-1,2021-06-21
"Clarke",2021-06-21,"Clarke",14380,1070,980,24,22,2,5236,1009,5,2021-06-21
"Clay",2021-06-21,"Clay",32770,2279,2134,27,22,5,8968,2167,6,2021-06-21
"Clayton",2021-06-21,"Clayton",27236,1797,1657,57,48,9,7698,1711,-3,2021-06-21
"Clinton",2021-06-21,"Clinton",69456,6097,5502,93,79,14,24977,5615,20,2021-06-21
"Crawford",2021-06-21,"Crawford",29899,2931,2642,40,35,5,9274,2684,2,2021-06-21
"Dallas",2021-06-21,"Dallas",136527,12634,11136,99,85,14,57973,11288,53,2021-06-21
"Davis",2021-06-21,"Davis",12013,925,816,25,23,2,3773,852,11,2021-06-21
"Decatur",2021-06-21,"Decatur",10992,632,607,9,9,0,3778,616,0,2021-06-21
"Delaware",2021-06-21,"Delaware",31235,2158,2063,43,38,5,8612,2111,5,2021-06-21
"Des Moines",2021-06-21,"Des Moines",61592,5044,4572,72,60,12,22791,4675,31,2021-06-21
"Dickinson",2021-06-21,"Dickinson",29137,2687,2447,44,38,6,11072,2493,2,2021-06-21
"Dubuque",2021-06-21,"Dubuque",205312,14827,13218,211,195,16,60766,13509,80,2021-06-21
"Emmet",2021-06-21,"Emmet",18150,1436,1301,41,39,2,5520,1357,15,2021-06-21
"Fayette",2021-06-21,"Fayette",38463,1952,1816,43,38,5,9904,1866,7,2021-06-21
"Floyd",2021-06-21,"Floyd",27526,1814,1577,42,32,10,8305,1634,15,2021-06-21
"Franklin",2021-06-21,"Franklin",21651,1344,1193,23,21,2,5855,1235,19,2021-06-21
"Fremont",2021-06-21,"Fremont",8033,661,620,9,7,2,2843,626,-3,2021-06-21
"Greene",2021-06-21,"Greene",15771,829,768,11,10,1,4384,780,1,2021-06-21
"Grundy",2021-06-21,"Grundy",20292,1452,1337,33,27,6,6115,1373,3,2021-06-21
"Guthrie",2021-06-21,"Guthrie",20041,1318,1197,32,26,6,6151,1233,4,2021-06-21
"Hamilton",2021-06-21,"Hamilton",24633,2009,1760,51,46,5,8070,1819,8,2021-06-21
"Hancock",2021-06-21,"Hancock",23336,1602,1462,34,27,7,6529,1503,7,2021-06-21
"Hardin",2021-06-21,"Hardin",37723,2007,1824,44,34,10,9103,1875,7,2021-06-21
"Harrison",2021-06-21,"Harrison",22460,1934,1725,73,69,4,6797,1800,2,2021-06-21
"Henry",2021-06-21,"Henry",38895,3099,2899,37,36,1,11725,2945,9,2021-06-21
"Howard",2021-06-21,"Howard",17854,1101,1023,22,18,4,4886,1050,5,2021-06-21
"Humboldt",2021-06-21,"Humboldt",16223,1247,1170,26,23,3,4977,1196,0,2021-06-21
"Ida",2021-06-21,"Ida",13216,1029,869,35,32,3,3545,916,12,2021-06-21
"Iowa",2021-06-21,"Iowa",31565,1561,1474,24,22,2,8684,1498,0,2021-06-21
"Jackson",2021-06-21,"Jackson",27984,2386,2202,42,39,3,9842,2252,8,2021-06-21
"Jasper",2021-06-21,"Jasper",55458,4564,4132,72,67,5,19631,4212,8,2021-06-21
"Jefferson",2021-06-21,"Jefferson",22509,1457,1301,35,29,6,8405,1335,-1,2021-06-21
"Johnson",2021-06-21,"Johnson",226784,15504,14456,85,77,8,86862,14624,83,2021-06-21
"Jones",2021-06-21,"Jones",28541,3141,2945,57,51,6,10738,3009,7,2021-06-21
"Keokuk",2021-06-21,"Keokuk",16617,1037,931,32,31,1,4550,966,3,2021-06-21
"Kossuth",2021-06-21,"Kossuth",27961,2285,2101,66,57,9,8431,2161,-6,2021-06-21
"Lee",2021-06-21,"Lee",58224,4070,3743,56,43,13,17051,3823,24,2021-06-21
"Linn",2021-06-21,"Linn",314279,22630,20673,339,303,36,126415,21221,209,2021-06-21
"Louisa",2021-06-21,"Louisa",18685,1365,1245,49,42,7,5778,1298,4,2021-06-21
"Lucas",2021-06-21,"Lucas",10160,807,756,23,18,5,4145,779,0,2021-06-21
"Lyon",2021-06-21,"Lyon",17518,1598,1548,41,37,4,5032,1588,-1,2021-06-21
"Madison",2021-06-21,"Madison",22518,1788,1624,19,15,4,8404,1646,3,2021-06-21
"Mahaska",2021-06-21,"Mahaska",33526,2437,2260,51,46,5,11219,2327,16,2021-06-21
"Marion",2021-06-21,"Marion",45348,3866,3580,76,65,11,17247,3660,4,2021-06-21
"Marshall",2021-06-21,"Marshall",86894,5243,4782,76,68,8,22897,4869,11,2021-06-21
"Mills",2021-06-21,"Mills",22350,1806,1609,24,21,3,8005,1638,5,2021-06-21
"Mitchell",2021-06-21,"Mitchell",19226,1376,1233,43,40,3,5762,1266,-10,2021-06-21
"Monona",2021-06-21,"Monona",18929,889,801,31,29,2,3987,829,-3,2021-06-21
"Monroe",2021-06-21,"Monroe",10400,1010,926,31,23,8,3772,964,7,2021-06-21
"Montgomery",2021-06-21,"Montgomery",15061,1117,998,38,36,2,4514,1036,0,2021-06-21
"Muscatine",2021-06-21,"Muscatine",60416,5225,4748,106,97,9,23125,4882,28,2021-06-21
"O'Brien",2021-06-21,"O'Brien",27549,2154,1938,61,56,5,7003,1997,-2,2021-06-21
"Osceola",2021-06-21,"Osceola",9751,815,774,16,13,3,2689,789,-1,2021-06-21
"Page",2021-06-21,"Page",22799,2012,1915,22,20,2,6658,1945,8,2021-06-21
"Palo Alto",2021-06-21,"Palo Alto",20003,1196,1110,23,22,1,4754,1136,3,2021-06-21
"Pending Investigation",2021-06-21,"Pending Investigation",8121,978,947,0,0,0,4327,956,9,2021-06-21
