"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-03-08,"Adair",11020,928,704,30,22,8,3432,815,81,2021-03-08
"Adams",2021-03-08,"Adams",4744,327,311,4,4,0,1506,318,3,2021-03-08
"Allamakee",2021-03-08,"Allamakee",18546,1498,1309,48,39,9,5849,1442,85,2021-03-08
"Appanoose",2021-03-08,"Appanoose",15705,1395,1129,47,43,4,5730,1233,57,2021-03-08
"Audubon",2021-03-08,"Audubon",10392,493,434,9,8,1,2482,476,33,2021-03-08
"Benton",2021-03-08,"Benton",32065,2564,2181,54,44,10,11999,2409,174,2021-03-08
"Black Hawk",2021-03-08,"Black Hawk",188230,16336,14277,294,274,20,66866,14963,392,2021-03-08
"Boone",2021-03-08,"Boone",38878,2625,2298,30,28,2,13083,2442,114,2021-03-08
"Bremer",2021-03-08,"Bremer",33228,2833,2528,55,47,8,11598,2704,121,2021-03-08
"Buchanan",2021-03-08,"Buchanan",26396,1873,1661,29,25,4,8901,1778,88,2021-03-08
"Buena Vista",2021-03-08,"Buena Vista",40306,4762,3989,37,34,3,14217,4127,101,2021-03-08
"Butler",2021-03-08,"Butler",25690,1680,1521,31,28,3,6710,1593,41,2021-03-08
"Calhoun",2021-03-08,"Calhoun",16187,1345,1248,11,11,0,5042,1296,37,2021-03-08
"Carroll",2021-03-08,"Carroll",31985,2870,2567,48,41,7,10809,2666,51,2021-03-08
"Cass",2021-03-08,"Cass",18317,1366,1162,51,46,5,6016,1292,79,2021-03-08
"Cedar",2021-03-08,"Cedar",26566,1804,1586,23,21,2,8678,1726,117,2021-03-08
"Cerro Gordo",2021-03-08,"Cerro Gordo",67890,5374,4815,83,70,13,23574,5009,111,2021-03-08
"Cherokee",2021-03-08,"Cherokee",17900,1560,1384,36,29,7,5702,1462,42,2021-03-08
"Chickasaw",2021-03-08,"Chickasaw",15437,1262,1150,15,13,2,5169,1199,34,2021-03-08
"Clarke",2021-03-08,"Clarke",11939,1009,868,20,20,0,4637,951,63,2021-03-08
"Clay",2021-03-08,"Clay",25730,1947,1764,25,20,5,7864,1844,55,2021-03-08
"Clayton",2021-03-08,"Clayton",21601,1682,1531,54,46,8,6640,1601,16,2021-03-08
"Clinton",2021-03-08,"Clinton",54165,5467,4721,84,74,10,21219,5022,217,2021-03-08
"Crawford",2021-03-08,"Crawford",24055,2767,2392,35,31,4,8426,2535,108,2021-03-08
"Dallas",2021-03-08,"Dallas",111747,11476,9526,93,82,11,51089,10219,600,2021-03-08
"Davis",2021-03-08,"Davis",9495,836,714,23,22,1,3235,766,29,2021-03-08
"Decatur",2021-03-08,"Decatur",9013,586,525,9,9,0,3409,571,37,2021-03-08
"Delaware",2021-03-08,"Delaware",23618,1903,1781,40,35,5,7505,1862,41,2021-03-08
