"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-07,"Adair",12419,982,811,32,22,10,3713,862,19,2021-05-07
"Adams",2021-05-07,"Adams",5751,350,324,4,4,0,1638,337,9,2021-05-07
"Allamakee",2021-05-07,"Allamakee",21535,1559,1441,51,41,10,6359,1503,11,2021-05-07
"Appanoose",2021-05-07,"Appanoose",18224,1454,1210,48,43,5,6200,1279,21,2021-05-07
"Audubon",2021-05-07,"Audubon",12393,526,477,10,9,1,2746,507,20,2021-05-07
"Benton",2021-05-07,"Benton",37790,2710,2436,55,44,11,13232,2551,60,2021-05-07
"Black Hawk",2021-05-07,"Black Hawk",217145,17223,15152,308,285,23,72304,15755,295,2021-05-07
"Boone",2021-05-07,"Boone",44883,2809,2530,34,31,3,14314,2625,61,2021-05-07
"Bremer",2021-05-07,"Bremer",39870,2964,2720,60,51,9,12638,2829,49,2021-05-07
"Buchanan",2021-05-07,"Buchanan",31730,2007,1836,31,26,5,9775,1904,37,2021-05-07
"Buena Vista",2021-05-07,"Buena Vista",45576,4890,4169,40,36,4,15092,4240,31,2021-05-07
"Butler",2021-05-07,"Butler",29874,1735,1581,34,30,4,7271,1642,27,2021-05-07
"Calhoun",2021-05-07,"Calhoun",18690,1417,1319,13,12,1,5445,1363,31,2021-05-07
"Carroll",2021-05-07,"Carroll",37060,3060,2723,52,43,9,11677,2846,71,2021-05-07
"Cass",2021-05-07,"Cass",21023,1460,1290,54,48,6,6539,1375,31,2021-05-07
"Cedar",2021-05-07,"Cedar",31888,1980,1793,23,21,2,9478,1889,73,2021-05-07
"Cerro Gordo",2021-05-07,"Cerro Gordo",77487,5774,5091,89,74,15,25777,5358,178,2021-05-07
"Cherokee",2021-05-07,"Cherokee",21174,1685,1522,38,30,8,6171,1585,25,2021-05-07
"Chickasaw",2021-05-07,"Chickasaw",17787,1307,1210,15,13,2,5606,1237,12,2021-05-07
"Clarke",2021-05-07,"Clarke",13643,1057,958,24,22,2,5010,998,16,2021-05-07
"Clay",2021-05-07,"Clay",31165,2254,2056,25,20,5,8698,2147,66,2021-05-07
"Clayton",2021-05-07,"Clayton",25536,1779,1604,56,47,9,7380,1692,32,2021-05-07
"Clinton",2021-05-07,"Clinton",64488,5992,5211,92,79,13,23738,5517,214,2021-05-07
"Crawford",2021-05-07,"Crawford",28297,2896,2577,40,35,5,9025,2644,27,2021-05-07
"Dallas",2021-05-07,"Dallas",129828,12444,10722,98,85,13,55943,11107,287,2021-05-07
"Davis",2021-05-07,"Davis",11322,890,774,24,23,1,3593,818,20,2021-05-07
"Decatur",2021-05-07,"Decatur",10526,620,585,9,9,0,3637,606,12,2021-05-07
"Delaware",2021-05-07,"Delaware",29054,2126,1962,40,36,4,8344,2082,80,2021-05-07
"Des Moines",2021-05-07,"Des Moines",56933,4875,4331,66,55,11,21787,4517,120,2021-05-07
"Dickinson",2021-05-07,"Dickinson",27251,2664,2342,43,37,6,10791,2473,88,2021-05-07
"Dubuque",2021-05-07,"Dubuque",193824,14610,12774,209,193,16,58763,13322,339,2021-05-07
"Emmet",2021-05-07,"Emmet",17329,1413,1231,40,38,2,5333,1337,66,2021-05-07
"Fayette",2021-05-07,"Fayette",36875,1927,1790,41,36,5,9574,1846,15,2021-05-07
"Floyd",2021-05-07,"Floyd",26114,1771,1500,42,32,10,7983,1596,54,2021-05-07
"Franklin",2021-05-07,"Franklin",19783,1275,1100,21,19,2,5490,1169,48,2021-05-07
"Fremont",2021-05-07,"Fremont",7417,657,600,9,7,2,2739,621,12,2021-05-07
"Greene",2021-05-07,"Greene",15155,824,753,10,10,0,4252,776,13,2021-05-07
"Grundy",2021-05-07,"Grundy",19565,1440,1317,33,27,6,5948,1359,9,2021-05-07
"Guthrie",2021-05-07,"Guthrie",18862,1290,1145,29,24,5,5900,1208,34,2021-05-07
"Hamilton",2021-05-07,"Hamilton",23631,1979,1725,49,45,4,7773,1792,18,2021-05-07
"Hancock",2021-05-07,"Hancock",21702,1565,1390,34,27,7,6235,1465,41,2021-05-07
"Hardin",2021-05-07,"Hardin",35407,1976,1740,43,34,9,8734,1845,62,2021-05-07
"Harrison",2021-05-07,"Harrison",21668,1924,1673,73,69,4,6629,1791,45,2021-05-07
"Henry",2021-05-07,"Henry",36686,3056,2817,37,36,1,11300,2909,55,2021-05-07
"Howard",2021-05-07,"Howard",17067,1087,1005,22,18,4,4738,1041,14,2021-05-07
"Humboldt",2021-05-07,"Humboldt",15616,1235,1154,26,23,3,4849,1188,8,2021-05-07
"Ida",2021-05-07,"Ida",12729,1013,846,34,32,2,3436,904,24,2021-05-07
"Iowa",2021-05-07,"Iowa",30123,1544,1427,24,22,2,8422,1481,30,2021-05-07
"Jackson",2021-05-07,"Jackson",26062,2339,2132,42,39,3,9442,2208,34,2021-05-07
"Jasper",2021-05-07,"Jasper",52500,4480,3999,71,66,5,18842,4137,67,2021-05-07
"Jefferson",2021-05-07,"Jefferson",20821,1439,1280,35,29,6,7888,1321,6,2021-05-07
"Johnson",2021-05-07,"Johnson",214091,15270,13708,83,77,6,83118,14406,615,2021-05-07
"Jones",2021-05-07,"Jones",26942,3093,2865,57,51,6,10369,2969,47,2021-05-07
"Keokuk",2021-05-07,"Keokuk",15964,1023,914,31,31,0,4384,953,8,2021-05-07
"Kossuth",2021-05-07,"Kossuth",26631,2271,2054,64,56,8,8187,2147,29,2021-05-07
"Lee",2021-05-07,"Lee",54572,3971,3624,55,42,13,16377,3731,52,2021-05-07
"Linn",2021-05-07,"Linn",296219,22110,19773,334,298,36,121559,20722,615,2021-05-07
"Louisa",2021-05-07,"Louisa",17572,1340,1216,49,42,7,5565,1278,13,2021-05-07
"Lucas",2021-05-07,"Lucas",9513,798,728,23,18,5,3956,768,17,2021-05-07
"Lyon",2021-05-07,"Lyon",16779,1583,1491,41,37,4,4853,1575,43,2021-05-07
"Madison",2021-05-07,"Madison",21063,1746,1501,19,15,4,8065,1605,85,2021-05-07
"Mahaska",2021-05-07,"Mahaska",31536,2405,2168,51,46,5,10781,2292,73,2021-05-07
"Marion",2021-05-07,"Marion",42945,3810,3479,75,64,11,16590,3604,50,2021-05-07
"Marshall",2021-05-07,"Marshall",83535,5175,4694,75,67,8,22068,4810,41,2021-05-07
"Mills",2021-05-07,"Mills",21489,1782,1556,22,19,3,7814,1614,36,2021-05-07
"Mitchell",2021-05-07,"Mitchell",18075,1367,1220,42,39,3,5594,1256,-6,2021-05-07
"Monona",2021-05-07,"Monona",18388,884,777,30,28,2,3887,828,21,2021-05-07
"Monroe",2021-05-07,"Monroe",9872,994,901,29,22,7,3620,951,21,2021-05-07
"Montgomery",2021-05-07,"Montgomery",14580,1106,963,38,36,2,4417,1027,26,2021-05-07
"Muscatine",2021-05-07,"Muscatine",56587,5079,4457,99,90,9,22256,4745,189,2021-05-07
"O'Brien",2021-05-07,"O'Brien",26571,2148,1889,60,55,5,6845,1993,44,2021-05-07
"Osceola",2021-05-07,"Osceola",9202,807,718,16,13,3,2605,779,45,2021-05-07
"Page",2021-05-07,"Page",21755,1989,1868,22,20,2,6524,1922,32,2021-05-07
"Palo Alto",2021-05-07,"Palo Alto",19164,1181,1070,23,22,1,4618,1121,28,2021-05-07
"Pending Investigation",2021-05-07,"Pending Investigation",9964,1035,963,0,0,0,5286,1005,42,2021-05-07
"Plymouth",2021-05-07,"Plymouth",38827,4303,3866,79,71,8,13610,4001,56,2021-05-07
"Pocahontas",2021-05-07,"Pocahontas",13489,896,817,22,22,0,3529,854,15,2021-05-07
"Polk",2021-05-07,"Polk",704106,64560,54857,621,547,74,285619,57268,1790,2021-05-07
"Pottawattamie",2021-05-07,"Pottawattamie",121748,12162,10454,168,148,20,48974,11042,420,2021-05-07
