"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-21,"Adair",12614,989,826,32,22,10,3768,869,11,2021-05-21
"Adams",2021-05-21,"Adams",5898,352,334,4,4,0,1662,340,2,2021-05-21
"Allamakee",2021-05-21,"Allamakee",22195,1575,1445,51,41,10,6453,1518,22,2021-05-21
"Appanoose",2021-05-21,"Appanoose",18632,1459,1223,49,44,5,6304,1283,11,2021-05-21
"Audubon",2021-05-21,"Audubon",12870,535,485,10,9,1,2795,511,16,2021-05-21
"Benton",2021-05-21,"Benton",38887,2725,2466,55,44,11,13408,2567,46,2021-05-21
"Black Hawk",2021-05-21,"Black Hawk",222297,17330,15337,308,285,23,73284,15854,209,2021-05-21
"Boone",2021-05-21,"Boone",45710,2852,2576,34,31,3,14538,2664,54,2021-05-21
"Bremer",2021-05-21,"Bremer",40993,2994,2743,60,51,9,12803,2860,57,2021-05-21
"Buchanan",2021-05-21,"Buchanan",32535,2022,1860,32,26,6,9910,1915,23,2021-05-21
"Buena Vista",2021-05-21,"Buena Vista",46121,4898,4191,40,36,4,15246,4249,18,2021-05-21
"Butler",2021-05-21,"Butler",30443,1745,1589,35,31,4,7371,1652,28,2021-05-21
"Calhoun",2021-05-21,"Calhoun",19159,1436,1322,13,12,1,5538,1387,52,2021-05-21
"Carroll",2021-05-21,"Carroll",37902,3073,2763,52,43,9,11795,2865,50,2021-05-21
"Cass",2021-05-21,"Cass",21384,1472,1314,54,48,6,6631,1388,20,2021-05-21
"Cedar",2021-05-21,"Cedar",32532,1998,1833,23,21,2,9610,1906,50,2021-05-21
"Cerro Gordo",2021-05-21,"Cerro Gordo",79676,5867,5186,89,74,15,26233,5439,164,2021-05-21
"Cherokee",2021-05-21,"Cherokee",21466,1691,1538,38,30,8,6223,1591,15,2021-05-21
"Chickasaw",2021-05-21,"Chickasaw",18285,1312,1218,16,14,2,5702,1243,9,2021-05-21
"Clarke",2021-05-21,"Clarke",13930,1063,964,24,22,2,5108,1003,15,2021-05-21
"Clay",2021-05-21,"Clay",31839,2266,2106,26,21,5,8823,2158,26,2021-05-21
"Clayton",2021-05-21,"Clayton",26239,1788,1628,56,47,9,7481,1696,12,2021-05-21
"Clinton",2021-05-21,"Clinton",66331,6054,5338,93,79,14,24206,5574,143,2021-05-21
"Crawford",2021-05-21,"Crawford",29108,2915,2589,40,35,5,9143,2669,40,2021-05-21
"Dallas",2021-05-21,"Dallas",132734,12553,10895,98,85,13,56856,11217,224,2021-05-21
"Davis",2021-05-21,"Davis",11672,910,778,24,23,1,3670,838,36,2021-05-21
"Decatur",2021-05-21,"Decatur",10734,624,589,9,9,0,3708,608,10,2021-05-21
"Delaware",2021-05-21,"Delaware",30275,2146,2013,41,37,4,8465,2102,48,2021-05-21
"Des Moines",2021-05-21,"Des Moines",58635,4979,4405,66,55,11,22202,4611,140,2021-05-21
"Dickinson",2021-05-21,"Dickinson",27884,2675,2408,44,38,6,10887,2485,33,2021-05-21
"Dubuque",2021-05-21,"Dubuque",199761,14698,13006,209,193,16,59566,13401,186,2021-05-21
"Emmet",2021-05-21,"Emmet",17657,1420,1267,40,38,2,5406,1344,37,2021-05-21
"Fayette",2021-05-21,"Fayette",37691,1934,1803,41,36,5,9708,1852,8,2021-05-21
"Floyd",2021-05-21,"Floyd",26669,1796,1531,42,32,10,8114,1616,43,2021-05-21
"Franklin",2021-05-21,"Franklin",20507,1322,1115,21,19,2,5650,1218,82,2021-05-21
"Fremont",2021-05-21,"Fremont",7507,660,611,9,7,2,2762,625,5,2021-05-21
"Greene",2021-05-21,"Greene",15435,824,759,10,10,0,4304,776,7,2021-05-21
"Grundy",2021-05-21,"Grundy",19869,1446,1325,33,27,6,6021,1365,7,2021-05-21
"Guthrie",2021-05-21,"Guthrie",19289,1306,1169,31,25,6,6019,1222,22,2021-05-21
"Hamilton",2021-05-21,"Hamilton",24066,1993,1743,50,45,5,7878,1803,10,2021-05-21
"Hancock",2021-05-21,"Hancock",22435,1589,1412,34,27,7,6390,1490,44,2021-05-21
"Hardin",2021-05-21,"Hardin",36602,1995,1786,44,34,10,8884,1860,30,2021-05-21
"Harrison",2021-05-21,"Harrison",22049,1932,1702,73,69,4,6694,1797,22,2021-05-21
"Henry",2021-05-21,"Henry",37507,3084,2844,37,36,1,11485,2932,51,2021-05-21
"Howard",2021-05-21,"Howard",17397,1091,1013,22,18,4,4794,1046,11,2021-05-21
"Humboldt",2021-05-21,"Humboldt",15879,1241,1160,26,23,3,4895,1193,7,2021-05-21
"Ida",2021-05-21,"Ida",12938,1019,863,35,32,3,3486,907,9,2021-05-21
"Iowa",2021-05-21,"Iowa",30681,1554,1447,24,22,2,8526,1490,19,2021-05-21
"Jackson",2021-05-21,"Jackson",26762,2364,2155,42,39,3,9624,2231,34,2021-05-21
"Jasper",2021-05-21,"Jasper",53999,4543,4059,72,66,6,19173,4199,68,2021-05-21
"Jefferson",2021-05-21,"Jefferson",21438,1444,1294,35,29,6,8139,1330,1,2021-05-21
"Johnson",2021-05-21,"Johnson",218907,15386,14115,84,77,7,84460,14520,321,2021-05-21
"Jones",2021-05-21,"Jones",27732,3117,2890,57,51,6,10549,2993,46,2021-05-21
