"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1236","50","21","1","28","0.040453074433657",2020-08-29
"Adams","Adams","485","20","17","0","3","0.0412371134020619",2020-08-29
"Allamakee","Allamakee","2332","172","146","4","22","0.0737564322469983",2020-08-29
"Appanoose","Appanoose","1881","80","61","3","16","0.0425305688463583",2020-08-29
"Audubon","Audubon","835","37","27","1","9","0.044311377245509",2020-08-29
"Benton","Benton","3990","194","142","1","51","0.0486215538847118",2020-08-29
"Black Hawk","Black Hawk","28403","3709","2937","74","698","0.130584797380558",2020-08-29
"Boone","Boone","4786","341","229","4","108","0.0712494776431258",2020-08-29
"Bremer","Bremer","4121","286","183","7","96","0.0694006309148265",2020-08-29
"Buchanan","Buchanan","3444","172","108","1","63","0.0499419279907085",2020-08-29
"Buena Vista","Buena Vista","8307","1825","1772","12","41","0.219694233778741",2020-08-29
"Butler","Butler","2636","194","150","2","42","0.0735963581183612",2020-08-29
"Calhoun","Calhoun","1917","119","86","2","31","0.06207616066771",2020-08-29
"Carroll","Carroll","4166","353","196","2","155","0.0847335573691791",2020-08-29
"Cass","Cass","2015","112","98","2","12","0.0555831265508685",2020-08-29
"Cedar","Cedar","2861","149","120","1","28","0.0520796924152394",2020-08-29
"Cerro Gordo","Cerro Gordo","9395","807","563","20","224","0.0858967535923364",2020-08-29
"Cherokee","Cherokee","1957","136","123","2","11","0.0694941236586612",2020-08-29
"Chickasaw","Chickasaw","1944","102","80","0","22","0.0524691358024691",2020-08-29
"Clarke","Clarke","1813","234","182","3","49","0.129067843353558",2020-08-29
"Clay","Clay","2994","236","171","3","62","0.0788243152972612",2020-08-29
"Clayton","Clayton","2661","178","128","3","47","0.0668921458098459",2020-08-29
"Clinton","Clinton","7548","791","320","10","461","0.104795972443031",2020-08-29
"Crawford","Crawford","4051","822","715","3","104","0.20291286102197",2020-08-29
"Dallas","Dallas","20704","2343","1780","39","524","0.113166537867079",2020-08-29
"Davis","Davis","987","81","48","2","31","0.0820668693009119",2020-08-29
"Decatur","Decatur","1115","43","24","0","19","0.0385650224215247",2020-08-29
"Delaware","Delaware","2964","201","140","3","58","0.0678137651821862",2020-08-29
"Des Moines","Des Moines","6522","542","138","5","399","0.0831033425329653",2020-08-29
"Dickinson","Dickinson","4356","419","367","6","46","0.0961891643709826",2020-08-29
"Dubuque","Dubuque","23724","1993","1517","36","440","0.0840077558590457",2020-08-29
"Emmet","Emmet","1768","220","181","8","31","0.124434389140271",2020-08-29
