"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Fayette","Fayette","3191","137","80","1","56","0.042933249764964",2020-08-29
"Floyd","Floyd","3173","211","171","3","37","0.0664985817838008",2020-08-29
"Franklin","Franklin","2118","294","245","17","32","0.138810198300283",2020-08-29
"Fremont","Fremont","832","57","35","0","22","0.0685096153846154",2020-08-29
"Greene","Greene","1465","53","38","0","15","0.0361774744027304",2020-08-29
"Grundy","Grundy","2190","125","73","1","51","0.0570776255707763",2020-08-29
"Guthrie","Guthrie","2085","168","125","5","38","0.0805755395683453",2020-08-29
"Hamilton","Hamilton","3069","279","231","2","46","0.0909090909090909",2020-08-29
"Hancock","Hancock","2091","149","126","2","21","0.0712577714012434",2020-08-29
"Hardin","Hardin","2989","226","166","1","59","0.0756105720976915",2020-08-29
"Harrison","Harrison","1911","145","117","1","27","0.075876504447933",2020-08-29
"Henry","Henry","3448","261","110","4","147","0.0756960556844548",2020-08-29
"Howard","Howard","1527","126","54","2","70","0.0825147347740668",2020-08-29
"Humboldt","Humboldt","1785","154","89","2","63","0.0862745098039216",2020-08-29
"Ida","Ida","1082","40","29","0","11","0.0369685767097967",2020-08-29
"Iowa","Iowa","3004","111","87","1","23","0.0369507323568575",2020-08-29
"Jackson","Jackson","3081","198","137","1","60","0.0642648490749757",2020-08-29
"Jasper","Jasper","5859","568","430","30","108","0.0969448711384195",2020-08-29
"Jefferson","Jefferson","2308","116","76","0","40","0.0502599653379549",2020-08-29
"Johnson","Johnson","30865","3528","1915","26","1587","0.11430422809007",2020-08-29
"Jones","Jones","2973","167","130","2","35","0.0561722166162126",2020-08-29
"Keokuk","Keokuk","1250","59","29","1","29","0.0472",2020-08-29
"Kossuth","Kossuth","2459","119","79","0","40","0.0483936559577064",2020-08-29
"Lee","Lee","4515","382","92","5","285","0.0846068660022148",2020-08-29
"Linn","Linn","40566","2910","2398","94","418","0.0717349504511167",2020-08-29
"Louisa","Louisa","2073","395","361","14","20","0.190545103714424",2020-08-29
"Lucas","Lucas","1115","93","40","5","48","0.0834080717488789",2020-08-29
"Lyon","Lyon","1286","145","127","2","16","0.112752721617418",2020-08-29
"Madison","Madison","2760","161","103","2","56","0.0583333333333333",2020-08-29
"Mahaska","Mahaska","3593","211","145","18","48","0.058725299192875",2020-08-29
"Marion","Marion","4972","457","203","0","254","0.0919147224456959",2020-08-29
"Marshall","Marshall","9385","1627","1380","31","216","0.173361747469366",2020-08-29
"Mills","Mills","3045","126","83","1","42","0.0413793103448276",2020-08-29
"Mitchell","Mitchell","2158","96","76","0","20","0.0444856348470806",2020-08-29
"Monona","Monona","1335","107","92","1","14","0.0801498127340824",2020-08-29
"Monroe","Monroe","1014","102","59","8","35","0.100591715976331",2020-08-29
"Montgomery","Montgomery","1535","73","60","4","9","0.047557003257329",2020-08-29
"Muscatine","Muscatine","7774","950","776","51","123","0.122202212503216",2020-08-29
"O'Brien","O'Brien","2267","190","127","7","56","0.0838112042346714",2020-08-29
"Osceola","Osceola","743","97","78","0","19","0.130551816958277",2020-08-29
"Page","Page","2206","110","106","0","4","0.0498640072529465",2020-08-29
"Palo Alto","Palo Alto","1682","112","79","0","33","0.0665873959571938",2020-08-29
"Pending Investigation","Pending Investigation","7727","19","0","0","19","0.00245891031448169",2020-08-29
"Plymouth","Plymouth","4918","704","435","18","251","0.14314762098414",2020-08-29
"Pocahontas","Pocahontas","1384","129","110","2","17","0.0932080924855491",2020-08-29
"Polk","Polk","106604","13067","9604","226","3237","0.122575137893512",2020-08-29
"Pottawattamie","Pottawattamie","17389","1595","1326","34","235","0.091724653516591",2020-08-29
"Poweshiek","Poweshiek","2645","182","155","8","19","0.0688090737240076",2020-08-29
"Ringgold","Ringgold","836","31","26","1","4","0.0370813397129187",2020-08-29
"Sac","Sac","1950","107","82","0","25","0.0548717948717949",2020-08-29
"Scott","Scott","29481","2158","1622","20","516","0.073199687934602",2020-08-29
"Shelby","Shelby","1857","214","204","1","9","0.115239633817986",2020-08-29
"Sioux","Sioux","5453","873","589","3","281","0.1600953603521",2020-08-29
"Story","Story","24112","2261","1128","16","1117","0.0937707365627074",2020-08-29
"Tama","Tama","3651","615","511","29","75","0.168447000821693",2020-08-29
"Taylor","Taylor","1017","110","102","1","7","0.108161258603736",2020-08-29
"Union","Union","2467","93","68","3","22","0.0376976084312931",2020-08-29
"Van Buren","Van Buren","941","99","31","1","67","0.105207226354942",2020-08-29
"Wapello","Wapello","6695","1067","903","49","115","0.159372666168783",2020-08-29
"Warren","Warren","9900","758","532","5","221","0.0765656565656566",2020-08-29
"Washington","Washington","3573","335","295","11","29","0.0937587461516933",2020-08-29
"Wayne","Wayne","711","47","29","2","16","0.0661040787623066",2020-08-29
"Webster","Webster","10137","998","632","8","358","0.0984512183091645",2020-08-29
"Winnebago","Winnebago","2363","155","78","7","70","0.0655945831570038",2020-08-29
"Winneshiek","Winneshiek","3051","210","113","1","96","0.0688298918387414",2020-08-29
"Woodbury","Woodbury","24144","4080","3600","56","424","0.168986083499006",2020-08-29
"Worth","Worth","1300","79","61","0","18","0.0607692307692308",2020-08-29
"Wright","Wright","3732","516","431","1","84","0.138263665594855",2020-08-29
"Total","Totals","624735","63098","46394","1108","15596","0.100999623840508",2020-08-29
