"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Osceola","Osceola","720","93","78","0","15","0.129166666666667",2020-08-26
"Page","Page","2178","106","102","0","4","0.0486685032139578",2020-08-26
"Palo Alto","Palo Alto","1661","105","72","0","33","0.0632149307645996",2020-08-26
"Pending Investigation","Pending Investigation","7573","19","0","0","19","0.00250891324442097",2020-08-26
"Plymouth","Plymouth","4746","642","423","15","204","0.13527180783818",2020-08-26
"Pocahontas","Pocahontas","1368","122","110","2","10","0.0891812865497076",2020-08-26
"Polk","Polk","103246","11973","9268","218","2487","0.115965751699824",2020-08-26
"Pottawattamie","Pottawattamie","17167","1530","1248","34","248","0.0891244830197472",2020-08-26
"Poweshiek","Poweshiek","2455","177","147","8","22","0.0720977596741344",2020-08-26
"Ringgold","Ringgold","825","30","25","1","4","0.0363636363636364",2020-08-26
"Sac","Sac","1910","103","79","0","24","0.0539267015706806",2020-08-26
"Scott","Scott","28733","2031","1559","19","453","0.070685274771169",2020-08-26
"Shelby","Shelby","1847","211","194","1","16","0.114239306984299",2020-08-26
"Sioux","Sioux","5284","816","576","3","237","0.15442846328539",2020-08-26
"Story","Story","22949","1724","1096","16","612","0.0751230990457101",2020-08-26
"Tama","Tama","3647","592","503","29","60","0.162325198793529",2020-08-26
"Taylor","Taylor","992","107","101","0","6","0.107862903225806",2020-08-26
"Union","Union","2427","90","63","3","24","0.0370828182941904",2020-08-26
"Van Buren","Van Buren","882","47","26","1","20","0.0532879818594104",2020-08-26
"Wapello","Wapello","6555","1030","888","45","97","0.157131960335622",2020-08-26
"Warren","Warren","9645","671","500","5","166","0.0695697252462416",2020-08-26
"Washington","Washington","3516","319","290","11","18","0.0907281001137656",2020-08-26
"Wayne","Wayne","688","39","26","2","11","0.0566860465116279",2020-08-26
"Webster","Webster","9920","705","615","8","82","0.0710685483870968",2020-08-26
"Winnebago","Winnebago","2168","146","73","6","67","0.0673431734317343",2020-08-26
"Winneshiek","Winneshiek","2955","189","95","1","93","0.0639593908629442",2020-08-26
"Woodbury","Woodbury","23872","3998","3561","54","383","0.16747654155496",2020-08-26
"Worth","Worth","1276","76","58","0","18","0.0595611285266458",2020-08-26
"Wright","Wright","3712","495","430","1","64","0.133351293103448",2020-08-26
"Total","Totals","607529","57848","44853","1060","11935","0.09521849985762",2020-08-26
