"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1777","109","62","1","46","0.0613393359594823",2020-10-15
"Adams","Adams","757","59","33","0","26","0.0779392338177015",2020-10-15
"Allamakee","Allamakee","3169","302","238","8","56","0.0952982013253392",2020-10-15
"Appanoose","Appanoose","2949","190","135","3","52","0.0644286198711428",2020-10-15
"Audubon","Audubon","1346","122","53","1","68","0.0906389301634472",2020-10-15
"Benton","Benton","6211","452","276","1","175","0.072774110449203",2020-10-15
"Black Hawk","Black Hawk","38590","5008","4219","96","693","0.129774552993003",2020-10-15
"Boone","Boone","7093","632","461","8","163","0.0891019314817426",2020-10-15
"Bremer","Bremer","5925","583","455","7","121","0.0983966244725738",2020-10-15
"Buchanan","Buchanan","4965","367","231","3","133","0.0739174219536757",2020-10-15
"Buena Vista","Buena Vista","9951","2164","1924","12","228","0.217465581348608",2020-10-15
"Butler","Butler","3704","326","295","2","29","0.0880129589632829",2020-10-15
"Calhoun","Calhoun","2888","249","214","3","32","0.0862188365650969",2020-10-15
"Carroll","Carroll","6492","956","625","7","324","0.147258163894023",2020-10-15
"Cass","Cass","3243","252","206","2","44","0.0777058279370953",2020-10-15
"Cedar","Cedar","4430","320","222","5","93","0.072234762979684",2020-10-15
"Cerro Gordo","Cerro Gordo","12530","1202","1001","23","178","0.0959297685554669",2020-10-15
"Cherokee","Cherokee","3154","345","194","2","149","0.109384908053266",2020-10-15
"Chickasaw","Chickasaw","2832","313","296","1","16","0.110522598870056",2020-10-15
"Clarke","Clarke","2548","298","249","3","46","0.116954474097331",2020-10-15
"Clay","Clay","4292","453","288","4","161","0.105545200372787",2020-10-15
"Clayton","Clayton","3587","328","282","3","43","0.091441315862838",2020-10-15
"Clinton","Clinton","10968","1309","1029","25","255","0.11934719183078",2020-10-15
"Crawford","Crawford","5729","1269","969","12","288","0.221504625589108",2020-10-15
"Dallas","Dallas","28410","3190","2629","42","519","0.112284406898979",2020-10-15
"Davis","Davis","1481","150","111","4","35","0.101282916948008",2020-10-15
"Decatur","Decatur","1753","112","57","0","55","0.0638904734740445",2020-10-15
"Delaware","Delaware","4381","618","495","8","115","0.14106368409039",2020-10-15
"Des Moines","Des Moines","10331","1085","723","9","353","0.105023715032427",2020-10-15
"Dickinson","Dickinson","5848","654","469","7","178","0.111833105335157",2020-10-15
"Dubuque","Dubuque","33386","4345","2727","50","1568","0.13014437189241",2020-10-15
"Emmet","Emmet","2531","364","241","14","109","0.143816673251679",2020-10-15
"Fayette","Fayette","4626","309","189","2","118","0.0667963683527886",2020-10-15
"Floyd","Floyd","4234","401","359","11","31","0.0947094945677846",2020-10-15
"Franklin","Franklin","2749","364","328","18","18","0.132411786104038",2020-10-15
"Fremont","Fremont","1437","168","83","0","85","0.116910229645094",2020-10-15
"Greene","Greene","2348","157","84","0","73","0.0668654173764906",2020-10-15
"Grundy","Grundy","3068","262","197","4","61","0.0853976531942634",2020-10-15
"Guthrie","Guthrie","3016","350","208","14","128","0.11604774535809",2020-10-15
"Hamilton","Hamilton","4096","420","359","3","58","0.1025390625",2020-10-15
"Hancock","Hancock","2874","254","214","4","36","0.0883785664578984",2020-10-15
"Hardin","Hardin","4256","397","304","5","88","0.0932800751879699",2020-10-15
"Harrison","Harrison","3376","512","201","6","305","0.151658767772512",2020-10-15
"Henry","Henry","5783","938","653","5","280","0.162199550406363",2020-10-15
"Howard","Howard","2299","224","172","8","44","0.0974336668116572",2020-10-15
"Humboldt","Humboldt","2589","268","210","3","55","0.103514870606412",2020-10-15
"Ida","Ida","1695","170","92","2","76","0.100294985250737",2020-10-15
"Iowa","Iowa","4453","355","187","2","166","0.079721536043117",2020-10-15
"Jackson","Jackson","4476","470","292","3","175","0.105004468275246",2020-10-15
"Jasper","Jasper","9055","991","723","35","233","0.10944229707344",2020-10-15
"Jefferson","Jefferson","3183","179","131","1","47","0.0562362551052466",2020-10-15
"Johnson","Johnson","43381","5533","4902","30","601","0.127544316636315",2020-10-15
"Jones","Jones","4486","370","238","3","129","0.0824788230049041",2020-10-15
"Keokuk","Keokuk","1904","134","93","1","40","0.0703781512605042",2020-10-15
"Kossuth","Kossuth","4001","396","242","0","154","0.0989752561859535",2020-10-15
"Lee","Lee","7780","804","582","9","213","0.103341902313625",2020-10-15
"Linn","Linn","57645","4819","3672","122","1025","0.0835978835978836",2020-10-15
"Louisa","Louisa","2898","476","405","15","56","0.164251207729469",2020-10-15
"Lucas","Lucas","1846","178","136","6","36","0.0964247020585049",2020-10-15
"Lyon","Lyon","2326","492","241","5","246","0.21152192605331",2020-10-15
"Madison","Madison","3944","321","209","2","110","0.0813894523326572",2020-10-15
"Mahaska","Mahaska","5562","559","363","22","174","0.100503416037397",2020-10-15
"Marion","Marion","7736","887","809","10","68","0.114658738366081",2020-10-15
"Marshall","Marshall","12185","1883","1727","36","120","0.154534263438654",2020-10-15
"Mills","Mills","4231","303","167","1","135","0.0716142755849681",2020-10-15
"Mitchell","Mitchell","3010","211","176","0","35","0.0700996677740864",2020-10-15
"Monona","Monona","2113","209","144","1","64","0.0989115002366304",2020-10-15
"Monroe","Monroe","1606","224","135","11","78","0.13947696139477",2020-10-15
"Montgomery","Montgomery","2146","140","112","5","23","0.065237651444548",2020-10-15
"Muscatine","Muscatine","10775","1256","1009","57","190","0.116566125290023",2020-10-15
"O'Brien","O'Brien","3446","539","292","9","238","0.156413232733604",2020-10-15
"Osceola","Osceola","1243","233","128","0","105","0.18744971842317",2020-10-15
"Page","Page","3177","306","238","0","68","0.0963172804532578",2020-10-15
"Palo Alto","Palo Alto","2416","267","162","1","104","0.110513245033113",2020-10-15
"Pending Investigation","Pending Investigation","4558","12","0","0","12","0.00263273365511189",2020-10-15
"Plymouth","Plymouth","7558","1449","1006","24","419","0.191717385551733",2020-10-15
"Pocahontas","Pocahontas","1943","196","152","2","42","0.100874935666495",2020-10-15
"Polk","Polk","144603","17474","14962","278","2234","0.120841199698485",2020-10-15
"Pottawattamie","Pottawattamie","24249","2748","2064","43","641","0.11332426079426",2020-10-15
"Poweshiek","Poweshiek","4356","401","297","11","93","0.0920569329660239",2020-10-15
"Ringgold","Ringgold","1326","82","52","2","28","0.0618401206636501",2020-10-15
"Sac","Sac","3039","342","201","2","139","0.11253701875617",2020-10-15
"Scott","Scott","42171","3772","2694","32","1046","0.0894453534419388",2020-10-15
"Shelby","Shelby","2690","325","282","1","42","0.120817843866171",2020-10-15
"Sioux","Sioux","8925","2193","1271","11","911","0.245714285714286",2020-10-15
"Story","Story","32024","3760","3242","17","501","0.117411941044217",2020-10-15
"Tama","Tama","4922","873","709","35","129","0.177366924014628",2020-10-15
"Taylor","Taylor","1442","205","147","2","56","0.142163661581137",2020-10-15
"Union","Union","3552","199","151","3","45","0.0560247747747748",2020-10-15
"Van Buren","Van Buren","1328","142","113","2","27","0.106927710843373",2020-10-15
"Wapello","Wapello","9018","1445","1333","60","52","0.160235085384786",2020-10-15
"Warren","Warren","14033","1096","927","6","163","0.0781016176156203",2020-10-15
"Washington","Washington","5884","580","427","11","142","0.0985723997280761",2020-10-15
"Wayne","Wayne","1245","109","94","3","12","0.0875502008032129",2020-10-15
"Webster","Webster","13405","1624","1275","14","335","0.121148825065274",2020-10-15
"Winnebago","Winnebago","3316","383","276","16","91","0.115500603136309",2020-10-15
"Winneshiek","Winneshiek","4840","402","310","9","83","0.0830578512396694",2020-10-15
"Woodbury","Woodbury","35226","6554","4849","82","1623","0.186055754272412",2020-10-15
"Worth","Worth","1859","121","100","0","21","0.0650887573964497",2020-10-15
"Wright","Wright","4865","673","565","1","107","0.138335046248715",2020-10-15
"Total","Totals","879098","103015","80076","1505","21434","0.117182612177482",2020-10-15
