"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Delaware",2021-01-02,"Delaware",6593,1637,1480,32,31,1,125,0.248293644774761
"Des Moines",2021-01-02,"Des Moines",17346,3548,3094,35,32,3,419,0.204542834082786
"Dickinson",2021-01-02,"Dickinson",8714,1717,1494,20,18,2,203,0.197039247188432
"Dubuque",2021-01-02,"Dubuque",48011,10659,9565,139,131,8,955,0.222011622336548
"Emmet",2021-01-02,"Emmet",4157,1020,825,27,26,1,168,0.245369256675487
"Fayette",2021-01-02,"Fayette",7366,1412,1125,19,18,1,268,0.191691555796905
"Floyd",2021-01-02,"Floyd",6348,1287,1132,34,26,8,121,0.202741020793951
"Franklin",2021-01-02,"Franklin",4182,911,763,17,16,1,131,0.217838354854137
"Fremont",2021-01-02,"Fremont",2209,472,403,5,3,2,64,0.213671344499774
"Greene",2021-01-02,"Greene",3503,648,550,7,7,0,91,0.184984299172138
"Grundy",2021-01-02,"Grundy",4672,1095,895,18,14,4,182,0.234375
"Guthrie",2021-01-02,"Guthrie",4664,961,801,23,18,5,137,0.206046312178388
"Hamilton",2021-01-02,"Hamilton",6202,1491,1222,24,24,0,245,0.240406320541761
"Hancock",2021-01-02,"Hancock",4863,1187,934,24,19,5,229,0.244088011515525
"Hardin",2021-01-02,"Hardin",6865,1458,1259,26,24,2,173,0.21238164603059
"Harrison",2021-01-02,"Harrison",5405,1446,1136,58,55,3,252,0.267530064754857
"Henry",2021-01-02,"Henry",9192,2486,2163,27,27,0,296,0.270452567449956
"Howard",2021-01-02,"Howard",3564,738,581,17,13,4,140,0.207070707070707
"Humboldt",2021-01-02,"Humboldt",3953,983,831,18,15,3,134,0.248671894763471
"Ida",2021-01-02,"Ida",2657,699,568,29,28,1,102,0.263078660143018
"Iowa",2021-01-02,"Iowa",6611,1141,1011,21,20,1,109,0.172591135985479
"Jackson",2021-01-02,"Jackson",7319,1786,1585,29,28,1,172,0.244022407432709
"Jasper",2021-01-02,"Jasper",14542,2916,2361,54,52,2,501,0.200522624123229
"Jefferson",2021-01-02,"Jefferson",6133,1037,787,20,19,1,230,0.169085276373716
"Johnson",2021-01-02,"Johnson",65239,11193,9935,47,43,4,1211,0.1715691534205
"Jones",2021-01-02,"Jones",8217,2593,2408,48,47,1,137,0.315565291468906
"Keokuk",2021-01-02,"Keokuk",3336,793,685,25,25,0,83,0.237709832134293
"Kossuth",2021-01-02,"Kossuth",6394,1564,1280,32,31,1,252,0.244604316546763
"Lee",2021-01-02,"Lee",12995,2878,2360,25,21,4,493,0.221469796075414
"Linn",2021-01-02,"Linn",95678,16667,14935,249,233,16,1483,0.174198875394553
"Louisa",2021-01-02,"Louisa",4508,1077,906,24,20,4,147,0.238908606921029
"Lucas",2021-01-02,"Lucas",3065,585,355,8,8,0,222,0.190864600326264
"Lyon",2021-01-02,"Lyon",3795,1261,1078,25,23,2,158,0.332279314888011
"Madison",2021-01-02,"Madison",5953,974,779,8,7,1,187,0.16361498404166
"Mahaska",2021-01-02,"Mahaska",8468,1749,1333,35,32,3,381,0.206542276806802
"Marion",2021-01-02,"Marion",12508,2716,2161,49,42,7,506,0.217141029740966
"Marshall",2021-01-02,"Marshall",16924,4037,3631,57,54,3,349,0.238536988891515
"Mills",2021-01-02,"Mills",6586,1285,1128,15,14,1,142,0.195110841178257
"Mitchell",2021-01-02,"Mitchell",4639,1054,862,30,30,0,162,0.227204138823022
"Monona",2021-01-02,"Monona",3074,550,475,16,15,1,59,0.178919973975277
"Monroe",2021-01-02,"Monroe",2676,682,463,17,16,1,202,0.254857997010463
"Montgomery",2021-01-02,"Montgomery",3521,770,530,15,14,1,225,0.218687872763419
"Muscatine",2021-01-02,"Muscatine",17558,3587,3106,75,68,7,406,0.204294338762957
"O'Brien",2021-01-02,"O'Brien",5561,1591,1395,53,49,4,143,0.286099622370077
"Osceola",2021-01-02,"Osceola",2029,614,558,8,7,1,48,0.302612124199113
"Page",2021-01-02,"Page",5094,1373,1246,14,13,1,113,0.269532783667059
"Palo Alto",2021-01-02,"Palo Alto",3732,821,698,8,8,0,115,0.219989281886388
"Pending Investigation",2021-01-02,"Pending Investigation",9911,752,396,0,0,0,356,0.0758752900817274
"Plymouth",2021-01-02,"Plymouth",11330,3367,2960,53,47,6,354,0.297175639894087
"Pocahontas",2021-01-02,"Pocahontas",3001,724,606,12,12,0,106,0.241252915694768
"Polk",2021-01-02,"Polk",221045,41680,35607,413,376,37,5660,0.188558890723608
"Pottawattamie",2021-01-02,"Pottawattamie",39679,8327,7035,98,89,9,1194,0.209859119433453
"Poweshiek",2021-01-02,"Poweshiek",6902,1212,1043,24,22,2,145,0.175601274992756
"Ringgold",2021-01-02,"Ringgold",1949,367,266,8,7,1,93,0.188301693175988
"Sac",2021-01-02,"Sac",4460,1042,917,14,14,0,111,0.233632286995516
"Scott",2021-01-02,"Scott",70356,14215,12163,152,144,8,1900,0.202043891068281
"Shelby",2021-01-02,"Shelby",4290,949,804,25,25,0,120,0.221212121212121
"Sioux",2021-01-02,"Sioux",13329,4355,3899,44,43,1,412,0.326731187635982
"Story",2021-01-02,"Story",45917,8032,7176,31,27,4,825,0.174924319968639
"Tama",2021-01-02,"Tama",6955,1762,1544,56,54,2,162,0.25334291876348
"Taylor",2021-01-02,"Taylor",2128,547,480,9,7,2,58,0.257048872180451
"Union",2021-01-02,"Union",5551,1035,867,19,19,0,149,0.186452891370924
"Van Buren",2021-01-02,"Van Buren",2212,456,404,11,10,1,41,0.206148282097649
"Wapello",2021-01-02,"Wapello",13736,3143,2672,92,90,2,379,0.22881479324403
"Warren",2021-01-02,"Warren",22416,3837,3079,34,32,2,724,0.171172376873662
"Washington",2021-01-02,"Washington",9647,1898,1532,28,27,1,338,0.196745102104281
"Wayne",2021-01-02,"Wayne",1832,384,311,21,17,4,52,0.209606986899563
"Webster",2021-01-02,"Webster",18562,4455,3835,64,57,7,556,0.240006464820601
"Winnebago",2021-01-02,"Winnebago",5017,1108,958,28,23,5,122,0.220849113015746
"Winneshiek",2021-01-02,"Winneshiek",7987,1386,1100,18,16,2,268,0.17353198948291
"Woodbury",2021-01-02,"Woodbury",49998,12356,10929,168,155,13,1259,0.247129885195408
"Worth",2021-01-02,"Worth",3002,531,404,3,2,1,124,0.176882078614257
"Wright",2021-01-02,"Wright",6832,1530,1344,18,16,2,168,0.223946135831382
"Total",2021-01-02,"Totals",1361710,283144,243218,3946,3621,325,35980,0.207932672889235
