"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2257","284","101","3","180","0.125830748781568",2020-11-09
"Adams","Adams","926","105","60","1","44","0.113390928725702",2020-11-09
"Allamakee","Allamakee","3659","507","288","9","210","0.138562448756491",2020-11-09
"Appanoose","Appanoose","3580","432","187","3","242","0.120670391061453",2020-11-09
"Audubon","Audubon","1586","228","115","1","112","0.143757881462799",2020-11-09
"Benton","Benton","7865","1040","410","6","624","0.132231404958678",2020-11-09
"Black Hawk","Black Hawk","45181","7750","4834","108","2808","0.171532281268675",2020-11-09
"Boone","Boone","8176","933","614","10","309","0.114114481409002",2020-11-09
"Bremer","Bremer","7139","1129","568","11","550","0.158145398515198",2020-11-09
"Buchanan","Buchanan","5889","712","349","5","358","0.120903379181525",2020-11-09
"Buena Vista","Buena Vista","10797","2530","2135","13","382","0.234324349356303",2020-11-09
"Butler","Butler","4356","596","430","3","163","0.13682277318641",2020-11-09
"Calhoun","Calhoun","3653","659","311","5","343","0.180399671502874",2020-11-09
"Carroll","Carroll","7665","1472","916","14","542","0.192041748206132",2020-11-09
"Cass","Cass","3959","583","364","10","209","0.147259408941652",2020-11-09
"Cedar","Cedar","5537","693","303","9","381","0.125158027812895",2020-11-09
"Cerro Gordo","Cerro Gordo","14841","2073","1160","30","883","0.139680614513847",2020-11-09
"Cherokee","Cherokee","3644","529","334","3","192","0.145170142700329",2020-11-09
"Chickasaw","Chickasaw","3291","492","396","1","95","0.149498632634458",2020-11-09
"Clarke","Clarke","2944","399","288","3","108","0.135529891304348",2020-11-09
"Clay","Clay","5082","732","429","4","299","0.144037780401417",2020-11-09
"Clayton","Clayton","4335","691","371","4","316","0.159400230680507",2020-11-09
"Clinton","Clinton","13191","2074","1263","30","781","0.157228413312107",2020-11-09
"Crawford","Crawford","6325","1500","1224","15","261","0.237154150197628",2020-11-09
"Dallas","Dallas","33111","4459","3081","51","1327","0.134668237141735",2020-11-09
"Davis","Davis","1815","264","142","4","118","0.145454545454545",2020-11-09
"Decatur","Decatur","2104","218","102","0","116","0.10361216730038",2020-11-09
"Delaware","Delaware","5189","1043","584","16","443","0.201002119868954",2020-11-09
"Des Moines","Des Moines","13298","2013","1019","13","981","0.151376146788991",2020-11-09
"Dickinson","Dickinson","6731","954","627","9","318","0.141732283464567",2020-11-09
"Dubuque","Dubuque","39114","6896","4213","69","2614","0.176305159278008",2020-11-09
"Emmet","Emmet","3034","519","349","21","149","0.171061305207647",2020-11-09
"Fayette","Fayette","5475","598","292","6","300","0.109223744292237",2020-11-09
"Floyd","Floyd","4827","589","454","11","124","0.122021959809405",2020-11-09
"Franklin","Franklin","3131","478","365","19","94","0.152666879591185",2020-11-09
"Fremont","Fremont","1673","255","169","2","84","0.152420800956366",2020-11-09
"Greene","Greene","2695","290","153","0","137","0.10760667903525",2020-11-09
"Grundy","Grundy","3562","498","253","6","239","0.139809096013476",2020-11-09
"Guthrie","Guthrie","3508","506","325","15","166","0.1442417331813",2020-11-09
"Hamilton","Hamilton","4619","595","473","6","116","0.128815760987227",2020-11-09
"Hancock","Hancock","3539","535","294","6","235","0.151172647640576",2020-11-09
"Hardin","Hardin","5116","705","377","8","320","0.137802971071149",2020-11-09
"Harrison","Harrison","4070","828","486","21","321","0.203439803439803",2020-11-09
"Henry","Henry","6827","1326","917","7","402","0.194228797422001",2020-11-09
"Howard","Howard","2623","330","210","9","111","0.125810141059855",2020-11-09
"Humboldt","Humboldt","3085","480","281","3","196","0.155591572123177",2020-11-09
"Ida","Ida","1987","312","164","3","145","0.157020634121792",2020-11-09
"Iowa","Iowa","5220","619","315","11","293","0.118582375478927",2020-11-09
"Jackson","Jackson","5652","1018","455","5","558","0.180113234253362",2020-11-09
"Jasper","Jasper","10794","1577","943","34","600","0.146099685010191",2020-11-09
"Jefferson","Jefferson","4007","354","171","1","182","0.0883453955577739",2020-11-09
"Johnson","Johnson","50451","7180","5446","33","1701","0.142316306911657",2020-11-09
"Jones","Jones","6371","1433","357","4","1072","0.224925443415476",2020-11-09
"Keokuk","Keokuk","2414","318","132","1","185","0.131731565865783",2020-11-09
"Kossuth","Kossuth","4726","646","378","1","267","0.136690647482014",2020-11-09
"Lee","Lee","9509","1360","768","14","578","0.143022399831738",2020-11-09
"Linn","Linn","72168","9139","4576","140","4423","0.126635073716883",2020-11-09
"Louisa","Louisa","3480","632","450","15","167","0.181609195402299",2020-11-09
"Lucas","Lucas","2197","252","161","6","85","0.114701866181156",2020-11-09
"Lyon","Lyon","2706","655","469","8","178","0.242054693274205",2020-11-09
"Madison","Madison","4517","467","314","4","149","0.103387203896391",2020-11-09
"Mahaska","Mahaska","6543","939","518","26","395","0.143512150389729",2020-11-09
"Marion","Marion","9216","1405","1000","13","392","0.152452256944444",2020-11-09
"Marshall","Marshall","13827","2597","1839","37","721","0.187820930064367",2020-11-09
"Mills","Mills","4933","625","286","3","336","0.126697749847963",2020-11-09
"Mitchell","Mitchell","3514","435","211","2","222","0.123790552077405",2020-11-09
"Monona","Monona","2425","299","210","2","87","0.123298969072165",2020-11-09
"Monroe","Monroe","1914","323","183","12","128","0.168756530825496",2020-11-09
"Montgomery","Montgomery","2563","275","202","7","66","0.107296137339056",2020-11-09
"Muscatine","Muscatine","13004","1934","1183","60","691","0.14872346970163",2020-11-09
"O'Brien","O'Brien","4263","962","512","19","431","0.225662678864649",2020-11-09
"Osceola","Osceola","1527","362","223","0","139","0.237066142763589",2020-11-09
"Page","Page","3884","684","408","1","275","0.17610710607621",2020-11-09
"Palo Alto","Palo Alto","2852","421","263","2","156","0.147615708274895",2020-11-09
"Pending Investigation","Pending Investigation","6653","246","0","0","246","0.0369758003908011",2020-11-09
"Plymouth","Plymouth","8880","2125","1360","34","731","0.239301801801802",2020-11-09
"Pocahontas","Pocahontas","2334","361","190","2","169","0.154670094258783",2020-11-09
"Polk","Polk","169112","23814","16972","297","6545","0.140817919485311",2020-11-09
"Pottawattamie","Pottawattamie","29079","4103","2834","49","1220","0.14109838715224",2020-11-09
"Poweshiek","Poweshiek","5242","662","456","11","195","0.126287676459367",2020-11-09
"Ringgold","Ringgold","1539","124","87","2","35","0.0805717998700455",2020-11-09
"Sac","Sac","3526","542","332","5","205","0.153715258082813",2020-11-09
"Scott","Scott","51672","6695","3705","51","2939","0.129567270475306",2020-11-09
"Shelby","Shelby","3202","530","430","2","98","0.165521549031855",2020-11-09
"Sioux","Sioux","10443","2926","2110","20","796","0.280187685530978",2020-11-09
"Story","Story","35793","4837","3709","18","1110","0.135138155505266",2020-11-09
"Tama","Tama","5637","1177","813","38","326","0.208799006563775",2020-11-09
"Taylor","Taylor","1679","323","206","2","115","0.19237641453246",2020-11-09
"Union","Union","4192","378","254","6","118","0.0901717557251908",2020-11-09
"Van Buren","Van Buren","1635","240","136","2","102","0.146788990825688",2020-11-09
"Wapello","Wapello","10363","1876","1455","64","357","0.18102865965454",2020-11-09
"Warren","Warren","16666","1734","1064","9","661","0.104044161766471",2020-11-09
"Washington","Washington","7181","883","551","12","320","0.122963375574433",2020-11-09
"Wayne","Wayne","1451","230","114","4","112","0.158511371467953",2020-11-09
"Webster","Webster","15054","2427","1554","18","855","0.161219609406138",2020-11-09
"Winnebago","Winnebago","3964","630","353","20","257","0.158930373360242",2020-11-09
"Winneshiek","Winneshiek","5862","636","444","9","183","0.10849539406346",2020-11-09
"Woodbury","Woodbury","40377","8442","6371","102","1969","0.209079426406122",2020-11-09
"Worth","Worth","2195","207","120","0","87","0.0943052391799544",2020-11-09
"Wright","Wright","5495","923","663","1","259","0.167970882620564",2020-11-09
"Total","Totals","1040914","156816","101036","1845","53935","0.150652215264662",2020-11-09
