"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-06-28,"Adair",12860,996,842,32,22,10,3857,876,2,2021-06-28
"Adams",2021-06-28,"Adams",6242,358,342,4,4,0,1701,347,1,2021-06-28
"Allamakee",2021-06-28,"Allamakee",22948,1588,1471,52,42,10,6638,1528,5,2021-06-28
"Appanoose",2021-06-28,"Appanoose",19379,1470,1238,49,44,5,6489,1291,4,2021-06-28
"Audubon",2021-06-28,"Audubon",14012,553,505,11,10,1,2906,534,18,2021-06-28
"Benton",2021-06-28,"Benton",40375,2777,2520,55,44,11,13797,2610,35,2021-06-28
"Black Hawk",2021-06-28,"Black Hawk",230451,17780,15637,315,291,24,75357,16260,308,2021-06-28
"Boone",2021-06-28,"Boone",46946,2873,2651,34,31,3,14832,2685,0,2021-06-28
"Bremer",2021-06-28,"Bremer",42774,3030,2806,62,52,10,13126,2890,22,2021-06-28
"Buchanan",2021-06-28,"Buchanan",33937,2057,1890,34,27,7,10156,1943,19,2021-06-28
"Buena Vista",2021-06-28,"Buena Vista",47379,4973,4221,40,36,4,15561,4270,9,2021-06-28
"Butler",2021-06-28,"Butler",31335,1759,1621,35,31,4,7536,1666,10,2021-06-28
"Calhoun",2021-06-28,"Calhoun",19839,1445,1375,13,12,1,5642,1390,2,2021-06-28
"Carroll",2021-06-28,"Carroll",39266,3084,2820,52,43,9,12007,2870,-2,2021-06-28
"Cass",2021-06-28,"Cass",21859,1477,1341,55,49,6,6741,1391,-5,2021-06-28
"Cedar",2021-06-28,"Cedar",33961,2018,1887,23,21,2,9832,1923,13,2021-06-28
"Cerro Gordo",2021-06-28,"Cerro Gordo",84431,6003,5401,97,80,17,27092,5547,49,2021-06-28
"Cherokee",2021-06-28,"Cherokee",22355,1701,1552,38,30,8,6342,1597,7,2021-06-28
"Chickasaw",2021-06-28,"Chickasaw",18889,1323,1233,17,14,3,5857,1251,1,2021-06-28
"Clarke",2021-06-28,"Clarke",14443,1075,982,24,22,2,5251,1012,6,2021-06-28
"Clay",2021-06-28,"Clay",32890,2281,2134,27,22,5,8980,2167,6,2021-06-28
"Clayton",2021-06-28,"Clayton",27395,1800,1658,57,48,9,7736,1712,-3,2021-06-28
"Clinton",2021-06-28,"Clinton",69776,6097,5513,93,79,14,25056,5615,9,2021-06-28
"Crawford",2021-06-28,"Crawford",30028,2932,2647,41,35,6,9295,2681,-7,2021-06-28
"Dallas",2021-06-28,"Dallas",137172,12649,11149,99,85,14,58180,11296,48,2021-06-28
"Davis",2021-06-28,"Davis",12079,927,823,25,23,2,3784,853,5,2021-06-28
"Decatur",2021-06-28,"Decatur",11029,636,608,9,9,0,3783,618,1,2021-06-28
"Delaware",2021-06-28,"Delaware",31355,2158,2064,43,38,5,8647,2111,4,2021-06-28
"Des Moines",2021-06-28,"Des Moines",62143,5059,4596,73,61,12,22889,4687,18,2021-06-28
"Dickinson",2021-06-28,"Dickinson",29220,2688,2450,44,38,6,11090,2493,-1,2021-06-28
"Dubuque",2021-06-28,"Dubuque",205997,14843,13248,211,195,16,60954,13526,67,2021-06-28
"Emmet",2021-06-28,"Emmet",18194,1438,1309,41,39,2,5528,1358,8,2021-06-28
"Fayette",2021-06-28,"Fayette",38634,1958,1817,43,38,5,9943,1872,12,2021-06-28
"Floyd",2021-06-28,"Floyd",27794,1819,1583,42,32,10,8365,1637,12,2021-06-28
"Franklin",2021-06-28,"Franklin",21768,1345,1198,23,21,2,5890,1236,15,2021-06-28
"Fremont",2021-06-28,"Fremont",8056,664,621,9,7,2,2851,627,-3,2021-06-28
"Greene",2021-06-28,"Greene",15837,830,770,11,10,1,4398,781,0,2021-06-28
"Grundy",2021-06-28,"Grundy",20390,1454,1337,33,27,6,6139,1375,5,2021-06-28
"Guthrie",2021-06-28,"Guthrie",20101,1318,1200,32,26,6,6171,1233,1,2021-06-28
"Hamilton",2021-06-28,"Hamilton",24734,2012,1765,51,46,5,8097,1820,4,2021-06-28
"Hancock",2021-06-28,"Hancock",23517,1603,1463,34,27,7,6552,1504,7,2021-06-28
"Hardin",2021-06-28,"Hardin",37884,2013,1830,44,34,10,9139,1877,3,2021-06-28
"Harrison",2021-06-28,"Harrison",22491,1938,1725,73,69,4,6810,1801,3,2021-06-28
"Henry",2021-06-28,"Henry",39130,3105,2904,37,36,1,11774,2951,10,2021-06-28
"Howard",2021-06-28,"Howard",17935,1102,1023,22,18,4,4911,1051,6,2021-06-28
"Humboldt",2021-06-28,"Humboldt",16292,1248,1170,26,23,3,5000,1197,1,2021-06-28
"Ida",2021-06-28,"Ida",13270,1028,875,35,32,3,3557,916,6,2021-06-28
"Iowa",2021-06-28,"Iowa",31702,1562,1478,24,22,2,8724,1500,-2,2021-06-28
"Jackson",2021-06-28,"Jackson",28083,2385,2209,42,39,3,9865,2252,1,2021-06-28
"Jasper",2021-06-28,"Jasper",55694,4565,4136,73,67,6,19694,4214,5,2021-06-28
"Jefferson",2021-06-28,"Jefferson",22761,1460,1306,35,29,6,8466,1335,-6,2021-06-28
"Johnson",2021-06-28,"Johnson",228094,15520,14490,85,77,8,87260,14636,61,2021-06-28
"Jones",2021-06-28,"Jones",28695,3141,2954,57,51,6,10776,3011,0,2021-06-28
"Keokuk",2021-06-28,"Keokuk",16721,1038,933,32,31,1,4576,971,6,2021-06-28
"Kossuth",2021-06-28,"Kossuth",28107,2286,2102,66,57,9,8469,2162,-6,2021-06-28
"Lee",2021-06-28,"Lee",58847,4087,3753,57,44,13,17171,3837,27,2021-06-28
"Linn",2021-06-28,"Linn",316153,22683,20738,340,304,36,126920,21267,189,2021-06-28
"Louisa",2021-06-28,"Louisa",18781,1366,1249,49,42,7,5803,1299,1,2021-06-28
"Lucas",2021-06-28,"Lucas",10204,808,759,23,18,5,4158,779,-3,2021-06-28
"Lyon",2021-06-28,"Lyon",17593,1604,1549,41,37,4,5053,1595,5,2021-06-28
"Madison",2021-06-28,"Madison",22668,1789,1628,19,15,4,8448,1647,0,2021-06-28
"Mahaska",2021-06-28,"Mahaska",33678,2439,2263,51,46,5,11254,2329,15,2021-06-28
"Marion",2021-06-28,"Marion",45539,3866,3590,76,65,11,17311,3661,-5,2021-06-28
"Marshall",2021-06-28,"Marshall",87779,5258,4788,76,68,8,22986,4881,17,2021-06-28
"Mills",2021-06-28,"Mills",22422,1809,1609,24,21,3,8023,1639,6,2021-06-28
"Mitchell",2021-06-28,"Mitchell",19393,1378,1232,43,40,3,5783,1267,-8,2021-06-28
"Monona",2021-06-28,"Monona",19019,899,808,31,29,2,3993,836,-3,2021-06-28
"Monroe",2021-06-28,"Monroe",10457,1011,926,32,24,8,3790,964,6,2021-06-28
"Montgomery",2021-06-28,"Montgomery",15116,1117,999,38,36,2,4522,1036,-1,2021-06-28
"Muscatine",2021-06-28,"Muscatine",60822,5234,4764,106,97,9,23251,4886,16,2021-06-28
"O'Brien",2021-06-28,"O'Brien",27614,2154,1941,61,56,5,7017,1998,-4,2021-06-28
"Osceola",2021-06-28,"Osceola",9789,815,774,17,14,3,2698,789,-2,2021-06-28
"Page",2021-06-28,"Page",22934,2012,1922,22,20,2,6671,1945,1,2021-06-28
"Palo Alto",2021-06-28,"Palo Alto",20085,1196,1110,23,22,1,4769,1135,2,2021-06-28
"Pending Investigation",2021-06-28,"Pending Investigation",8116,985,948,0,0,0,4321,962,14,2021-06-28
"Plymouth",2021-06-28,"Plymouth",40740,4344,3944,81,73,8,14009,4031,6,2021-06-28
"Pocahontas",2021-06-28,"Pocahontas",14466,902,839,22,22,0,3643,857,-4,2021-06-28
"Polk",2021-06-28,"Polk",750600,65711,57431,642,563,79,298016,58307,234,2021-06-28
"Pottawattamie",2021-06-28,"Pottawattamie",127318,12377,11028,175,152,23,50465,11235,32,2021-06-28
"Poweshiek",2021-06-28,"Poweshiek",48142,1651,1539,36,33,3,9476,1572,-3,2021-06-28
"Ringgold",2021-06-28,"Ringgold",10705,583,540,24,18,6,2539,564,0,2021-06-28
"Sac",2021-06-28,"Sac",21996,1397,1292,20,19,1,5685,1308,-4,2021-06-28
"Scott",2021-06-28,"Scott",234277,21759,20024,249,225,24,94771,20319,46,2021-06-28
"Shelby",2021-06-28,"Shelby",18321,1380,1280,37,33,4,5844,1318,1,2021-06-28
"Sioux",2021-06-28,"Sioux",48565,5363,5091,74,71,3,17065,5178,13,2021-06-28
"Story",2021-06-28,"Story",171106,11489,10636,48,42,6,59409,10724,40,2021-06-28
"Tama",2021-06-28,"Tama",34833,2253,2036,71,67,4,8986,2124,17,2021-06-28
