"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Decatur","Decatur","1161","46","24","0","22","0.0396210163652024",2020-09-02
"Delaware","Delaware","3087","229","166","3","60","0.0741820537738905",2020-09-02
"Des Moines","Des Moines","6846","579","150","5","424","0.0845749342681858",2020-09-02
"Dickinson","Dickinson","4424","428","370","6","52","0.096745027124774",2020-09-02
"Dubuque","Dubuque","24271","2053","1604","36","413","0.0845865436117177",2020-09-02
"Emmet","Emmet","1804","222","186","8","28","0.123059866962306",2020-09-02
"Fayette","Fayette","3285","143","83","1","59","0.043531202435312",2020-09-02
"Floyd","Floyd","3239","219","182","3","34","0.067613460944736",2020-09-02
"Franklin","Franklin","2162","298","255","17","26","0.137835337650324",2020-09-02
"Fremont","Fremont","851","59","37","0","22","0.0693301997649824",2020-09-02
"Greene","Greene","1501","58","39","0","19","0.0386409060626249",2020-09-02
"Grundy","Grundy","2247","132","74","1","57","0.0587449933244326",2020-09-02
"Guthrie","Guthrie","2128","173","131","5","37","0.081296992481203",2020-09-02
"Hamilton","Hamilton","3129","283","242","2","39","0.0904442313838287",2020-09-02
"Hancock","Hancock","2143","156","133","2","21","0.0727951469902006",2020-09-02
"Hardin","Hardin","3042","231","173","1","57","0.0759368836291913",2020-09-02
"Harrison","Harrison","1991","149","128","2","19","0.0748367654445003",2020-09-02
"Henry","Henry","3612","294","116","4","174","0.0813953488372093",2020-09-02
"Howard","Howard","1588","136","71","2","63","0.0856423173803526",2020-09-02
"Humboldt","Humboldt","1825","152","93","2","57","0.0832876712328767",2020-09-02
"Ida","Ida","1116","44","29","0","15","0.039426523297491",2020-09-02
"Iowa","Iowa","3078","116","92","1","23","0.0376868096166342",2020-09-02
"Jackson","Jackson","3160","216","147","1","68","0.0683544303797468",2020-09-02
"Jasper","Jasper","6024","589","443","30","116","0.0977755644090305",2020-09-02
"Jefferson","Jefferson","2356","120","80","0","40","0.0509337860780985",2020-09-02
"Johnson","Johnson","32472","4075","2010","26","2039","0.125492732200049",2020-09-02
"Jones","Jones","3062","175","133","2","40","0.0571521881123449",2020-09-02
"Keokuk","Keokuk","1283","66","32","1","33","0.0514419329696025",2020-09-02
"Kossuth","Kossuth","2551","122","83","0","39","0.0478243825950608",2020-09-02
"Lee","Lee","4779","441","104","5","332","0.0922787193973635",2020-09-02
"Linn","Linn","41522","2995","2482","94","419","0.0721304368768364",2020-09-02
"Louisa","Louisa","2114","397","363","14","20","0.187795648060549",2020-09-02
"Lucas","Lucas","1159","97","53","5","39","0.0836928386540121",2020-09-02
"Lyon","Lyon","1314","152","132","2","18","0.115677321156773",2020-09-02
"Madison","Madison","2822","165","115","2","48","0.0584691708008505",2020-09-02
"Mahaska","Mahaska","3699","223","155","18","50","0.060286563936199",2020-09-02
"Marion","Marion","5226","502","210","1","291","0.0960581706850364",2020-09-02
"Marshall","Marshall","9557","1660","1409","32","219","0.173694674060898",2020-09-02
"Mills","Mills","3102","131","86","1","44","0.0422308188265635",2020-09-02
"Mitchell","Mitchell","2260","115","78","0","37","0.0508849557522124",2020-09-02
"Monona","Monona","1357","107","92","1","14","0.0788504053058217",2020-09-02
"Monroe","Monroe","1058","113","63","8","42","0.106805293005671",2020-09-02
"Montgomery","Montgomery","1568","82","63","5","14","0.0522959183673469",2020-09-02
"Muscatine","Muscatine","7924","973","797","52","124","0.122791519434629",2020-09-02
"O'Brien","O'Brien","2336","204","132","7","65","0.0873287671232877",2020-09-02
"Osceola","Osceola","756","99","80","0","19","0.130952380952381",2020-09-02
"Page","Page","2248","114","108","0","6","0.050711743772242",2020-09-02
"Palo Alto","Palo Alto","1724","119","80","0","39","0.0690255220417633",2020-09-02
"Pending Investigation","Pending Investigation","7950","3","0","0","3","0.000377358490566038",2020-09-02
"Plymouth","Plymouth","5084","757","440","18","299","0.148898505114083",2020-09-02
"Pocahontas","Pocahontas","1402","131","111","2","18","0.0934379457917261",2020-09-02
"Polk","Polk","109162","13489","9938","226","3325","0.123568641102215",2020-09-02
"Pottawattamie","Pottawattamie","17732","1659","1381","34","244","0.0935596661403113",2020-09-02
"Poweshiek","Poweshiek","2792","184","163","8","13","0.0659025787965616",2020-09-02
"Ringgold","Ringgold","857","31","27","1","3","0.0361726954492415",2020-09-02
"Sac","Sac","2019","120","84","0","36","0.0594353640416048",2020-09-02
"Scott","Scott","30233","2253","1691","21","541","0.0745212185360368",2020-09-02
"Shelby","Shelby","1891","218","205","1","12","0.115282919090428",2020-09-02
"Sioux","Sioux","5613","911","616","3","292","0.162301799394263",2020-09-02
"Story","Story","24936","2539","1193","16","1330","0.101820660891883",2020-09-02
"Tama","Tama","3740","625","518","29","78","0.167112299465241",2020-09-02
"Taylor","Taylor","1034","113","102","1","10","0.109284332688588",2020-09-02
"Union","Union","2549","93","71","3","19","0.0364848960376618",2020-09-02
"Van Buren","Van Buren","964","101","33","1","67","0.104771784232365",2020-09-02
"Wapello","Wapello","6816","1088","926","51","111","0.15962441314554",2020-09-02
"Warren","Warren","10120","787","548","5","234","0.0777667984189723",2020-09-02
"Washington","Washington","3725","346","298","11","37","0.0928859060402685",2020-09-02
"Wayne","Wayne","735","52","33","2","17","0.0707482993197279",2020-09-02
"Webster","Webster","10306","1043","651","9","383","0.101203182612071",2020-09-02
"Winnebago","Winnebago","2419","164","80","9","75","0.0677966101694915",2020-09-02
"Winneshiek","Winneshiek","3166","224","114","4","106","0.0707517372078332",2020-09-02
"Woodbury","Woodbury","24536","4153","3638","56","459","0.169261493315944",2020-09-02
"Worth","Worth","1331","80","66","0","14","0.0601051840721262",2020-09-02
"Wright","Wright","3786","520","442","1","77","0.137348124669836",2020-09-02
"Total","Totals","641492","65991","48004","1125","16862","0.102871119203357",2020-09-02
