"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1273","49","24","1","24","0.0384917517674784",2020-09-02
"Adams","Adams","498","22","17","0","5","0.0441767068273092",2020-09-02
"Allamakee","Allamakee","2387","183","149","5","29","0.0766652702136573",2020-09-02
"Appanoose","Appanoose","1949","85","64","3","18","0.0436121087737301",2020-09-02
"Audubon","Audubon","858","38","27","1","10","0.0442890442890443",2020-09-02
"Benton","Benton","4106","205","147","1","57","0.0499269361909401",2020-09-02
"Black Hawk","Black Hawk","29158","3830","3010","76","744","0.13135331641402",2020-09-02
"Boone","Boone","4892","348","240","4","104","0.07113654946852",2020-09-02
"Bremer","Bremer","4263","341","197","7","137","0.0799906169364297",2020-09-02
"Buchanan","Buchanan","3538","176","121","1","54","0.0497456189937818",2020-09-02
"Buena Vista","Buena Vista","8372","1828","1775","12","41","0.218346870520784",2020-09-02
"Butler","Butler","2707","211","161","2","48","0.0779460657554488",2020-09-02
"Calhoun","Calhoun","1964","130","90","2","38","0.0661914460285132",2020-09-02
"Carroll","Carroll","4384","428","217","3","208","0.0976277372262774",2020-09-02
"Cass","Cass","2055","112","100","2","10","0.0545012165450122",2020-09-02
"Cedar","Cedar","2942","155","126","1","28","0.0526852481305235",2020-09-02
"Cerro Gordo","Cerro Gordo","9589","840","578","20","242","0.0876003754301804",2020-09-02
"Cherokee","Cherokee","1996","140","126","2","12","0.0701402805611222",2020-09-02
"Chickasaw","Chickasaw","1996","111","83","0","28","0.0556112224448898",2020-09-02
"Clarke","Clarke","1854","240","189","3","48","0.129449838187702",2020-09-02
"Clay","Clay","3034","236","176","3","57","0.0777851021753461",2020-09-02
"Clayton","Clayton","2735","183","147","3","33","0.0669104204753199",2020-09-02
"Clinton","Clinton","7807","853","360","10","483","0.10926091968746",2020-09-02
"Crawford","Crawford","4139","837","722","3","112","0.202222759120561",2020-09-02
"Dallas","Dallas","21120","2390","1825","38","527","0.113162878787879",2020-09-02
"Davis","Davis","1015","84","56","2","26","0.0827586206896552",2020-09-02
