"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-25,"Adair",12654,991,830,32,22,10,3778,871,9,2021-05-25
"Adams",2021-05-25,"Adams",5947,351,335,4,4,0,1667,341,2,2021-05-25
"Allamakee",2021-05-25,"Allamakee",22308,1577,1446,51,41,10,6470,1521,24,2021-05-25
"Appanoose",2021-05-25,"Appanoose",18708,1459,1227,49,44,5,6325,1284,8,2021-05-25
"Audubon",2021-05-25,"Audubon",12931,536,487,10,9,1,2802,515,18,2021-05-25
"Benton",2021-05-25,"Benton",39041,2729,2475,55,44,11,13443,2571,41,2021-05-25
"Black Hawk",2021-05-25,"Black Hawk",223030,17367,15373,309,286,23,73452,15873,191,2021-05-25
"Boone",2021-05-25,"Boone",45855,2856,2580,34,31,3,14564,2668,54,2021-05-25
"Bremer",2021-05-25,"Bremer",41204,2999,2748,60,51,9,12837,2862,54,2021-05-25
"Buchanan",2021-05-25,"Buchanan",32712,2025,1862,33,27,6,9919,1916,21,2021-05-25
"Buena Vista",2021-05-25,"Buena Vista",46221,4902,4198,40,36,4,15274,4252,14,2021-05-25
"Butler",2021-05-25,"Butler",30542,1747,1589,35,31,4,7385,1655,31,2021-05-25
"Calhoun",2021-05-25,"Calhoun",19255,1439,1327,13,12,1,5549,1388,48,2021-05-25
"Carroll",2021-05-25,"Carroll",38177,3076,2781,52,43,9,11816,2867,34,2021-05-25
"Cass",2021-05-25,"Cass",21422,1473,1317,54,48,6,6644,1388,17,2021-05-25
"Cedar",2021-05-25,"Cedar",32663,2003,1846,23,21,2,9625,1910,41,2021-05-25
"Cerro Gordo",2021-05-25,"Cerro Gordo",80112,5893,5224,89,74,15,26305,5466,153,2021-05-25
"Cherokee",2021-05-25,"Cherokee",21522,1691,1540,38,30,8,6230,1591,13,2021-05-25
"Chickasaw",2021-05-25,"Chickasaw",18342,1314,1218,16,14,2,5719,1244,10,2021-05-25
"Clarke",2021-05-25,"Clarke",13996,1063,966,24,22,2,5127,1003,13,2021-05-25
"Clay",2021-05-25,"Clay",31945,2267,2115,26,21,5,8838,2159,18,2021-05-25
"Clayton",2021-05-25,"Clayton",26378,1792,1634,56,47,9,7504,1702,12,2021-05-25
"Clinton",2021-05-25,"Clinton",66828,6067,5367,93,79,14,24287,5587,127,2021-05-25
"Crawford",2021-05-25,"Crawford",29226,2917,2591,40,35,5,9157,2674,43,2021-05-25
"Dallas",2021-05-25,"Dallas",133294,12570,10931,98,85,13,57021,11232,203,2021-05-25
"Davis",2021-05-25,"Davis",11729,914,781,24,23,1,3690,841,36,2021-05-25
"Decatur",2021-05-25,"Decatur",10764,627,592,9,9,0,3716,610,9,2021-05-25
"Delaware",2021-05-25,"Delaware",30455,2149,2024,41,37,4,8479,2104,39,2021-05-25
"Des Moines",2021-05-25,"Des Moines",58936,4995,4414,66,55,11,22272,4627,147,2021-05-25
"Dickinson",2021-05-25,"Dickinson",28085,2678,2417,44,38,6,10907,2488,27,2021-05-25
"Dubuque",2021-05-25,"Dubuque",200734,14722,13050,209,193,16,59686,13409,150,2021-05-25
"Emmet",2021-05-25,"Emmet",17729,1424,1274,40,38,2,5415,1344,30,2021-05-25
"Fayette",2021-05-25,"Fayette",37819,1936,1807,41,36,5,9724,1853,5,2021-05-25
"Floyd",2021-05-25,"Floyd",26761,1797,1545,42,32,10,8130,1617,30,2021-05-25
"Franklin",2021-05-25,"Franklin",20697,1327,1123,21,19,2,5674,1222,78,2021-05-25
"Fremont",2021-05-25,"Fremont",7589,660,614,9,7,2,2764,625,2,2021-05-25
