"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2267","291","108","3","180","0.128363475959418",2020-11-10
"Adams","Adams","937","105","61","1","43","0.112059765208111",2020-11-10
"Allamakee","Allamakee","3702","533","293","9","231","0.14397622906537",2020-11-10
"Appanoose","Appanoose","3618","461","193","3","265","0.127418463239359",2020-11-10
"Audubon","Audubon","1607","233","120","1","112","0.144990665836963",2020-11-10
"Benton","Benton","7951","1089","435","6","648","0.136963903911458",2020-11-10
"Black Hawk","Black Hawk","45476","7902","4896","110","2896","0.17376198434339",2020-11-10
"Boone","Boone","8222","951","621","10","320","0.115665288251034",2020-11-10
"Bremer","Bremer","7183","1171","584","12","575","0.163023806209105",2020-11-10
"Buchanan","Buchanan","5931","737","355","5","377","0.124262350362502",2020-11-10
"Buena Vista","Buena Vista","10835","2548","2151","13","384","0.235163820950623",2020-11-10
"Butler","Butler","4405","620","431","3","186","0.140749148694665",2020-11-10
"Calhoun","Calhoun","3719","714","325","5","384","0.191987093304652",2020-11-10
"Carroll","Carroll","7731","1518","954","14","550","0.196352347691114",2020-11-10
"Cass","Cass","3976","591","375","10","206","0.14864185110664",2020-11-10
"Cedar","Cedar","5597","722","313","10","399","0.12899767732714",2020-11-10
"Cerro Gordo","Cerro Gordo","15028","2180","1163","31","986","0.145062549906841",2020-11-10
"Cherokee","Cherokee","3696","558","341","3","214","0.150974025974026",2020-11-10
"Chickasaw","Chickasaw","3307","500","397","1","102","0.151194436044754",2020-11-10
"Clarke","Clarke","2968","403","292","4","107","0.13578167115903",2020-11-10
"Clay","Clay","5119","751","443","4","304","0.146708341472944",2020-11-10
"Clayton","Clayton","4360","713","372","4","337","0.163532110091743",2020-11-10
"Clinton","Clinton","13295","2141","1281","31","829","0.161037984204588",2020-11-10
"Crawford","Crawford","6351","1518","1243","15","260","0.239017477562589",2020-11-10
"Dallas","Dallas","33472","4629","3118","51","1460","0.138294694072658",2020-11-10
"Davis","Davis","1825","271","146","4","121","0.148493150684932",2020-11-10
"Decatur","Decatur","2125","228","113","0","115","0.107294117647059",2020-11-10
"Delaware","Delaware","5212","1062","604","18","440","0.20376055257099",2020-11-10
"Des Moines","Des Moines","13325","2016","1068","13","935","0.151294559099437",2020-11-10
"Dickinson","Dickinson","6777","974","642","9","323","0.143721410653682",2020-11-10
"Dubuque","Dubuque","39270","7001","4335","73","2593","0.178278584160937",2020-11-10
"Emmet","Emmet","3058","531","357","21","153","0.173642903858731",2020-11-10
"Fayette","Fayette","5558","647","305","6","336","0.11640878013674",2020-11-10
"Floyd","Floyd","4869","620","475","12","133","0.127336208667077",2020-11-10
"Franklin","Franklin","3167","494","370","19","105","0.155983580675718",2020-11-10
"Fremont","Fremont","1683","259","174","2","83","0.153891859774213",2020-11-10
"Greene","Greene","2718","307","156","0","151","0.112950699043414",2020-11-10
"Grundy","Grundy","3597","515","258","6","251","0.14317486794551",2020-11-10
"Guthrie","Guthrie","3576","535","337","15","183","0.149608501118568",2020-11-10
"Hamilton","Hamilton","4644","626","486","6","134","0.13479758828596",2020-11-10
"Hancock","Hancock","3594","558","305","6","247","0.155258764607679",2020-11-10
"Hardin","Hardin","5159","721","392","8","321","0.139755766621438",2020-11-10
"Harrison","Harrison","4094","838","513","21","304","0.204689789936492",2020-11-10
"Henry","Henry","6876","1352","935","7","410","0.196625945317045",2020-11-10
"Howard","Howard","2653","339","217","9","113","0.127779871843196",2020-11-10
"Humboldt","Humboldt","3120","507","286","3","218","0.1625",2020-11-10
"Ida","Ida","2013","326","168","4","154","0.161947342275211",2020-11-10
"Iowa","Iowa","5266","644","330","11","303","0.122293961260919",2020-11-10
"Jackson","Jackson","5684","1044","472","5","567","0.183673469387755",2020-11-10
"Jasper","Jasper","10874","1623","951","34","638","0.149255103917602",2020-11-10
"Jefferson","Jefferson","4077","368","176","1","191","0.0902624478783419",2020-11-10
"Johnson","Johnson","51046","7399","5479","33","1887","0.144947694236571",2020-11-10
"Jones","Jones","6431","1484","368","4","1112","0.230757269475976",2020-11-10
"Keokuk","Keokuk","2444","344","133","1","210","0.140752864157119",2020-11-10
"Kossuth","Kossuth","4743","654","393","1","260","0.137887413029728",2020-11-10
"Lee","Lee","9569","1385","793","14","578","0.144738217159578",2020-11-10
"Linn","Linn","73114","9561","4647","141","4773","0.130768389091009",2020-11-10
"Louisa","Louisa","3504","650","459","15","176","0.185502283105023",2020-11-10
"Lucas","Lucas","2236","267","166","6","95","0.119409660107335",2020-11-10
"Lyon","Lyon","2750","691","481","8","202","0.251272727272727",2020-11-10
"Madison","Madison","4549","482","320","4","158","0.105957353264454",2020-11-10
"Mahaska","Mahaska","6587","969","543","26","400","0.147107939881585",2020-11-10
"Marion","Marion","9316","1443","1002","13","428","0.154894804637183",2020-11-10
"Marshall","Marshall","13946","2678","1850","37","791","0.192026387494622",2020-11-10
"Mills","Mills","4974","643","298","3","342","0.129272215520708",2020-11-10
"Mitchell","Mitchell","3547","455","212","2","241","0.128277417535946",2020-11-10
"Monona","Monona","2434","303","216","2","85","0.124486442070666",2020-11-10
"Monroe","Monroe","1919","326","199","12","115","0.169880145909328",2020-11-10
"Montgomery","Montgomery","2582","283","202","7","74","0.109604957397366",2020-11-10
"Muscatine","Muscatine","13156","1966","1194","60","712","0.149437519002736",2020-11-10
"O'Brien","O'Brien","4297","988","526","19","443","0.22992785664417",2020-11-10
"Osceola","Osceola","1535","371","237","0","134","0.241693811074919",2020-11-10
"Page","Page","3894","692","415","1","276","0.177709296353364",2020-11-10
"Palo Alto","Palo Alto","2861","426","267","3","156","0.148898986368403",2020-11-10
"Pending Investigation","Pending Investigation","6829","304","0","0","304","0.0445160345585005",2020-11-10
"Plymouth","Plymouth","8916","2142","1410","34","698","0.240242261103634",2020-11-10
"Pocahontas","Pocahontas","2361","375","192","2","181","0.158831003811944",2020-11-10
"Polk","Polk","170590","24433","17142","299","6992","0.143226449381558",2020-11-10
"Pottawattamie","Pottawattamie","29218","4178","2900","51","1227","0.142994044766925",2020-11-10
"Poweshiek","Poweshiek","5329","706","460","11","235","0.132482642146744",2020-11-10
"Ringgold","Ringgold","1559","127","91","2","34","0.0814624759461193",2020-11-10
"Sac","Sac","3576","575","338","5","232","0.16079418344519",2020-11-10
"Scott","Scott","51992","6875","3835","52","2988","0.132231881827974",2020-11-10
"Shelby","Shelby","3224","546","431","2","113","0.169354838709677",2020-11-10
"Sioux","Sioux","10517","2968","2174","21","773","0.282209755633736",2020-11-10
"Story","Story","36054","4966","3743","18","1205","0.137737837687913",2020-11-10
"Tama","Tama","5682","1205","826","38","341","0.212073213657163",2020-11-10
"Taylor","Taylor","1688","332","207","2","123","0.196682464454976",2020-11-10
"Union","Union","4206","391","255","6","130","0.0929624346172135",2020-11-10
"Van Buren","Van Buren","1657","246","139","2","105","0.148461074230537",2020-11-10
"Wapello","Wapello","10408","1924","1466","65","393","0.184857801691007",2020-11-10
"Warren","Warren","16814","1797","1090","9","698","0.106875223028429",2020-11-10
"Washington","Washington","7269","915","561","12","342","0.125877011968634",2020-11-10
"Wayne","Wayne","1463","233","125","5","103","0.159261790840738",2020-11-10
"Webster","Webster","15197","2559","1581","18","960","0.168388497729815",2020-11-10
"Winnebago","Winnebago","3989","651","367","20","264","0.1631987966909",2020-11-10
"Winneshiek","Winneshiek","5904","647","455","9","183","0.109586720867209",2020-11-10
"Woodbury","Woodbury","40600","8558","6471","103","1984","0.210788177339901",2020-11-10
"Worth","Worth","2218","216","121","0","95","0.0973850315599639",2020-11-10
"Wright","Wright","5541","934","671","2","261","0.168561631474463",2020-11-10
"Total","Totals","1049802","161248","102887","1872","56489","0.15359848809585",2020-11-10
