"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2599","429","222","8","199","0.165063485956137",2020-11-27
"Adams","Adams","1095","164","84","2","78","0.149771689497717",2020-11-27
"Allamakee","Allamakee","4236","772","414","11","347","0.182247403210576",2020-11-27
"Appanoose","Appanoose","4207","773","271","10","492","0.183741383408605",2020-11-27
"Audubon","Audubon","1798","294","187","2","105","0.163515016685206",2020-11-27
"Benton","Benton","9288","1662","683","17","962","0.178940568475452",2020-11-27
"Black Hawk","Black Hawk","51506","10736","6242","134","4360","0.208441734943502",2020-11-27
"Boone","Boone","9312","1342","777","11","554","0.144115120274914",2020-11-27
"Bremer","Bremer","8517","1915","780","12","1123","0.22484442878948",2020-11-27
"Buchanan","Buchanan","6851","1151","523","10","618","0.168004670850971",2020-11-27
"Buena Vista","Buena Vista","11676","3005","2332","14","659","0.257365536142515",2020-11-27
"Butler","Butler","5035","977","457","6","514","0.194041708043694",2020-11-27
"Calhoun","Calhoun","4180","1048","364","7","677","0.250717703349282",2020-11-27
"Carroll","Carroll","8609","1955","1220","22","713","0.227087931234754",2020-11-27
"Cass","Cass","4467","797","503","21","273","0.178419520931274",2020-11-27
"Cedar","Cedar","6436","1049","518","13","518","0.162989434431324",2020-11-27
"Cerro Gordo","Cerro Gordo","17530","3466","1563","44","1859","0.197718197375927",2020-11-27
"Cherokee","Cherokee","4170","815","435","4","376","0.195443645083933",2020-11-27
"Chickasaw","Chickasaw","3887","837","667","4","166","0.215333161821456",2020-11-27
"Clarke","Clarke","3240","477","362","4","111","0.147222222222222",2020-11-27
"Clay","Clay","5919","1135","583","4","548","0.191755364081771",2020-11-27
"Clayton","Clayton","4962","1073","547","5","521","0.216243450221685",2020-11-27
"Clinton","Clinton","15503","3200","1600","39","1561","0.206411662258918",2020-11-27
"Crawford","Crawford","6788","1730","1385","15","330","0.254861520329994",2020-11-27
"Dallas","Dallas","38097","6245","3663","57","2525","0.16392366853033",2020-11-27
"Davis","Davis","2190","450","200","8","242","0.205479452054795",2020-11-27
"Decatur","Decatur","2371","315","175","0","140","0.132855335301561",2020-11-27
"Delaware","Delaware","5897","1403","850","21","532","0.23791758521282",2020-11-27
"Des Moines","Des Moines","15298","2818","1587","19","1212","0.184207085893581",2020-11-27
"Dickinson","Dickinson","7589","1343","824","10","509","0.176966662274344",2020-11-27
"Dubuque","Dubuque","43699","9082","5694","91","3297","0.207830842811048",2020-11-27
"Emmet","Emmet","3501","747","447","24","276","0.213367609254499",2020-11-27
"Fayette","Fayette","6455","1015","437","9","569","0.15724244771495",2020-11-27
"Floyd","Floyd","5662","1027","481","16","530","0.181384669728011",2020-11-27
"Franklin","Franklin","3695","730","399","21","310","0.197564276048714",2020-11-27
"Fremont","Fremont","1929","354","221","3","130","0.183514774494557",2020-11-27
"Greene","Greene","3098","516","203","0","313","0.166559070367979",2020-11-27
"Grundy","Grundy","4144","838","358","11","469","0.202220077220077",2020-11-27
"Guthrie","Guthrie","4072","739","426","15","298","0.181483300589391",2020-11-27
"Hamilton","Hamilton","5384","1080","509","9","562","0.200594353640416",2020-11-27
"Hancock","Hancock","4196","849","394","7","448","0.202335557673975",2020-11-27
"Hardin","Hardin","6036","1131","532","10","589","0.187375745526839",2020-11-27
"Harrison","Harrison","4592","1062","710","29","323","0.231271777003484",2020-11-27
"Henry","Henry","7841","1805","1158","7","640","0.230200229562556",2020-11-27
"Howard","Howard","3085","543","273","9","261","0.176012965964344",2020-11-27
"Humboldt","Humboldt","3498","752","384","5","363","0.214979988564894",2020-11-27
"Ida","Ida","2261","468","231","13","224","0.206988058381247",2020-11-27
"Iowa","Iowa","5936","924","451","12","461","0.155660377358491",2020-11-27
"Jackson","Jackson","6405","1421","757","13","651","0.221857923497268",2020-11-27
"Jasper","Jasper","12316","2129","1253","43","833","0.172864566417668",2020-11-27
"Jefferson","Jefferson","5223","685","275","2","408","0.131150679686004",2020-11-27
"Johnson","Johnson","57868","9356","6105","36","3215","0.161678302343264",2020-11-27
