"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Jones","Jones","7508","2280","559","13","1708","0.303676078849227",2020-11-27
"Keokuk","Keokuk","2875","573","196","7","370","0.199304347826087",2020-11-27
"Kossuth","Kossuth","5493","1023","503","6","514","0.186237028945931",2020-11-27
"Lee","Lee","11127","1980","1066","16","898","0.17794553788083",2020-11-27
"Linn","Linn","84726","13881","6278","164","7439","0.16383400609022",2020-11-27
"Louisa","Louisa","3994","839","544","16","279","0.21006509764647",2020-11-27
"Lucas","Lucas","2506","321","208","6","107","0.128092577813248",2020-11-27
"Lyon","Lyon","3262","1005","582","8","415","0.308093194359289",2020-11-27
"Madison","Madison","5142","674","386","4","284","0.131077401789187",2020-11-27
"Mahaska","Mahaska","7313","1254","744","27","483","0.171475454669766",2020-11-27
"Marion","Marion","10683","2018","1133","19","866","0.188898249555368",2020-11-27
"Marshall","Marshall","15361","3436","2172","45","1219","0.223683353948311",2020-11-27
"Mills","Mills","5780","1021","454","7","560","0.176643598615917",2020-11-27
"Mitchell","Mitchell","4115","778","308","4","466","0.18906439854192",2020-11-27
"Monona","Monona","2695","422","268","2","152","0.156586270871985",2020-11-27
"Monroe","Monroe","2178","437","266","12","159","0.200642791551882",2020-11-27
"Montgomery","Montgomery","2925","449","206","11","232","0.153504273504274",2020-11-27
"Muscatine","Muscatine","15221","2813","1533","68","1212","0.184810459233953",2020-11-27
"O'Brien","O'Brien","4849","1261","776","30","455","0.260053619302949",2020-11-27
"Osceola","Osceola","1798","513","316","1","196","0.2853170189099",2020-11-27
"Page","Page","4534","1113","449","4","660","0.24547860608734",2020-11-27
"Palo Alto","Palo Alto","3325","645","345","4","296","0.193984962406015",2020-11-27
"Pending Investigation","Pending Investigation","8206","631","1","0","630","0.0768949549110407",2020-11-27
"Plymouth","Plymouth","9911","2694","1790","41","863","0.271819190798103",2020-11-27
"Pocahontas","Pocahontas","2691","553","252","2","299","0.205499814195466",2020-11-27
"Polk","Polk","194431","33027","20132","331","12564","0.169864887800814",2020-11-27
"Pottawattamie","Pottawattamie","33956","6127","3520","69","2538","0.180439392154553",2020-11-27
"Poweshiek","Poweshiek","6108","979","516","13","450","0.160281597904388",2020-11-27
"Ringgold","Ringgold","1706","202","99","2","101","0.118405627198124",2020-11-27
"Sac","Sac","4007","829","424","7","398","0.206887946094335",2020-11-27
"Scott","Scott","61108","10875","5180","83","5612","0.177963605419912",2020-11-27
"Shelby","Shelby","3689","751","440","10","301","0.203578205475739",2020-11-27
"Sioux","Sioux","11755","3648","2608","25","1015","0.310336027222459",2020-11-27
"Story","Story","41204","6703","4176","21","2506","0.162678380739734",2020-11-27
"Tama","Tama","6318","1522","988","40","494","0.240899018676796",2020-11-27
"Taylor","Taylor","1883","456","263","3","190","0.242166755177908",2020-11-27
"Union","Union","4921","754","296","6","452","0.153220890062995",2020-11-27
"Van Buren","Van Buren","1928","352","199","5","148","0.182572614107884",2020-11-27
"Wapello","Wapello","11820","2511","1578","71","862","0.21243654822335",2020-11-27
"Warren","Warren","19515","2740","1387","11","1342","0.140404816807584",2020-11-27
"Washington","Washington","8339","1378","714","14","650","0.165247631610505",2020-11-27
"Wayne","Wayne","1623","295","156","7","132","0.181762168823167",2020-11-27
"Webster","Webster","16733","3529","2002","33","1494","0.210900615550111",2020-11-27
"Winnebago","Winnebago","4534","910","515","23","372","0.200705778561976",2020-11-27
"Winneshiek","Winneshiek","6820","954","548","12","394","0.139882697947214",2020-11-27
"Woodbury","Woodbury","44323","10184","7612","121","2451","0.229767840624506",2020-11-27
"Worth","Worth","2584","354","156","0","198","0.136996904024768",2020-11-27
"Wright","Wright","6097","1215","789","6","420","0.199278333606692",2020-11-27
"Total","Totals","1197769","223538","127349","2349","93840","0.18662864041397",2020-11-27
