"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2096","213","77","1","135","0.10162213740458",2020-10-31
"Adams","Adams","856","84","49","1","34","0.0981308411214953",2020-10-31
"Allamakee","Allamakee","3457","419","265","9","145","0.121203355510558",2020-10-31
"Appanoose","Appanoose","3259","261","155","3","103","0.0800859159251304",2020-10-31
"Audubon","Audubon","1508","187","103","1","83","0.124005305039788",2020-10-31
"Benton","Benton","7137","695","364","2","329","0.0973798514782121",2020-10-31
"Black Hawk","Black Hawk","42223","6212","4551","102","1559","0.147123605617791",2020-10-31
"Boone","Boone","7728","771","558","9","204","0.0997670807453416",2020-10-31
"Bremer","Bremer","6458","757","518","9","230","0.117218953236296",2020-10-31
"Buchanan","Buchanan","5488","523","314","5","204","0.095298833819242",2020-10-31
"Buena Vista","Buena Vista","10456","2336","2048","12","276","0.223412394797246",2020-10-31
"Butler","Butler","4019","420","348","3","69","0.104503607862652",2020-10-31
"Calhoun","Calhoun","3166","342","266","4","72","0.108022741629817",2020-10-31
"Carroll","Carroll","7225","1238","754","13","471","0.171349480968858",2020-10-31
"Cass","Cass","3718","468","305","3","160","0.125874125874126",2020-10-31
"Cedar","Cedar","5106","529","279","7","243","0.103603603603604",2020-10-31
"Cerro Gordo","Cerro Gordo","13838","1571","1095","27","449","0.113527966469143",2020-10-31
"Cherokee","Cherokee","3417","437","301","2","134","0.127889961954931",2020-10-31
"Chickasaw","Chickasaw","3048","386","354","1","31","0.126640419947507",2020-10-31
"Clarke","Clarke","2824","369","267","3","99","0.130665722379603",2020-10-31
"Clay","Clay","4771","575","371","4","200","0.120519807168309",2020-10-31
"Clayton","Clayton","4058","535","357","3","175","0.131838344011828",2020-10-31
"Clinton","Clinton","12212","1606","1180","28","398","0.1315099901736",2020-10-31
"Crawford","Crawford","6120","1402","1138","15","249","0.229084967320261",2020-10-31
"Dallas","Dallas","31053","3667","2887","47","733","0.118088429459312",2020-10-31
"Davis","Davis","1663","198","131","4","63","0.119061936259772",2020-10-31
"Decatur","Decatur","1995","172","74","0","98","0.0862155388471178",2020-10-31
"Delaware","Delaware","4865","854","544","14","296","0.175539568345324",2020-10-31
"Des Moines","Des Moines","12070","1552","891","11","650","0.128583264291632",2020-10-31
"Dickinson","Dickinson","6396","819","568","9","242","0.128048780487805",2020-10-31
"Dubuque","Dubuque","36768","5686","3694","59","1933","0.154645343777198",2020-10-31
"Emmet","Emmet","2885","463","314","21","128","0.160485268630849",2020-10-31
"Fayette","Fayette","5073","432","252","4","176","0.0851567120047309",2020-10-31
"Floyd","Floyd","4557","480","412","11","57","0.10533245556287",2020-10-31
"Franklin","Franklin","2926","403","347","18","38","0.137730690362269",2020-10-31
"Fremont","Fremont","1591","219","149","2","68","0.137649277184161",2020-10-31
"Greene","Greene","2557","205","128","0","77","0.080172076652327",2020-10-31
"Grundy","Grundy","3336","360","240","6","114","0.107913669064748",2020-10-31
"Guthrie","Guthrie","3313","424","282","15","127","0.127980682161183",2020-10-31
"Hamilton","Hamilton","4418","498","445","5","48","0.11272068809416",2020-10-31
"Hancock","Hancock","3202","394","270","6","118","0.123048094940662",2020-10-31
"Hardin","Hardin","4749","522","321","7","194","0.109917877447884",2020-10-31
"Harrison","Harrison","3836","725","338","17","370","0.188998957247132",2020-10-31
"Henry","Henry","6398","1156","833","5","318","0.180681462957174",2020-10-31
"Howard","Howard","2504","288","190","9","89","0.115015974440895",2020-10-31
"Humboldt","Humboldt","2905","390","253","3","134","0.134251290877797",2020-10-31
"Ida","Ida","1876","236","147","2","87","0.125799573560768",2020-10-31
"Iowa","Iowa","4848","464","246","10","208","0.0957095709570957",2020-10-31
"Jackson","Jackson","5104","731","402","3","326","0.143221003134796",2020-10-31
"Jasper","Jasper","9975","1259","876","34","349","0.126215538847118",2020-10-31
"Jefferson","Jefferson","3687","272","151","1","120","0.0737727149443992",2020-10-31
"Johnson","Johnson","47413","6142","5234","31","877","0.129542530529602",2020-10-31
"Jones","Jones","5063","550","316","4","230","0.108631246296662",2020-10-31
"Keokuk","Keokuk","2124","195","126","1","68","0.0918079096045198",2020-10-31
"Kossuth","Kossuth","4421","506","338","0","168","0.114453743496946",2020-10-31
"Lee","Lee","8702","1047","684","12","351","0.120317168467019",2020-10-31
"Linn","Linn","65359","6389","4272","134","1983","0.0977524135926192",2020-10-31
"Louisa","Louisa","3237","552","432","15","105","0.170528266913809",2020-10-31
"Lucas","Lucas","2076","217","155","6","56","0.104527938342967",2020-10-31
"Lyon","Lyon","2582","591","418","8","165","0.228892331525949",2020-10-31
"Madison","Madison","4296","383","271","3","109","0.0891527001862197",2020-10-31
"Mahaska","Mahaska","6191","766","461","25","280","0.12372799224681",2020-10-31
"Marion","Marion","8515","1098","934","11","153","0.128948913681738",2020-10-31
"Marshall","Marshall","13172","2186","1787","36","363","0.165958092924385",2020-10-31
"Mills","Mills","4679","451","221","3","227","0.0963881171190425",2020-10-31
"Mitchell","Mitchell","3294","306","202","1","103","0.092896174863388",2020-10-31
"Monona","Monona","2302","259","185","2","72","0.112510860121633",2020-10-31
"Monroe","Monroe","1814","275","156","12","107","0.151598676957001",2020-10-31
"Montgomery","Montgomery","2387","205","155","7","43","0.0858818600754085",2020-10-31
"Muscatine","Muscatine","12075","1575","1106","58","411","0.130434782608696",2020-10-31
"O'Brien","O'Brien","3891","784","447","14","323","0.201490619378052",2020-10-31
"Osceola","Osceola","1421","313","196","0","117","0.220267417311752",2020-10-31
"Page","Page","3552","431","356","0","75","0.12134009009009",2020-10-31
"Palo Alto","Palo Alto","2630","337","241","2","94","0.128136882129278",2020-10-31
"Pending Investigation","Pending Investigation","5618","24","0","0","24","0.00427198291206835",2020-10-31
"Plymouth","Plymouth","8345","1806","1244","31","531","0.216417016177352",2020-10-31
"Pocahontas","Pocahontas","2145","254","178","2","74","0.118414918414918",2020-10-31
"Polk","Polk","158311","20144","16211","290","3643","0.127243211147678",2020-10-31
"Pottawattamie","Pottawattamie","27482","3498","2541","45","912","0.127283312713776",2020-10-31
"Poweshiek","Poweshiek","4879","505","371","11","123","0.103504816560771",2020-10-31
"Ringgold","Ringgold","1435","104","81","2","21","0.0724738675958188",2020-10-31
"Sac","Sac","3318","422","289","4","129","0.127185051235684",2020-10-31
"Scott","Scott","47752","5085","3318","43","1724","0.106487686379628",2020-10-31
"Shelby","Shelby","3026","423","350","2","71","0.139788499669531",2020-10-31
"Sioux","Sioux","9888","2608","1875","17","716","0.263754045307443",2020-10-31
"Story","Story","34157","4190","3547","18","625","0.122668852650994",2020-10-31
"Tama","Tama","5344","1028","752","38","238","0.192365269461078",2020-10-31
"Taylor","Taylor","1575","266","191","2","73","0.168888888888889",2020-10-31
"Union","Union","3920","278","232","5","41","0.0709183673469388",2020-10-31
"Van Buren","Van Buren","1517","196","122","2","72","0.129202373104812",2020-10-31
"Wapello","Wapello","9758","1618","1412","62","144","0.165812666530027",2020-10-31
"Warren","Warren","15498","1365","991","7","367","0.0880758807588076",2020-10-31
"Washington","Washington","6614","714","515","12","187","0.107952827335954",2020-10-31
"Wayne","Wayne","1383","158","104","3","51","0.114244396240058",2020-10-31
"Webster","Webster","14406","2036","1433","15","588","0.14133000138831",2020-10-31
"Winnebago","Winnebago","3707","531","328","19","184","0.143242514162395",2020-10-31
"Winneshiek","Winneshiek","5509","528","384","9","135","0.0958431657288074",2020-10-31
"Woodbury","Woodbury","38460","7625","5887","99","1639","0.198257930317213",2020-10-31
"Worth","Worth","2035","157","113","0","44","0.0771498771498771",2020-10-31
"Wright","Wright","5179","785","617","1","167","0.15157366286928",2020-10-31
"Total","Totals","971195","127111","93181","1714","32216","0.130881028011882",2020-10-31
