"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-03-25,"Adair",11512,954,777,31,22,9,3522,834,26,2021-03-25
"Adams",2021-03-25,"Adams",5060,327,315,4,4,0,1548,319,0,2021-03-25
"Allamakee",2021-03-25,"Allamakee",19662,1530,1355,48,38,10,6059,1478,75,2021-03-25
"Appanoose",2021-03-25,"Appanoose",16464,1412,1177,47,43,4,5855,1246,22,2021-03-25
"Audubon",2021-03-25,"Audubon",11014,499,455,9,8,1,2538,480,16,2021-03-25
"Benton",2021-03-25,"Benton",34244,2613,2312,54,44,10,12456,2456,90,2021-03-25
"Black Hawk",2021-03-25,"Black Hawk",197836,16575,14563,300,279,21,68528,15184,321,2021-03-25
"Boone",2021-03-25,"Boone",40942,2678,2381,30,28,2,13440,2494,83,2021-03-25
"Bremer",2021-03-25,"Bremer",35622,2880,2591,57,48,9,11966,2747,99,2021-03-25
"Buchanan",2021-03-25,"Buchanan",28191,1924,1718,30,26,4,9203,1823,75,2021-03-25
"Buena Vista",2021-03-25,"Buena Vista",41861,4811,4058,39,35,4,14485,4172,75,2021-03-25
"Butler",2021-03-25,"Butler",27404,1695,1541,32,28,4,6877,1607,34,2021-03-25
"Calhoun",2021-03-25,"Calhoun",17074,1369,1272,11,11,0,5194,1319,36,2021-03-25
"Carroll",2021-03-25,"Carroll",33575,2924,2609,49,42,7,11089,2721,63,2021-03-25
"Cass",2021-03-25,"Cass",19319,1395,1212,52,47,5,6184,1322,58,2021-03-25
"Cedar",2021-03-25,"Cedar",28064,1845,1667,23,21,2,8914,1764,74,2021-03-25
"Cerro Gordo",2021-03-25,"Cerro Gordo",70634,5453,4881,85,71,14,24222,5072,106,2021-03-25
"Cherokee",2021-03-25,"Cherokee",19274,1628,1402,37,29,8,5896,1527,88,2021-03-25
"Chickasaw",2021-03-25,"Chickasaw",16098,1270,1174,15,13,2,5308,1208,19,2021-03-25
"Clarke",2021-03-25,"Clarke",12415,1026,916,21,21,0,4757,966,29,2021-03-25
"Clay",2021-03-25,"Clay",27042,2072,1806,25,20,5,8109,1958,127,2021-03-25
"Clayton",2021-03-25,"Clayton",22863,1699,1551,55,46,9,6858,1618,12,2021-03-25
"Clinton",2021-03-25,"Clinton",56882,5577,4895,87,76,11,21896,5120,138,2021-03-25
"Crawford",2021-03-25,"Crawford",25566,2822,2475,36,31,5,8630,2584,73,2021-03-25
"Dallas",2021-03-25,"Dallas",117644,11809,9982,93,82,11,52667,10515,440,2021-03-25
"Davis",2021-03-25,"Davis",10120,851,731,24,23,1,3327,778,23,2021-03-25
"Decatur",2021-03-25,"Decatur",9570,593,556,9,9,0,3487,579,14,2021-03-25
"Delaware",2021-03-25,"Delaware",25050,1958,1807,39,35,4,7795,1912,66,2021-03-25
"Des Moines",2021-03-25,"Des Moines",51684,4668,4200,63,53,10,20631,4334,71,2021-03-25
"Dickinson",2021-03-25,"Dickinson",23899,2369,1972,41,35,6,10053,2189,176,2021-03-25
"Dubuque",2021-03-25,"Dubuque",172477,13819,12144,200,186,14,55504,12601,257,2021-03-25
"Emmet",2021-03-25,"Emmet",15296,1275,1099,40,38,2,4889,1195,56,2021-03-25
"Fayette",2021-03-25,"Fayette",32336,1889,1732,38,33,5,9022,1811,41,2021-03-25
"Floyd",2021-03-25,"Floyd",23413,1674,1427,41,31,10,7506,1510,42,2021-03-25
"Franklin",2021-03-25,"Franklin",18287,1204,1063,21,19,2,5142,1107,23,2021-03-25
"Fremont",2021-03-25,"Fremont",6728,607,541,10,8,2,2575,576,25,2021-03-25
"Greene",2021-03-25,"Greene",13745,799,714,10,10,0,4012,750,26,2021-03-25
"Grundy",2021-03-25,"Grundy",17932,1407,1283,31,26,5,5644,1333,19,2021-03-25
"Guthrie",2021-03-25,"Guthrie",16781,1211,1063,28,23,5,5495,1125,34,2021-03-25
"Hamilton",2021-03-25,"Hamilton",21930,1941,1693,44,42,2,7362,1754,17,2021-03-25
"Hancock",2021-03-25,"Hancock",19563,1496,1339,33,27,6,5830,1399,27,2021-03-25
"Hardin",2021-03-25,"Hardin",31714,1870,1648,39,33,6,8175,1743,56,2021-03-25
"Harrison",2021-03-25,"Harrison",19585,1833,1592,71,67,4,6273,1703,40,2021-03-25
"Henry",2021-03-25,"Henry",33658,2959,2757,37,36,1,10720,2820,26,2021-03-25
"Howard",2021-03-25,"Howard",15701,1056,967,22,18,4,4505,1018,29,2021-03-25
"Humboldt",2021-03-25,"Humboldt",14380,1213,1098,25,22,3,4633,1165,42,2021-03-25
"Ida",2021-03-25,"Ida",11329,978,768,32,30,2,3249,867,67,2021-03-25
"Iowa",2021-03-25,"Iowa",27334,1494,1363,23,21,2,7907,1430,44,2021-03-25
"Jackson",2021-03-25,"Jackson",23569,2261,2055,40,37,3,8882,2129,34,2021-03-25
"Jasper",2021-03-25,"Jasper",47276,4314,3718,69,64,5,17724,3958,171,2021-03-25
"Jefferson",2021-03-25,"Jefferson",18928,1409,1251,35,29,6,7508,1295,9,2021-03-25
"Johnson",2021-03-25,"Johnson",192379,14197,12937,77,72,5,77445,13385,371,2021-03-25
"Jones",2021-03-25,"Jones",23755,2987,2788,55,51,4,9664,2883,40,2021-03-25
"Keokuk",2021-03-25,"Keokuk",14459,1000,888,30,30,0,4093,932,14,2021-03-25
"Kossuth",2021-03-25,"Kossuth",23774,2165,1914,58,51,7,7707,2044,72,2021-03-25
"Lee",2021-03-25,"Lee",49967,3778,3485,55,42,13,15444,3555,15,2021-03-25
"Linn",2021-03-25,"Linn",265658,21055,19022,322,289,33,113698,19763,419,2021-03-25
"Louisa",2021-03-25,"Louisa",15993,1303,1177,48,41,7,5291,1241,16,2021-03-25
"Lucas",2021-03-25,"Lucas",8595,773,681,21,17,4,3710,745,43,2021-03-25
"Lyon",2021-03-25,"Lyon",14116,1495,1414,41,37,4,4482,1490,35,2021-03-25
"Madison",2021-03-25,"Madison",18883,1628,1415,19,15,4,7529,1491,57,2021-03-25
"Mahaska",2021-03-25,"Mahaska",28523,2290,2079,47,42,5,10174,2186,60,2021-03-25
"Marion",2021-03-25,"Marion",38474,3691,3324,74,64,10,15609,3485,87,2021-03-25
"Marshall",2021-03-25,"Marshall",75620,5075,4535,74,66,8,20840,4713,104,2021-03-25
"Mills",2021-03-25,"Mills",19931,1690,1457,20,17,3,7508,1532,55,2021-03-25
"Mitchell",2021-03-25,"Mitchell",16226,1343,1165,40,38,2,5352,1232,27,2021-03-25
"Monona",2021-03-25,"Monona",16801,840,737,30,28,2,3677,785,18,2021-03-25
"Monroe",2021-03-25,"Monroe",9003,954,861,28,21,7,3389,912,23,2021-03-25
"Montgomery",2021-03-25,"Montgomery",13166,1050,928,36,34,2,4198,975,11,2021-03-25
"Muscatine",2021-03-25,"Muscatine",49676,4692,4099,94,85,9,20838,4379,186,2021-03-25
"O'Brien",2021-03-25,"O'Brien",23787,2044,1735,58,54,4,6528,1902,109,2021-03-25
"Osceola",2021-03-25,"Osceola",7658,728,661,16,13,3,2389,698,21,2021-03-25
"Page",2021-03-25,"Page",19562,1903,1770,19,18,1,6222,1841,52,2021-03-25
"Palo Alto",2021-03-25,"Palo Alto",16714,1095,976,22,20,2,4354,1040,42,2021-03-25
"Pending Investigation",2021-03-25,"Pending Investigation",12161,1017,871,0,0,0,6234,1011,140,2021-03-25
"Plymouth",2021-03-25,"Plymouth",34955,4090,3575,79,71,8,12948,3791,137,2021-03-25
"Pocahontas",2021-03-25,"Pocahontas",12020,867,791,19,19,0,3377,823,13,2021-03-25
"Polk",2021-03-25,"Polk",627585,60646,50757,578,514,64,267496,53713,2378,2021-03-25
"Pottawattamie",2021-03-25,"Pottawattamie",109467,11182,9632,150,133,17,46142,10152,370,2021-03-25
"Poweshiek",2021-03-25,"Poweshiek",38378,1580,1442,32,29,3,8548,1507,33,2021-03-25
"Ringgold",2021-03-25,"Ringgold",9045,543,485,22,18,4,2331,523,16,2021-03-25
"Sac",2021-03-25,"Sac",18263,1300,1159,18,18,0,5236,1223,46,2021-03-25
"Scott",2021-03-25,"Scott",190057,18944,16786,224,206,18,83218,17612,602,2021-03-25
"Shelby",2021-03-25,"Shelby",15330,1276,1107,34,31,3,5254,1212,71,2021-03-25
"Sioux",2021-03-25,"Sioux",40142,5092,4687,69,66,3,15541,4914,158,2021-03-25
"Story",2021-03-25,"Story",149328,10616,9432,46,40,6,54780,9887,409,2021-03-25
"Tama",2021-03-25,"Tama",30270,2173,1930,68,65,3,8237,2050,52,2021-03-25
"Taylor",2021-03-25,"Taylor",7871,668,627,12,10,2,2452,643,4,2021-03-25
"Union",2021-03-25,"Union",15798,1289,1160,31,26,5,6381,1211,20,2021-03-25
"Van Buren",2021-03-25,"Van Buren",7796,564,520,18,15,3,2678,539,1,2021-03-25
"Wapello",2021-03-25,"Wapello",43239,4544,3865,114,110,4,17920,4195,216,2021-03-25
"Warren",2021-03-25,"Warren",69310,5796,4984,80,71,9,27137,5305,241,2021-03-25
"Washington",2021-03-25,"Washington",37626,2598,2345,49,45,4,11569,2428,34,2021-03-25
"Wayne",2021-03-25,"Wayne",5969,548,428,21,17,4,2340,509,60,2021-03-25
"Webster",2021-03-25,"Webster",64288,5291,4824,88,74,14,20942,5020,108,2021-03-25
"Winnebago",2021-03-25,"Winnebago",16142,1427,1257,31,26,5,6071,1334,46,2021-03-25
"Winneshiek",2021-03-25,"Winneshiek",34627,1948,1779,31,26,5,10000,1875,65,2021-03-25
"Woodbury",2021-03-25,"Woodbury",133010,15599,13497,216,198,18,58246,14329,616,2021-03-25
"Worth",2021-03-25,"Worth",11567,714,650,8,7,1,3654,677,19,2021-03-25
"Wright",2021-03-25,"Wright",19527,1826,1704,32,27,5,7724,1762,26,2021-03-25
"Total",2021-03-25,"Totals",4375038,375849,330008,5689,5075,614,1620648,347069,11372,2021-03-25
