"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-04-15,"Adair",12077,962,803,32,22,10,3632,842,7,2021-04-15
"Adams",2021-04-15,"Adams",5411,338,315,4,4,0,1588,326,7,2021-04-15
"Allamakee",2021-04-15,"Allamakee",20635,1544,1425,51,41,10,6203,1491,15,2021-04-15
"Appanoose",2021-04-15,"Appanoose",17271,1439,1199,47,43,4,6035,1265,19,2021-04-15
"Audubon",2021-04-15,"Audubon",11827,513,466,9,8,1,2638,493,18,2021-04-15
"Benton",2021-04-15,"Benton",36137,2650,2397,55,44,11,12818,2494,42,2021-04-15
"Black Hawk",2021-04-15,"Black Hawk",207422,16930,14829,306,283,23,70421,15492,357,2021-04-15
"Boone",2021-04-15,"Boone",43078,2757,2452,31,29,2,13908,2572,89,2021-04-15
"Bremer",2021-04-15,"Bremer",38033,2920,2680,60,51,9,12323,2785,45,2021-04-15
"Buchanan",2021-04-15,"Buchanan",30005,1986,1774,31,26,5,9507,1881,76,2021-04-15
"Buena Vista",2021-04-15,"Buena Vista",43848,4857,4118,40,36,4,14784,4214,56,2021-04-15
"Butler",2021-04-15,"Butler",28725,1715,1565,34,30,4,7046,1623,24,2021-04-15
"Calhoun",2021-04-15,"Calhoun",17870,1379,1304,11,11,0,5310,1330,15,2021-04-15
"Carroll",2021-04-15,"Carroll",35436,2992,2689,50,43,7,11408,2786,47,2021-04-15
"Cass",2021-04-15,"Cass",20200,1422,1268,54,48,6,6351,1343,21,2021-04-15
"Cedar",2021-04-15,"Cedar",29808,1917,1739,23,21,2,9172,1831,69,2021-04-15
"Cerro Gordo",2021-04-15,"Cerro Gordo",74268,5597,4974,86,72,14,24944,5200,140,2021-04-15
"Cherokee",2021-04-15,"Cherokee",20451,1667,1467,38,30,8,6043,1566,61,2021-04-15
"Chickasaw",2021-04-15,"Chickasaw",17005,1292,1199,15,13,2,5464,1224,10,2021-04-15
"Clarke",2021-04-15,"Clarke",12981,1039,946,23,22,1,4884,980,11,2021-04-15
"Clay",2021-04-15,"Clay",29194,2201,1894,25,20,5,8458,2093,174,2021-04-15
"Clayton",2021-04-15,"Clayton",24179,1750,1565,55,46,9,7129,1664,44,2021-04-15
"Clinton",2021-04-15,"Clinton",60888,5823,5013,89,77,12,22833,5343,241,2021-04-15
"Crawford",2021-04-15,"Crawford",26792,2854,2536,39,34,5,8830,2615,40,2021-04-15
"Dallas",2021-04-15,"Dallas",123934,12161,10360,96,84,12,54383,10858,402,2021-04-15
"Davis",2021-04-15,"Davis",10684,868,751,24,23,1,3474,799,24,2021-04-15
"Decatur",2021-04-15,"Decatur",10231,602,574,9,9,0,3558,589,6,2021-04-15
"Delaware",2021-04-15,"Delaware",27052,2065,1848,39,35,4,8074,2020,133,2021-04-15
"Des Moines",2021-04-15,"Des Moines",54287,4742,4272,65,54,11,21210,4402,65,2021-04-15
