"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-04-12,"Adair",11975,959,796,32,22,10,3619,840,12,2021-04-12
"Adams",2021-04-12,"Adams",5362,336,315,4,4,0,1586,326,7,2021-04-12
"Allamakee",2021-04-12,"Allamakee",20441,1540,1421,51,41,10,6185,1490,18,2021-04-12
"Appanoose",2021-04-12,"Appanoose",17142,1429,1192,47,43,4,6006,1258,19,2021-04-12
"Audubon",2021-04-12,"Audubon",11754,511,465,9,8,1,2632,493,19,2021-04-12
"Benton",2021-04-12,"Benton",35781,2644,2392,55,44,11,12771,2489,42,2021-04-12
"Black Hawk",2021-04-12,"Black Hawk",205679,16875,14791,306,283,23,70168,15458,361,2021-04-12
"Boone",2021-04-12,"Boone",42591,2748,2445,31,29,2,13841,2561,85,2021-04-12
"Bremer",2021-04-12,"Bremer",37637,2918,2674,60,51,9,12278,2782,48,2021-04-12
"Buchanan",2021-04-12,"Buchanan",29608,1974,1765,31,26,5,9466,1873,77,2021-04-12
"Buena Vista",2021-04-12,"Buena Vista",43527,4852,4107,40,36,4,14754,4209,62,2021-04-12
"Butler",2021-04-12,"Butler",28453,1706,1560,34,30,4,7031,1618,24,2021-04-12
"Calhoun",2021-04-12,"Calhoun",17668,1380,1294,11,11,0,5293,1330,25,2021-04-12
"Carroll",2021-04-12,"Carroll",35097,2976,2682,50,43,7,11374,2779,47,2021-04-12
"Cass",2021-04-12,"Cass",19977,1417,1263,54,48,6,6333,1339,22,2021-04-12
"Cedar",2021-04-12,"Cedar",29428,1908,1734,23,21,2,9146,1827,70,2021-04-12
"Cerro Gordo",2021-04-12,"Cerro Gordo",73317,5576,4964,86,72,14,24868,5191,141,2021-04-12
"Cherokee",2021-04-12,"Cherokee",20219,1664,1457,38,30,8,6032,1564,69,2021-04-12
"Chickasaw",2021-04-12,"Chickasaw",16799,1287,1194,15,13,2,5441,1220,11,2021-04-12
"Clarke",2021-04-12,"Clarke",12891,1040,944,23,22,1,4865,980,13,2021-04-12
"Clay",2021-04-12,"Clay",28802,2190,1872,25,20,5,8418,2083,186,2021-04-12
"Clayton",2021-04-12,"Clayton",23954,1739,1562,55,46,9,7094,1653,36,2021-04-12
"Clinton",2021-04-12,"Clinton",60146,5772,4991,89,77,12,22718,5309,229,2021-04-12
"Crawford",2021-04-12,"Crawford",26496,2849,2532,39,34,5,8802,2612,41,2021-04-12
"Dallas",2021-04-12,"Dallas",122765,12110,10292,96,84,12,54157,10821,433,2021-04-12
"Davis",2021-04-12,"Davis",10633,868,749,24,23,1,3464,798,25,2021-04-12
"Decatur",2021-04-12,"Decatur",10127,602,574,9,9,0,3546,588,5,2021-04-12
"Delaware",2021-04-12,"Delaware",26683,2048,1841,39,35,4,8052,2010,130,2021-04-12
"Des Moines",2021-04-12,"Des Moines",53875,4726,4261,65,54,11,21140,4392,66,2021-04-12
"Dickinson",2021-04-12,"Dickinson",25458,2561,2066,43,37,6,10441,2386,277,2021-04-12
"Dubuque",2021-04-12,"Dubuque",181229,14258,12306,202,188,14,57088,13023,515,2021-04-12
"Emmet",2021-04-12,"Emmet",16345,1345,1123,40,38,2,5108,1270,107,2021-04-12
"Fayette",2021-04-12,"Fayette",34303,1904,1766,41,36,5,9270,1826,19,2021-04-12
"Floyd",2021-04-12,"Floyd",24376,1715,1454,42,32,10,7698,1544,48,2021-04-12
"Franklin",2021-04-12,"Franklin",18900,1222,1078,21,19,2,5282,1124,25,2021-04-12
"Fremont",2021-04-12,"Fremont",7036,636,555,10,8,2,2646,604,39,2021-04-12
"Greene",2021-04-12,"Greene",14341,811,732,10,10,0,4116,763,21,2021-04-12
"Grundy",2021-04-12,"Grundy",18652,1425,1297,32,27,5,5774,1347,18,2021-04-12
"Guthrie",2021-04-12,"Guthrie",17701,1247,1086,28,23,5,5672,1167,53,2021-04-12
"Hamilton",2021-04-12,"Hamilton",22590,1957,1701,49,45,4,7525,1769,19,2021-04-12
"Hancock",2021-04-12,"Hancock",20355,1522,1355,34,27,7,5997,1427,38,2021-04-12
"Hardin",2021-04-12,"Hardin",33105,1912,1681,42,34,8,8431,1784,61,2021-04-12
"Harrison",2021-04-12,"Harrison",20418,1875,1614,73,69,4,6426,1746,59,2021-04-12
"Henry",2021-04-12,"Henry",34934,2994,2772,37,36,1,10944,2853,44,2021-04-12
"Howard",2021-04-12,"Howard",16269,1069,986,22,18,4,4612,1025,17,2021-04-12
