"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-02-11,"Adair",3265,755,662,25,19,6,68,0.231240428790199
"Adams",2021-02-11,"Adams",1441,313,292,3,3,0,18,0.217210270645385
"Allamakee",2021-02-11,"Allamakee",5459,1363,1221,41,35,6,101,0.249679428466752
"Appanoose",2021-02-11,"Appanoose",5439,1186,1051,46,43,3,89,0.218054789483361
"Audubon",2021-02-11,"Audubon",2350,449,400,9,8,1,40,0.191063829787234
"Benton",2021-02-11,"Benton",11352,2260,2026,52,42,10,182,0.19908386187456
"Black Hawk",2021-02-11,"Black Hawk",64445,14634,13431,270,254,16,933,0.227077352781442
"Boone",2021-02-11,"Boone",12328,2350,2125,27,25,2,198,0.190622972096042
"Bremer",2021-02-11,"Bremer",11054,2597,2390,53,47,6,154,0.234937579156866
"Buchanan",2021-02-11,"Buchanan",8529,1703,1552,26,24,2,125,0.199671708289366
"Buena Vista",2021-02-11,"Buena Vista",13786,4031,3883,36,33,3,112,0.292398085013782
"Butler",2021-02-11,"Butler",6397,1558,1436,30,27,3,92,0.243551664842895
"Calhoun",2021-02-11,"Calhoun",4890,1264,1210,9,9,0,45,0.258486707566462
"Carroll",2021-02-11,"Carroll",10450,2619,2483,45,38,7,91,0.250622009569378
"Cass",2021-02-11,"Cass",5752,1223,1079,46,44,2,98,0.212621696801113
"Cedar",2021-02-11,"Cedar",8151,1620,1471,20,19,1,129,0.198748619801251
"Cerro Gordo",2021-02-11,"Cerro Gordo",21917,4911,4540,77,65,12,294,0.224072637678514
"Cherokee",2021-02-11,"Cherokee",5423,1421,1341,35,29,6,45,0.262032085561497
"Chickasaw",2021-02-11,"Chickasaw",4867,1167,1108,12,11,1,47,0.23977809739059
"Clarke",2021-02-11,"Clarke",4410,898,756,19,19,0,123,0.203628117913832
"Clay",2021-02-11,"Clay",7578,1806,1634,25,20,5,147,0.238321456848773
"Clayton",2021-02-11,"Clayton",6325,1574,1468,53,45,8,53,0.248853754940711
"Clinton",2021-02-11,"Clinton",20008,4833,4407,76,69,7,350,0.241553378648541
"Crawford",2021-02-11,"Crawford",8099,2444,2247,34,30,4,163,0.301765650080257
"Dallas",2021-02-11,"Dallas",48533,9701,8699,84,73,11,918,0.199884614592133
"Davis",2021-02-11,"Davis",2980,739,668,23,22,1,48,0.247986577181208
"Decatur",2021-02-11,"Decatur",3219,531,479,7,7,0,45,0.164958061509786
"Delaware",2021-02-11,"Delaware",7210,1828,1671,37,33,4,120,0.253536754507628
"Des Moines",2021-02-11,"Des Moines",19230,4126,3743,55,48,7,328,0.214560582423297
"Dickinson",2021-02-11,"Dickinson",9431,1950,1804,37,31,6,109,0.206764924186194
"Dubuque",2021-02-11,"Dubuque",52321,12063,11091,186,175,11,786,0.230557519925078
"Emmet",2021-02-11,"Emmet",4598,1131,1054,39,37,2,38,0.245976511526751
"Fayette",2021-02-11,"Fayette",8374,1739,1553,28,25,3,158,0.207666587055171
"Floyd",2021-02-11,"Floyd",6961,1457,1341,38,30,8,78,0.209309007326534
"Franklin",2021-02-11,"Franklin",4687,1079,983,19,18,1,77,0.230211222530403
"Fremont",2021-02-11,"Fremont",2426,540,497,9,7,2,34,0.222588623248145
"Greene",2021-02-11,"Greene",3746,716,679,8,8,0,29,0.191137213027229
"Grundy",2021-02-11,"Grundy",5284,1278,1178,30,25,5,70,0.241862225586677
"Guthrie",2021-02-11,"Guthrie",5087,1067,997,27,22,5,43,0.209750344014154
"Hamilton",2021-02-11,"Hamilton",6790,1693,1542,38,37,1,113,0.249337260677467
"Hancock",2021-02-11,"Hancock",5363,1357,1263,27,22,5,67,0.253030020510908
"Hardin",2021-02-11,"Hardin",7550,1646,1510,34,31,3,102,0.218013245033113
"Harrison",2021-02-11,"Harrison",5960,1640,1473,67,63,4,100,0.275167785234899
"Henry",2021-02-11,"Henry",9981,2743,2600,34,34,0,109,0.274822162108005
"Howard",2021-02-11,"Howard",4054,955,798,20,16,4,137,0.235569807597435
"Humboldt",2021-02-11,"Humboldt",4347,1108,1016,22,19,3,70,0.254888428801472
"Ida",2021-02-11,"Ida",2955,799,702,31,30,1,66,0.270389170896785
"Iowa",2021-02-11,"Iowa",7346,1347,1207,23,21,2,117,0.183365096651239
"Jackson",2021-02-11,"Jackson",8175,2045,1870,37,34,3,138,0.250152905198777
"Jasper",2021-02-11,"Jasper",16156,3532,3116,65,61,4,351,0.218618469918297
"Jefferson",2021-02-11,"Jefferson",6992,1256,1170,31,27,4,55,0.179633867276888
"Johnson",2021-02-11,"Johnson",71806,12755,11818,66,62,4,871,0.177631395705094
"Jones",2021-02-11,"Jones",9053,2819,2643,53,50,3,123,0.311388490003314
"Keokuk",2021-02-11,"Keokuk",3739,896,819,28,28,0,49,0.239636266381385
"Kossuth",2021-02-11,"Kossuth",7129,1915,1684,52,46,6,179,0.268621124982466
"Lee",2021-02-11,"Lee",14465,3446,3087,47,35,12,312,0.238230210853785
"Linn",2021-02-11,"Linn",105594,18989,17273,303,276,27,1413,0.179830293387882
"Louisa",2021-02-11,"Louisa",4926,1193,1104,41,34,7,48,0.242184328055217
"Lucas",2021-02-11,"Lucas",3436,688,633,18,15,3,37,0.20023282887078
"Lyon",2021-02-11,"Lyon",4210,1420,1312,40,36,4,68,0.33729216152019
"Madison",2021-02-11,"Madison",6886,1352,1167,16,12,4,169,0.196340400813244
"Mahaska",2021-02-11,"Mahaska",9461,2104,1849,44,39,5,211,0.222386639890075
"Marion",2021-02-11,"Marion",14110,3276,2973,65,57,8,238,0.232175761871013
"Marshall",2021-02-11,"Marshall",19116,4508,4187,69,63,6,252,0.235823394015484
"Mills",2021-02-11,"Mills",7108,1446,1336,20,17,3,90,0.203432751828925
"Mitchell",2021-02-11,"Mitchell",5005,1183,1122,39,38,1,22,0.236363636363636
"Monona",2021-02-11,"Monona",3418,742,638,22,21,1,82,0.217086015213575
"Monroe",2021-02-11,"Monroe",3057,865,784,27,21,6,54,0.282957147530258
"Montgomery",2021-02-11,"Montgomery",4048,949,811,35,33,2,103,0.234436758893281
"Muscatine",2021-02-11,"Muscatine",19361,4072,3740,87,78,9,245,0.21031971489076
"O'Brien",2021-02-11,"O'Brien",6085,1759,1628,58,54,4,73,0.289071487263763
"Osceola",2021-02-11,"Osceola",2211,657,621,13,11,2,23,0.297150610583446
"Page",2021-02-11,"Page",5512,1545,1430,17,16,1,98,0.280297532656023
"Palo Alto",2021-02-11,"Palo Alto",4070,970,883,18,17,1,69,0.238329238329238
"Pending Investigation",2021-02-11,"Pending Investigation",8842,1128,878,0,0,0,250,0.127572947296992
"Plymouth",2021-02-11,"Plymouth",12187,3604,3418,75,67,8,111,0.295724952818577
"Pocahontas",2021-02-11,"Pocahontas",3208,803,757,18,18,0,28,0.250311720698254
"Polk",2021-02-11,"Polk",246189,49523,44649,514,458,56,4360,0.201158459557494
"Pottawattamie",2021-02-11,"Pottawattamie",43336,9538,8782,138,123,15,618,0.220094148052428
"Poweshiek",2021-02-11,"Poweshiek",8052,1446,1293,29,27,2,124,0.179582712369598
"Ringgold",2021-02-11,"Ringgold",2188,489,431,16,15,1,42,0.223491773308958
"Sac",2021-02-11,"Sac",4868,1153,1088,17,17,0,48,0.236852917009039
"Scott",2021-02-11,"Scott",77845,16617,15146,194,182,12,1277,0.213462650138095
"Shelby",2021-02-11,"Shelby",4842,1116,985,32,29,3,99,0.230483271375465
"Sioux",2021-02-11,"Sioux",14489,4679,4478,66,63,3,135,0.322934640071779
"Story",2021-02-11,"Story",50497,9220,8544,43,38,5,633,0.182585104065588
"Tama",2021-02-11,"Tama",7744,1970,1794,63,61,2,113,0.254390495867769
"Taylor",2021-02-11,"Taylor",2334,627,585,11,9,2,31,0.268637532133676
"Union",2021-02-11,"Union",6044,1165,1058,31,26,5,76,0.192753143613501
"Van Buren",2021-02-11,"Van Buren",2463,528,479,17,14,3,32,0.214372716199756
"Wapello",2021-02-11,"Wapello",15961,3774,3334,103,101,2,337,0.23645135016603
"Warren",2021-02-11,"Warren",25114,4903,4284,67,63,4,552,0.195229752329378
