"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2020-12-26,"Adair",2909,580,433,17,13,4,130,0.199381230663458
"Adams",2020-12-26,"Adams",1259,251,170,2,2,0,79,0.199364575059571
"Allamakee",2020-12-26,"Allamakee",4878,1140,788,20,16,4,332,0.23370233702337
"Appanoose",2020-12-26,"Appanoose",4740,941,788,34,34,0,119,0.198523206751055
"Audubon",2020-12-26,"Audubon",2034,363,296,7,7,0,60,0.178466076696165
"Benton",2020-12-26,"Benton",10206,1955,1683,36,32,4,236,0.191553987850284
"Black Hawk",2020-12-26,"Black Hawk",56601,12501,10870,215,202,13,1416,0.220861822229289
"Boone",2020-12-26,"Boone",10703,1809,1378,15,13,2,416,0.169018032327385
"Bremer",2020-12-26,"Bremer",9393,2221,1963,41,38,3,217,0.236452677525817
"Buchanan",2020-12-26,"Buchanan",7549,1403,1168,16,15,1,219,0.185852430785535
"Buena Vista",2020-12-26,"Buena Vista",12721,3624,3045,25,22,3,554,0.284883263894348
"Butler",2020-12-26,"Butler",5542,1243,1025,18,17,1,200,0.224287260916637
"Calhoun",2020-12-26,"Calhoun",4536,1164,1060,9,9,0,95,0.256613756613757
"Carroll",2020-12-26,"Carroll",9456,2308,1965,27,21,6,316,0.244077834179357
"Cass",2020-12-26,"Cass",5058,1011,791,38,36,2,182,0.19988137603796
"Cedar",2020-12-26,"Cedar",7225,1344,1065,18,17,1,261,0.186020761245675
"Cerro Gordo",2020-12-26,"Cerro Gordo",19529,4238,3523,59,50,9,656,0.217010599621076
"Cherokee",2020-12-26,"Cherokee",4795,1189,860,20,18,2,309,0.247966631908238
"Chickasaw",2020-12-26,"Chickasaw",4277,1014,857,10,9,1,147,0.237082066869301
"Clarke",2020-12-26,"Clarke",3709,646,485,6,6,0,155,0.174170935562146
"Clay",2020-12-26,"Clay",6809,1511,1172,11,8,3,328,0.221912175062417
"Clayton",2020-12-26,"Clayton",5577,1337,1113,39,35,4,185,0.239734624350009
"Clinton",2020-12-26,"Clinton",17564,4030,3309,53,47,6,668,0.229446595308586
"Crawford",2020-12-26,"Crawford",7322,2067,1761,21,18,3,285,0.282299918055176
